census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14
34,3,1,3,3,2,2,17396,8782,4273,4090,3591,3364,3226,3727,3985,4846,5483,10490,22036,666015,27264,8184,4749,5049,3525,3687,3792,4147,4866,4916,7604,14288,34261,634972,23177,9646,7599,6507,5526,5565,5814,6029,7338,8522,11214,19630,41423,603314,65717,18362,12045,9955,8692,8642,8945,9328,10228,10996,13689,19089,29447,536169,485506,114894,44858,25295,17577,13319,10816,9028,8135,7373,7157,7049,4807,5490,713770,40186,4153,1568,722,532,240,108,25,0,0,0,0,0,714048,40235,3869,1673,641,541,193,83,21,0,0,0,0,0,321388,113450,92122,63575,42401,28487,21815,16669,13121,11680,10952,10480,8566,6598,48930,9167,5936,4634,5150,4397,4519,4803,5842,6811,9322,17314,38207,596272,363436,274836,34305,22601,23528,6882,6034,5502,5233,4668,4742,4734,3866,937,1901,2556,2329,1993,1863,1902,1980,2385,2837,3417,4468,6700,42381,684592,656260,30659,12341,8504,7535,6924,5863,5058,4540,4155,3715,4360,5776,5614
35,2,1,3,3,2,3,7751,92126,121093,68294,38754,28394,20189,16328,11942,9645,7990,4791,838,9,32411,165509,83013,42549,29495,21234,14765,12285,10407,8318,5490,2463,203,2,126458,116706,61281,34444,23855,17321,14417,12288,10585,6928,2930,808,122,1,23416,24660,18942,18137,18872,19731,19875,23557,25239,30943,38243,52668,71462,42399,16705,191586,72003,43794,31600,22593,17176,12737,9188,6019,3295,1227,211,10,0,321407,79615,23234,3124,609,147,8,0,0,0,0,0,0,0,323049,76749,24774,2898,572,101,1,0,0,0,0,0,0,90855,113607,61711,39227,29081,22478,19037,16304,13781,10818,7215,3187,786,57,26056,18696,19411,26687,43001,64861,63834,69530,57617,25562,9995,2764,128,2,5878,4370,3979,5261,7785,10965,13713,15755,17818,20991,25450,34765,57312,204102,450,2581,4868,6586,8585,10654,13154,17446,25549,38362,67965,148722,78830,4392,124552,120947,40960,27582,22722,19979,17466,15602,12648,8954,6255,4795,4214,1468
36,2,2,3,3,3,3,6,32564,61175,31209,19108,13026,10251,9420,6327,5131,3982,2334,577,49,14576,76506,34224,19855,12841,10062,7441,6304,4958,3993,2713,1322,350,14,72658,47886,24137,13439,9042,6847,6113,5132,4319,3156,1543,735,144,8,4195,4848,5629,5987,6591,7135,7309,8904,9596,12911,17949,28039,46745,29321,20092,87880,28010,17278,12479,9093,7156,5517,3599,2228,1277,469,80,1,6,147506,34581,9921,2327,700,115,3,0,0,0,0,0,0,6,146709,34645,10666,2341,660,130,2,0,0,0,0,0,0,57779,47206,24486,14864,10778,8542,7235,6430,6048,5271,3840,1983,653,44,4172,3127,5013,8877,16973,29410,31619,38589,33407,14589,6562,2637,178,6,1541,997,1671,2397,3376,4297,4918,5645,5897,6504,8081,11949,23422,114464,2,54,402,869,1585,2712,4337,6811,10620,16453,26707,53497,69476,1634,84987,47258,16090,9905,7600,6268,5633,5524,4839,3102,1803,1114,752,284
37,2,2,3,3,2,3,399,54718,83366,49634,32121,22861,16842,14095,10121,8894,7911,3966,680,14,21534,103489,56395,34440,23732,17718,13518,11216,8980,7615,4744,1839,400,2,90315,78860,42419,24435,16921,13116,11581,9736,8619,5840,2575,1049,155,1,5016,8863,10165,10764,11580,12788,12868,15518,17100,22436,31071,47732,67012,32709,13415,127801,50432,33530,25049,18345,13951,10023,6205,3713,2118,841,190,9,0,183445,84711,26540,7344,2686,651,205,38,2,0,0,0,0,0,186698,79983,28512,7083,2549,603,162,31,1,0,0,0,0,62240,72621,43894,27740,20802,16860,14493,13544,12013,9886,6846,3552,1029,102,2988,5438,9326,15824,28549,44655,52817,60383,50571,22959,9193,2711,205,3,1106,2840,3694,5104,6316,7594,8235,8867,9423,11288,14605,22256,42476,161818,4,72,413,1158,2359,4673,8955,14622,23332,35013,53034,91499,69563,925,104299,83884,30482,18776,13751,11358,10256,10784,9973,5570,2860,1961,1439,229
38,2,1,3,3,3,3,18792,79877,73611,63700,46883,38553,24921,19565,12842,8659,5570,2616,973,33,47696,92209,71511,52033,39103,28960,21053,16727,11975,7972,4483,2160,712,1,54268,98550,77755,48679,33547,25772,20221,15812,11045,6291,3051,1284,320,0,33258,37895,32666,29808,26899,26993,25199,28258,29454,29737,31138,32868,25369,7053,14404,83731,68290,56022,47113,37662,30750,22180,17568,11499,5839,1411,113,13,0,161994,165068,48834,13056,5571,1704,344,24,0,0,0,0,0,0,161213,163606,52989,11914,5323,1274,255,21,0,0,0,0,0,26639,63444,64173,53432,43805,34369,28417,25105,21438,17066,11999,5675,1005,28,54392,32720,28114,33270,42939,51551,45605,48720,34450,16606,6388,1595,245,0,1560,1322,2381,4218,7657,13517,19812,25238,30070,37391,47198,58831,66326,81074,249,3216,10005,16442,22084,26360,29798,34500,43945,56025,63596,60386,28460,1529,32887,74848,52241,46464,41026,35378,28694,22893,18749,13548,10383,9222,7958,2304
39,2,1,3,2,3,3,537,4652,16938,30816,21527,24775,16481,10577,8857,7605,5924,3225,510,10,2573,15588,34592,29563,21091,14898,9511,7541,6436,5264,3657,1530,190,0,8435,42398,34152,19814,13014,9332,6626,6258,5783,4163,1903,513,43,0,3147,5594,6990,7288,8442,10766,12023,14622,16209,14621,14802,18479,14539,4912,2454,38372,30435,21693,16608,11787,8796,6439,5928,5442,3809,627,43,1,0,63019,53531,16107,8136,7071,3562,867,126,15,0,0,0,0,0,69258,48122,16828,7532,7255,2694,629,101,14,1,0,0,0,8386,33713,27389,21371,15475,10889,7789,6408,6161,6168,5734,2689,261,1,4169,5343,5468,8977,13629,18433,25437,30319,22039,12258,5263,1054,45,0,1020,528,814,1551,2584,4715,6333,7022,8789,11654,14876,21180,31149,40219,106,1065,2499,3771,4673,5544,6492,8481,12037,17671,26171,37053,25962,909,17478,42899,22809,16934,12925,9412,7134,5651,5434,4176,2785,2343,2038,416
40,2,2,3,2,2,3,90,1107,3400,6876,7299,17584,28363,29396,21473,10253,3989,3063,354,5,818,7350,14044,28655,30725,22475,14108,7164,3234,2139,1877,633,30,0,9227,41177,44237,18155,8046,4322,2463,1783,1641,1458,645,82,16,0,642,962,1034,1284,1806,2632,3821,5112,7129,11108,18287,30043,36508,12884,1664,77310,26947,11650,5973,3525,2130,1849,1312,619,190,78,5,0,0,122291,8546,1714,425,216,59,1,0,0,0,0,0,0,0,122407,8346,1850,407,203,38,1,0,0,0,0,0,0,18316,58449,25385,11874,6407,3810,2541,1978,1617,1468,1093,273,40,1,208,809,974,1930,3974,9771,19716,27834,30907,24396,11156,1550,27,0,23,282,376,622,1061,1277,1459,1571,2150,3381,5949,13649,41460,59992,0,4,19,53,157,315,576,1189,2336,4400,8769,24161,91180,93,50145,56498,11142,5151,3042,2122,1840,1779,1051,333,107,38,4,0
41,2,2,3,3,2,3,2463,126670,70992,55182,49577,35626,21969,14473,11399,11464,11704,6586,591,31,38128,155054,91723,42653,25337,15677,11409,9568,9222,9794,7468,2390,295,9,165202,123696,44432,20584,13380,10194,9005,9017,9707,8338,4019,1032,119,2,9326,9708,8632,8557,9615,11053,11296,11837,13232,17302,27556,55478,127496,97639,27143,225370,62648,33218,21332,14191,10749,9216,7426,4626,1994,687,116,11,0,195562,163968,35049,15363,5591,2236,765,175,18,0,0,0,0,0,197779,160775,37162,14967,5114,2110,644,159,17,0,0,0,0,126240,126782,53101,26162,17206,14273,12418,10682,9527,9185,8414,3882,813,42,6101,7190,7634,10421,16769,28110,50338,83755,103509,70971,28727,4998,201,3,2785,4770,4636,6396,7490,6737,6465,6828,7643,8941,11303,18130,40569,286034,6,84,547,1714,3061,4817,8005,13103,20549,31347,54334,125542,153180,2438,216335,101130,24995,14244,10624,8979,9132,11644,10223,5789,2604,1679,1207,142
42,2,2,3,2,2,2,0,35734,126340,49206,21509,10467,7489,5451,4078,3848,5308,4075,485,11,2227,126453,72439,24960,12626,8299,5924,4492,3329,3630,5410,3856,356,0,108206,97607,25372,10982,6853,4796,3648,2825,2770,3836,5127,1809,170,0,863,975,1189,1589,2270,3161,4753,6350,6968,9546,16403,37871,100632,81431,7170,172667,37558,17195,10742,7293,5210,3783,3805,4613,2986,795,174,10,0,51867,177482,25329,12470,4729,1621,426,72,5,0,0,0,0,0,52639,176355,25977,12580,4354,1614,411,66,5,0,0,0,0,94026,87607,32457,15241,9047,6559,5345,4454,4006,3705,4590,5716,1155,93,738,622,915,1135,2399,5017,14184,36813,78051,83849,44965,5038,275,0,260,581,1115,2750,3709,2928,2657,2827,3168,3987,5337,9423,23900,211359,11,48,79,272,776,2284,4586,7415,10391,15184,28158,80660,123616,521,166164,62508,13813,7099,4922,3746,2980,2662,3473,4394,1643,481,111,5
43,2,2,3,2,2,2,3,25269,67447,59751,69908,45098,53436,47337,57213,60898,48450,45366,25296,894,2818,68159,76922,55356,47691,58238,62445,59438,53785,39515,31141,33392,17285,181,59777,98074,84078,67430,62154,58794,43020,35716,25429,23765,20050,18459,9566,54,3454,1828,2989,5115,8562,12862,22678,37991,49773,81759,107258,133062,109454,29581,5532,201043,83249,60404,59802,55207,41542,29151,22056,17861,15243,10109,4719,448,0,57699,160009,156539,109427,69713,32633,15106,4050,868,281,41,0,0,0,62251,162055,165771,103723,66778,27975,12947,3668,868,276,54,0,0,71894,124792,78618,82254,61776,47564,30577,24322,18884,16041,17348,17515,11135,3646,2909,1233,1626,2957,6765,18583,43846,92512,143622,146179,91362,41880,12813,79,1447,4211,9073,10105,11766,13618,17113,23626,33514,47277,66793,96515,114049,157259,1,12,89,326,1373,4427,14127,27414,45021,64362,88020,142702,216446,2046,119253,174392,107761,74900,42015,24528,16332,12607,11366,9983,7114,5016,1072,27
44,2,2,3,2,2,2,0,1352,18460,36772,54264,37961,40559,33418,27919,18592,11680,14897,6726,34,2,13529,32503,45766,39808,47438,37561,25461,18142,12956,10260,13915,5281,12,11077,42010,55147,59874,43328,28042,16137,11268,8063,7465,8475,8615,3127,6,864,988,1074,1505,2390,3890,8124,16208,25447,39024,53536,72490,59468,17626,626,71413,73849,46835,33258,22137,14665,9763,7588,6738,8043,5350,2226,143,0,31847,125162,90739,29622,14516,6631,3279,820,18,0,0,0,0,0,37370,125739,91750,24938,13820,5493,2804,703,17,0,0,0,0,11576,60864,67261,53845,30146,19389,12831,9421,7243,6122,6939,9365,6006,1626,538,568,746,1195,1771,4415,12019,35134,74982,94650,56911,15448,4236,21,137,1167,3698,5160,6271,5882,6280,7842,10113,15699,28051,61160,88678,62496,0,3,42,270,1276,4214,9247,12602,18189,30061,51970,92853,81666,241,39882,122710,56143,27546,15693,10002,6934,5404,5398,5804,4274,2511,332,1
45,2,2,3,3,2,2,0,6314,49713,31388,25088,13316,12246,8146,5966,5240,4868,5493,1298,35,7,46271,36498,21212,14262,12140,9942,7336,5722,4759,5045,5015,897,5,37633,51851,23874,13916,9444,7498,5406,4626,3530,3650,4409,2888,386,0,541,794,1327,1558,1940,2587,4254,8006,12199,15882,19718,25851,42941,31513,1025,84003,27670,14897,10590,7565,5596,4373,3646,3656,3943,1778,366,3,0,3261,85571,43660,19053,9712,4246,2238,1144,221,5,0,0,0,0,3572,86335,46305,16757,9293,3596,1975,1062,203,13,0,0,0,35927,48930,23607,15324,9921,7347,5329,4250,3665,3510,3843,5128,2152,178,352,522,788,1067,1750,3318,7563,21262,43118,52606,31014,5194,556,1,119,476,1130,2654,3592,2981,2933,3356,4425,6238,9096,14230,26149,91732,4,23,79,320,1046,2815,4796,5580,7257,11380,20418,49625,65582,186,66449,48954,17341,9865,6231,4220,3063,2568,2901,3428,2118,1272,652,49
46,2,2,3,3,2,2,0,20378,73836,75980,62254,40008,26211,20757,15096,12539,14104,19449,10402,100,400,78925,91089,56935,36925,25759,18919,15006,12071,11904,13734,19825,9546,76,57171,120751,68404,36012,21531,14444,11470,9684,9064,9843,12510,13520,6636,74,1358,2845,3119,3054,3054,3869,5526,10072,17076,31564,58842,94367,114717,41651,2388,153055,73575,41273,27387,19459,14702,11806,10212,10623,12122,9248,4590,674,0,536,262125,64014,26817,16475,10292,7868,2568,359,59,1,0,0,0,395,262372,64282,27407,15753,10234,7678,2642,290,59,2,0,0,46075,103928,66261,42558,26589,18491,14540,11452,9946,9500,10686,14879,11768,4441,1000,1642,1878,1777,2771,4165,9994,34761,102529,127428,70574,23759,8712,124,571,2707,8301,9756,9092,7256,6795,7293,8552,11197,17819,34731,77628,189416,3,40,72,358,1888,7981,16386,18198,22286,33477,60814,135089,94082,440,116399,132740,46297,23030,13961,9828,7893,6820,7802,9105,7944,6492,2645,158
47,2,2,3,2,2,2,10,19497,50115,53466,39634,23153,17065,13162,9575,7984,7941,9622,4609,118,1196,60376,65516,33876,22004,15712,11606,9141,7399,7010,7613,9572,4884,46,50276,87488,40895,19916,11601,8059,6280,5012,4786,5137,6886,6095,3496,24,214,405,523,707,844,1306,2406,4762,6915,12036,26375,54115,93987,51356,3444,116370,45584,24097,15420,10789,8212,6337,5539,6089,6549,4531,2608,382,0,10202,184926,36044,12603,6151,3486,2010,403,126,0,0,0,0,0,9764,185220,36723,12350,6096,3389,1876,406,127,0,0,0,0,43506,77613,40856,24361,15018,9991,7597,5830,4930,4831,5908,7985,5209,2316,213,361,353,380,724,1530,4687,18790,60122,89639,60178,14042,4876,56,20,462,3008,3962,4497,4163,3752,3673,4393,5883,9355,18047,42160,152576,0,16,129,490,1664,5135,8117,9278,11473,17799,35437,88257,77992,164,104355,79745,24453,12170,7319,4874,3797,3546,4301,4774,3560,2571,481,5
48,2,2,3,3,2,3,0,92,10699,59253,77089,81007,62368,40012,22405,12978,8985,9746,1983,207,110,26012,107557,92506,58340,36098,22751,14493,9095,7209,7653,4270,651,79,29590,149626,90556,43512,23176,14624,9282,6865,6254,6583,4936,1391,396,33,448,4021,5473,5224,5089,6748,9298,12675,17734,27734,48152,82038,107711,54479,3327,193987,81118,39899,22633,13775,9806,7785,6418,4357,2234,1105,285,95,0,302305,70477,11489,2063,391,93,6,0,0,0,0,0,0,0,301912,69718,12769,1962,374,85,4,0,0,0,0,0,0,48082,142375,77536,40081,22671,14193,10301,7763,6927,6868,5884,3156,784,203,1163,4118,3183,3706,5459,13016,32162,65678,99292,97441,52576,8381,594,55,28,766,1524,2555,4410,5194,5633,6638,8483,11626,18254,35787,89557,196369,0,23,130,599,1585,3046,4668,7058,11107,18440,38644,106904,194437,183,140555,149090,37677,17094,10133,7273,6562,6960,5974,2868,1390,881,332,35
49,2,2,3,2,2,3,0,4420,50228,92876,62172,35887,19459,14861,9297,7200,9347,6491,1320,26,2207,82879,95837,44085,28591,17226,11275,8046,7055,7271,6112,2523,471,6,49257,130679,54712,25562,14362,9003,6732,6605,6682,5778,2938,1090,181,3,4042,7166,6745,7574,9068,11552,15760,21612,30321,34776,40906,56552,49368,18142,3827,157033,64875,34127,19528,11030,7739,5829,4626,2695,1500,668,104,3,0,236332,57313,12813,3680,2039,961,313,98,26,8,1,0,0,0,246090,48332,12924,3147,1967,760,245,86,23,9,1,0,0,53170,109799,55370,29252,17390,12309,9203,7261,6453,6056,4443,2087,723,68,2420,3924,5718,11273,19498,43526,49673,71388,57937,30959,13539,3538,188,3,1299,2685,3133,4524,5300,5202,5019,5432,6825,9263,13855,25883,64917,160247,1,31,96,258,763,1879,3841,6930,12778,23195,47239,111946,103787,840,71613,146910,34203,16330,10170,7354,6337,6906,6001,3555,1948,1356,772,129
51,3,2,3,3,3,3,716,6117,11935,18469,14701,21909,26303,21583,18708,9794,7242,3358,1124,68,3288,14215,20870,22039,22705,24713,17815,13470,9498,6149,4600,2184,480,1,3942,23803,34094,28478,21569,15814,10935,8637,6351,4616,2731,921,136,0,7025,11802,10039,8346,8730,11197,14337,17339,19018,13973,12864,12180,10621,4556,3943,24974,31354,26775,20752,14813,12821,10344,8096,5161,2497,484,13,0,2,58835,43418,22528,17003,8809,4697,2787,1830,1081,761,273,3,0,2,62309,39977,25746,15203,8645,3945,2430,1661,1009,833,263,4,0,4595,23711,32406,26062,18815,14670,11091,9711,7432,6763,4549,1968,254,0,9258,11844,7553,8666,11566,13604,22145,25280,23086,16721,10075,2087,142,0,1361,842,1218,1843,2975,5107,7401,10443,13592,17857,24104,32276,30469,12539,847,692,1872,3186,4919,7660,9976,12523,16203,20494,25552,28225,28101,1777,7813,33510,27667,21934,18893,15924,12497,9022,6034,3780,2307,1469,980,197
53,2,2,3,2,2,2,135,14975,32437,141630,104725,51257,24459,13429,9662,7749,7220,8778,1396,53,2672,81269,177447,67815,29708,16013,10458,7539,5871,5766,7028,5586,713,20,111198,193985,48683,18284,10193,7025,5196,4451,4408,5473,6311,2317,375,6,899,1349,1702,1930,2577,4117,6178,7387,7987,11301,22396,56462,155278,138342,8339,258719,68371,27401,15610,9949,7125,5688,5712,5773,3471,1251,441,55,0,195000,181814,25339,10580,3415,1335,372,48,2,0,0,0,0,0,181010,194987,26459,10546,3203,1325,335,39,1,0,0,0,0,117601,160674,54313,24818,13789,9355,7207,5830,5005,5165,6682,5905,1362,199,885,1233,1025,1493,2477,5641,15890,48203,113573,139669,78149,9031,620,16,59,606,1280,3590,4686,3955,3740,3871,4569,5561,7871,14270,40311,323536,2,40,145,565,1444,2884,4856,7658,11509,18132,37125,116067,216986,492,250253,104944,20483,10087,6658,4834,3943,4292,5466,4459,1612,688,180,6
55,3,3,3,3,3,3,0,0,54,567,886,1037,1414,1620,1909,1998,2247,1923,151,4,0,205,894,1238,1325,1444,1645,1534,1802,1736,1427,511,47,2,0,398,1269,1433,1564,1657,1698,1779,1688,1342,688,276,16,2,536,2535,2976,1987,1251,940,794,648,553,559,513,334,157,27,184,656,1670,2036,2179,2034,1523,1186,940,708,439,218,35,2,0,1126,6868,4164,1337,297,18,0,0,0,0,0,0,0,0,1137,6285,4753,1336,284,15,0,0,0,0,0,0,0,158,290,1081,1323,1443,1603,1841,1869,1535,1222,843,485,113,4,501,1109,1642,1516,1559,1603,1436,1392,1245,994,494,296,22,1,156,400,973,1054,1430,1737,1838,1559,1304,1080,818,771,530,160,1,11,83,278,492,650,861,916,1223,1787,2696,3376,1282,154,122,582,841,1056,1312,1770,2146,2300,1801,1079,526,220,53,2
56,3,1,2,1,3,1,332760,55159,22973,15245,9498,8960,6273,6604,5497,7600,6356,13712,26031,425877,270108,76761,31299,22422,16984,14175,12891,10287,11494,8442,10893,16932,36947,402910,192471,90138,62773,34992,26688,19095,16523,15252,13984,12147,13033,21319,48818,375312,137870,94723,59137,48044,43797,29310,36249,30877,21493,26734,19272,20638,22281,352120,386938,162652,80326,52346,43122,37814,33404,29869,31522,27441,25526,17171,7437,6977,537173,156471,78088,47919,31325,26752,21193,15649,10706,7192,4851,3557,1489,180,538183,162591,72304,52597,28609,28392,18850,13941,9793,6694,5457,3453,1544,137,257420,169579,114766,82089,58288,42815,40563,32720,33799,30409,32734,25886,13846,7631,233469,87063,47207,26556,23083,19282,16232,14690,16495,13614,12862,19566,35455,376971,221491,114343,44919,36174,43739,25533,26822,28965,32521,42849,60973,80143,96895,87178,32334,42271,43437,41473,39896,35251,32085,28925,26920,27247,27578,27384,87566,450178,424633,100902,89300,65145,53457,46028,38884,31978,25166,19108,13454,11130,11691,11669
57,3,1,2,1,3,1,500573,66202,30140,11971,19487,8533,7880,13889,6638,11674,10343,21070,33114,171042,406757,71659,42050,34735,27920,11856,19235,8428,14376,12913,22598,29048,52256,158725,301118,92308,54521,38110,34061,31229,28398,24927,21814,29387,23722,39910,47331,145720,299000,97951,52392,51868,34619,33937,32946,32148,29670,37861,30545,26767,24518,128334,316880,104651,58848,44385,32937,39983,30326,36847,42081,39327,41597,49564,36691,38439,302306,357099,105117,57467,32071,22773,14820,9396,5585,3077,1546,905,308,86,306350,363318,96897,61621,29121,23465,12785,8141,5033,2852,1731,851,322,69,261967,102783,78305,52081,36436,42268,31449,37386,35440,33719,44933,55654,55141,44994,350266,78260,60187,40739,20623,36774,32121,14642,24721,28642,20264,30295,36424,138598,236725,74619,37494,26585,30520,24591,30966,33020,27837,31748,42492,68629,110555,136775,166249,56873,46576,37691,34176,31006,28357,27224,28720,31708,40268,49729,136271,197708,161667,142845,85140,57073,47578,39721,36668,29596,27480,26608,25480,29085,47515,156100
58,3,1,2,1,3,1,145491,20939,6792,3067,1654,954,720,661,608,684,765,1424,3009,27251,117265,25673,15162,8350,4990,3192,2261,1525,1281,1022,1241,2012,4794,25251,93225,26891,19352,12855,8975,6376,4790,3452,2581,2092,1810,2982,16503,12135,38759,26241,18812,16058,14880,14917,14289,14787,12147,9616,6375,3733,3381,20024,54463,43465,23361,15555,12839,11471,10943,10427,9547,8636,7033,4602,1559,118,31626,99129,32384,23782,13716,8445,3522,1044,284,71,15,1,0,0,31709,98629,31790,24900,14008,8004,3615,984,284,76,19,1,0,0,52885,39794,24809,18167,14768,13083,11798,10583,8875,7781,6441,4186,791,58,83643,30944,18861,14280,10882,8776,6571,4454,3215,2307,1719,2248,4269,21850,6452,6132,5641,5708,5544,5867,7174,7545,8127,11802,17888,26209,35470,64460,26341,23932,20042,16467,13566,11381,9624,8611,8429,8532,9003,10170,22455,25466,22440,51306,35623,21294,17421,15090,12026,9288,7108,5468,3944,3502,3883,5626
59,3,1,2,1,3,1,253722,87015,38730,18410,8333,7345,2943,2417,1456,945,897,1186,2278,24680,163953,97851,50414,29864,23710,18299,13564,9520,7600,3954,2726,2311,3178,23413,96513,78495,80920,49815,39675,25103,18511,15036,9917,5314,3058,2863,7153,17984,52607,87102,61709,49092,46381,27986,34331,26721,14233,17052,6720,4462,1985,19976,45980,76953,52763,42142,42516,42012,39801,34736,32659,20485,13344,5783,1024,159,25214,60390,73232,71932,59216,55685,46766,29974,16030,7749,3100,934,125,10,25292,65348,69914,80903,54771,60675,40935,26033,14422,7462,3572,896,125,9,42374,64328,54539,55414,48807,40710,42302,30838,30299,19268,14065,5782,1496,135,140958,90238,53747,32391,27632,22682,18018,14054,13315,6952,3571,2200,2674,21925,6068,5266,5147,5988,7944,13022,22291,33725,49596,58764,64896,59733,56090,61827,21675,43826,54644,54562,52103,44188,37606,31268,26629,22115,17429,10365,8648,25299,23228,34199,46427,45020,48065,51330,51650,45501,36911,26894,16452,11239,8520,4921
60,3,2,3,3,3,3,108839,100619,42403,25473,13961,16680,9501,11332,8540,6040,5379,5657,2887,104,62369,53120,64761,44743,29150,21765,18276,15071,16107,11547,10198,7687,2620,1,46288,61581,66737,39321,34296,24124,20168,19536,17718,13308,8306,5113,918,1,28818,39887,34911,32992,36704,27009,39452,36515,21486,31325,14526,11383,2122,285,29157,37151,44463,34462,32994,33808,33141,29441,29467,21171,18126,11222,2597,215,7509,48069,37651,27454,39885,51879,50383,35763,23341,16307,9652,6546,2774,202,7770,50964,35030,32294,39445,58686,45038,31234,21205,15530,10822,6346,2901,150,28088,43534,42527,37452,32952,29343,32741,26278,27791,20971,19998,11509,4111,120,51706,46266,40457,32721,35645,35250,32687,25605,25811,15581,9885,4907,893,1,2278,3601,4088,6361,10413,15658,21607,27852,35513,39984,42160,47678,65117,35105,8275,16593,27452,37351,38464,34557,30443,26421,24592,24646,27852,28254,28215,4300,6271,47426,43614,33574,32687,35366,35770,32992,27777,21425,14365,11912,10270,3966
61,3,1,2,1,3,1,234020,193752,92910,44123,22992,16071,8496,7197,4506,2840,1838,1458,1054,734,158045,180511,102848,57908,39712,26905,20767,15035,11985,8159,5637,2772,1319,388,97743,141121,117985,78569,59184,40340,31500,24785,18083,12255,6738,2731,957,0,81108,117301,87844,73678,64201,50034,48903,38487,26747,21660,13357,6372,1634,665,55425,99934,70620,58007,57924,55694,52282,48012,45721,35472,29664,18308,4407,521,284,62538,102358,121710,80259,73597,69120,54935,34617,17522,8104,4958,1894,95,285,64153,100269,133623,74569,78451,65531,50130,32035,16899,9210,4812,1956,68,76766,83204,66923,69351,64277,54934,54528,43100,40562,31721,26050,15622,4734,219,168445,129597,94484,61774,43463,36004,30166,21908,20634,13521,7924,3153,595,323,7762,1724,1927,4138,9507,21001,39503,60164,75910,82045,87955,94087,101085,45183,39383,59575,66270,66095,61970,53605,45685,39128,35964,35442,39559,46984,35453,6878,3271,62008,76057,58924,58310,61320,63633,61899,56467,46457,32808,24948,18691,7198
62,3,1,2,1,3,1,373283,109419,55335,28335,25017,15103,11985,13334,10650,14017,13905,23447,31550,114850,292601,102826,62686,46367,33894,19009,22632,15450,16671,16666,23365,35171,50127,102765,198120,111511,73000,51695,42284,36457,32447,29935,26027,31639,29093,41551,45420,91051,256902,99032,57178,47786,37849,33713,32714,33760,29533,34335,32558,30223,29297,85350,236301,92995,56882,45760,38707,43076,35787,41425,45361,42776,45543,46532,31412,37673,227210,323491,132422,71570,35763,22014,12542,6987,3995,2202,1171,594,225,44,229125,330444,124321,76348,32715,21803,11315,6244,3704,2102,1268,580,227,34,189832,91929,72312,54179,42797,44653,39072,42444,41873,42370,49352,53789,43110,32518,285185,80342,56573,45229,32813,38150,33668,26249,29227,29326,25286,31771,35743,90668,198518,84347,37591,24462,22743,23303,25902,29699,31994,39724,55099,82302,106283,78263,154181,52234,43541,38005,33595,32369,29101,27510,29228,32514,40938,53652,138562,134800,104057,100342,77163,60161,55124,50458,46335,40229,37732,34566,30731,31184,45364,126784
