census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15
32,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,14,10,16,29,0,0,0,0,0,0,0,2,4,10,7,9,12,15,18,28,11,6,3,3,2,4,3,2,6,4,3,3,1,12,0,9,21,7,5,7,2,3,10,12,1,2,6,5,1,0,0,0,0,0,2,8,12,6,0,0,0,0,0,0,0,0,0,0,0,2,7,14,13,0,0,0,0,0,0,0,0,0,0,0,6,22,32,12,14,16,18,31,23,15,13,51,26,16,3,5,3,7,14,13,12,11,34,36,36,91,6,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,1,0,0,0,0,1,96,0,0,0,0,0,1,18,29,50,11,4,0,0,0,0,0
33,3,1,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,7,4,10,0,0,0,1,0,1,0,1,5,2,5,6,3,1,37,14,4,1,0,2,1,0,0,2,2,0,0,0,0,26,11,13,9,4,1,7,1,2,1,1,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,8,6,4,16,23,30,29,31,18,24,8,10,14,2,153,37,17,8,9,5,11,5,2,9,5,15,19,15,12,33,2,0,0,0,0,0,0,0,0,0,0,0,0,40,80,0,0,0,0,0,0,0,0,0,0,1,1,20,2,0,0,2,2,7,6,2,19,8,10,5,5,1,0,23
34,3,1,3,3,2,2,16929,8945,4157,3798,3331,3150,3384,3103,3635,3661,4279,6228,10681,22525,663498,26813,7034,5718,4090,3589,3133,3741,4431,3725,4336,5493,7480,16370,32654,632697,22713,9396,7357,5671,5266,5277,5165,5749,6061,7243,8427,11546,20655,40239,600539,63845,18336,11682,9507,8431,8408,8112,8360,8898,9556,11275,13630,18655,29289,533320,468509,123768,46411,26424,17817,13489,10954,9275,7900,7504,6831,6676,6207,4249,5290,704970,47934,4667,1803,809,593,343,132,40,13,0,0,0,0,0,704326,48965,4290,1935,830,430,322,138,56,12,0,0,0,0,0,313393,106978,90252,62698,45514,31859,22995,17963,13981,11522,10459,10025,9888,7588,6189,48370,9028,5967,4415,4152,4059,4855,4504,4552,5350,6781,10059,18472,37124,593616,342175,289176,36126,23490,13677,18338,5863,5456,5044,4494,4679,4182,4428,3426,750,1747,2358,2224,1942,1796,1680,1833,1979,2423,2813,3480,4446,6894,52100,673589,651632,33035,12612,8397,7088,6820,5783,5054,4642,4081,3688,3510,4302,5460,5200
35,2,1,3,3,2,3,7357,70881,124879,69394,44972,29121,22276,16189,11780,10945,9019,6890,3979,457,5,22355,159588,87109,46440,29939,20914,15764,12571,10950,8961,7282,4270,1896,103,2,113833,120102,60581,37280,23995,17948,13802,12880,10973,8797,5209,2097,573,73,1,21268,23501,18344,17492,17091,18324,18890,20167,21962,24499,31729,36371,52126,69134,37246,10894,181844,76857,44316,32242,23886,18058,13726,10367,7372,4988,2540,902,143,9,0,297488,92424,31471,5460,1029,243,29,0,0,0,0,0,0,0,0,305767,84418,31497,5398,787,245,32,0,0,0,0,0,0,0,78325,116333,61802,40581,28393,23002,19048,16537,14171,11850,9199,5796,2497,569,41,24150,18066,16979,22013,36096,50725,66762,67153,59872,36934,19883,7775,1666,68,2,5457,4292,3641,4484,6646,8975,11698,13859,15402,17797,20361,25273,34699,57148,198412,365,2170,4272,5737,7518,9081,11183,13985,19095,27238,41590,74408,149416,58272,3814,105052,132664,42177,27352,22264,19597,17172,15501,13606,10445,7456,5412,4382,3812,1252
36,2,2,3,3,3,3,0,30401,57726,29371,21648,13469,10685,8933,6931,5826,4381,3460,1827,465,36,7915,77298,35863,20361,13075,9526,8085,6288,5368,4395,3479,2171,1076,248,11,66771,50098,24106,14362,9132,6971,5811,5305,4536,3710,2518,1160,572,99,8,3905,4378,5109,5601,5979,6568,6962,7405,8438,9762,13285,17645,29046,45666,25410,8450,93572,29746,17531,12733,9563,7333,5792,4388,2856,1761,1028,348,58,0,3,138033,39713,12850,3267,1019,256,18,0,0,0,0,0,0,0,3,140091,37493,13035,3318,881,311,27,0,0,0,0,0,0,0,53046,48016,24623,15339,10879,8457,7309,6148,5945,5383,4652,3158,1669,503,32,3943,2703,3994,7009,13581,20485,33224,36473,33687,21160,11548,5488,1750,109,5,1475,921,1404,2116,2837,3683,4466,4887,5338,5564,6466,8041,12246,23603,112112,0,38,292,706,1229,2119,3359,5020,7828,11476,17741,28176,58169,57558,1448,76804,52228,16827,10049,7640,6155,5441,5219,4942,4054,2432,1483,967,669,249
37,2,2,3,3,2,3,106,47258,81148,47217,35258,23802,18241,14147,10661,9428,7921,7057,2879,491,8,12277,102565,59001,35554,23880,17274,14089,11592,9473,7974,6612,3608,1465,256,2,82496,79840,42522,26052,17076,13181,11124,9860,8827,7350,4508,1892,797,96,1,4514,7904,9422,10204,10401,11547,12343,13135,14688,17222,22962,31067,48653,63217,28343,4963,126415,52352,33619,25275,19336,14887,10798,7732,4877,2930,1655,627,149,7,0,156639,99947,33831,9928,3871,1044,261,87,14,0,0,0,0,0,0,167665,88951,34670,9598,3257,1081,293,97,10,0,0,0,0,0,55996,72015,43704,28779,20608,16519,14523,12929,12011,10536,8539,5728,2842,815,78,2627,4599,7593,12989,22862,33378,51539,57690,51163,34663,17605,7026,1767,118,3,885,2724,3111,4529,5708,6544,7444,8113,8312,9348,11149,14880,22631,42805,157439,3,56,306,893,1762,3435,6398,10778,16730,25248,37018,54915,93771,53519,790,91061,91086,31798,19109,13831,11276,9900,9688,10229,7891,4214,2332,1753,1295,159
38,2,1,3,3,3,3,14263,75823,71220,59349,51118,34419,28831,21079,13673,11505,7634,4759,2144,758,20,41853,89045,70109,54096,37148,28913,21786,17826,13823,9608,6669,3385,1792,542,0,47649,94134,75520,51494,34042,26508,19605,17691,12856,8589,4958,2291,1049,209,0,30104,35982,31358,29192,26057,24777,23872,24859,26066,27380,29418,28531,30348,22700,5951,10074,77451,66874,53968,46081,38447,31439,24845,18304,14306,9556,4233,927,79,11,0,128508,172819,67442,16908,7571,2663,607,71,6,0,0,0,0,0,0,137525,164621,68500,16868,5646,2637,676,119,3,0,0,0,0,0,23091,57971,61141,53890,41729,34532,29050,25115,21864,18998,14314,9644,4533,704,19,51086,31915,25824,28603,38850,42973,51964,42503,38770,24847,13141,4793,1191,135,0,1507,1167,1959,3468,6117,10252,15936,21114,25473,30312,37327,46697,56626,62132,76508,206,2513,8064,14077,19288,23313,26290,29823,35393,44950,55350,59610,54790,21567,1361,26383,73501,50008,44607,39885,35216,29382,23941,19528,15806,11491,9213,8513,7153,1968
39,2,1,3,2,3,3,365,4163,14274,23336,26865,18941,20917,11361,10101,6946,6655,5776,2386,344,4,2240,14512,33597,26310,21146,15184,10510,7781,6858,5419,4782,2803,1175,117,0,6198,39015,34729,20368,13828,9704,6593,6311,5626,4939,3396,1336,379,12,0,2936,5187,5829,7344,8264,8690,9697,12819,13962,14678,14876,13842,15981,13880,4449,1703,33079,31787,20919,16934,12659,9168,7005,5591,5459,5059,2671,376,23,1,0,49547,59952,20391,8158,7815,4779,1478,256,50,8,0,0,0,0,0,56402,53673,21124,8908,5816,4544,1607,316,37,7,0,0,0,0,6810,30551,26429,22408,15780,10915,8339,7034,5675,5972,5449,4899,1995,177,1,3511,4779,5923,6799,10763,17637,22374,23772,26665,15884,10007,3645,653,22,0,984,508,624,1299,2035,3625,5361,6306,7050,9100,11585,14948,21112,30251,37646,81,870,2110,3212,4236,4836,5618,6911,9015,12903,18729,26476,36170,20490,777,13586,42918,22652,16917,13047,9900,7451,5839,5098,4775,3533,2372,2236,1776,334
40,2,2,3,2,2,3,67,1095,2001,6153,6620,11184,23713,28091,24968,16211,7119,3311,2555,163,1,577,6416,12007,23329,29590,24211,16249,9921,4588,2426,1950,1570,398,20,0,7691,34257,46742,20688,9389,4972,2863,1897,1596,1498,1179,413,58,9,0,551,932,952,1103,1519,2121,3060,4136,5459,7721,12082,19206,30122,33328,10960,503,72065,29853,12843,6666,3933,2413,1847,1523,1003,404,136,58,5,0,0,118618,11385,2275,613,257,95,9,0,0,0,0,0,0,0,0,119859,10133,2379,564,214,92,11,0,0,0,0,0,0,0,13777,57472,27301,13062,7013,4307,2774,2058,1638,1475,1346,811,194,24,0,169,741,861,1365,3045,6738,14162,21383,29130,27487,19512,7860,783,16,0,9,265,322,473,901,1132,1311,1390,1630,2353,3642,6507,15190,42538,55589,0,3,15,36,105,242,420,759,1502,2785,4966,9769,27669,84914,67,39888,64005,12402,5517,3293,2207,1770,1752,1414,667,222,89,24,2,0
41,2,2,3,3,2,3,755,111153,77670,49488,50639,38800,25135,15793,12272,10351,10352,11294,4598,402,25,24413,153270,95060,46299,26558,17132,12245,9647,8566,8716,8934,5990,1708,182,7,150477,128311,48490,22195,13918,10211,8685,8295,8856,8824,6855,2770,763,75,2,8512,9425,8058,7828,8507,9879,10602,10924,11158,13497,18100,29560,59244,127262,86171,9651,229230,67596,34558,22392,15348,11132,9097,7996,6117,3555,1446,527,75,7,0,167871,176977,43357,17985,8024,2990,1085,345,85,8,0,0,0,0,0,176823,168577,44359,17838,6488,2989,1231,347,69,6,0,0,0,0,111794,130242,56637,27951,17586,14141,12184,10765,9510,8614,8588,7197,2857,625,36,5561,6954,6733,8346,13746,20925,37550,60931,88838,88693,58914,18289,3133,111,3,2323,4706,4137,5541,6963,6473,6072,6188,6715,7422,8771,11486,18649,41975,281306,5,64,375,1326,2470,3771,5990,9496,14969,22377,33719,59107,136213,126862,1983,194745,117416,26642,14583,10659,8740,8083,9803,10976,8176,4135,2098,1510,1052,109
42,2,2,3,2,2,2,0,19904,120860,61613,24876,12329,8269,5712,4187,3563,4003,5428,2914,339,4,304,112863,79152,29432,13581,9036,6075,4781,3594,2924,3817,5454,2744,244,0,91892,107654,28352,11994,7076,5053,3759,3068,2507,2821,4099,4486,1140,100,0,818,882,1081,1374,1863,2498,3829,5257,6256,6999,10284,18246,41362,101105,72147,1682,169388,41474,18547,11102,7758,5625,4133,3366,3778,4266,2145,596,132,9,0,27341,191124,31839,13403,7135,2208,678,239,31,3,0,0,0,0,0,31953,186723,32230,13395,6322,2296,839,213,28,2,0,0,0,0,83087,91816,34663,16559,9687,6730,5334,4540,3991,3548,3484,4812,4861,814,75,690,594,747,952,1760,3447,8425,21942,48281,77156,79550,27551,2733,173,0,240,520,858,2191,3494,2945,2508,2561,2715,3185,3956,5572,9889,24986,208381,9,45,61,211,531,1455,3271,5590,8023,10883,16782,31274,93995,101437,434,151376,74231,14824,7509,5059,3896,3021,2562,2578,3856,3563,1053,392,77,4
43,2,2,3,2,2,2,0,18815,55987,60393,54236,66641,44485,50570,39897,60401,47122,48893,38733,19544,649,1010,60800,79165,48853,49446,51754,56884,58690,52467,37815,34307,30461,31486,13111,117,48939,97099,84021,60935,62535,56510,41644,40803,27610,22452,20879,18747,16876,7282,34,3304,1681,2417,4198,6784,10114,17840,25793,42796,53918,81855,111041,124636,95033,24956,3087,187127,86255,59017,54805,54760,45147,31058,24302,18721,16122,12674,9102,3807,382,0,45401,133347,165472,103399,87509,42738,18742,6763,2219,543,205,28,0,0,0,51363,128008,178109,117468,59299,41016,19885,8555,1907,524,207,25,0,0,63273,119855,78687,75666,64540,44776,36554,26290,19713,16426,15455,16480,15872,9757,3022,2802,1158,1429,1889,5374,11300,28558,61511,109078,133464,140561,65831,34014,9333,64,1330,3397,8096,9184,10572,11879,14290,18619,25589,35522,48539,68150,94209,108072,148918,1,9,55,239,865,2642,8399,19284,32338,47953,66089,88839,150269,187651,1733,97972,179540,104561,78061,46602,27629,17880,13076,11182,10244,8511,6191,4168,732,17
44,2,2,3,2,2,2,0,766,12673,29885,43950,51619,36199,37114,24732,21916,12788,12383,13650,4932,27,0,11226,30369,36132,44021,42786,36704,30409,19949,12908,10787,10583,12904,3847,9,8168,39438,48469,58452,45878,30334,17713,13300,8869,6774,6898,8725,7301,2311,4,806,895,939,1327,1801,3036,5707,10296,19789,27376,39293,56190,68767,51569,14843,519,59629,73494,48858,33644,24072,16476,10863,8128,6744,6549,7102,4712,1731,113,0,20691,104411,107732,36701,18715,8413,4140,1496,334,1,0,0,0,0,0,26253,99481,114770,35177,12690,7914,4277,1838,233,1,0,0,0,0,8906,53137,66605,53660,33636,19318,14676,10486,7869,6269,6046,6661,8925,5075,1365,478,554,665,791,1695,2574,7659,18040,49849,72126,95103,38123,11832,3131,14,119,883,3141,4393,5823,5591,5642,6528,7936,10914,16995,30933,64068,81891,57777,0,2,24,165,794,2577,6479,10396,13526,20054,32968,55747,92840,66901,161,29700,121581,59245,29879,17206,10859,7417,5711,4827,5219,5209,3623,1966,191,1
45,2,2,3,3,2,2,0,3163,42553,34248,23353,19136,10980,9409,5761,5389,4529,5110,4545,910,25,0,40473,38048,21444,15279,11665,9150,8225,6083,4526,4320,5123,4184,588,3,30764,54373,24809,14111,10206,7457,5385,5010,3744,3123,3501,4189,2224,215,0,500,679,1190,1411,1636,2119,3284,5378,9435,12541,15716,19748,25673,41616,28185,439,78514,29872,15531,10762,7932,5925,4483,3736,3344,3632,3310,1382,246,3,0,466,80103,42772,22714,12831,5450,2646,1263,763,102,1,0,0,0,0,737,79960,46813,21917,9420,5252,2728,1585,613,85,1,0,0,0,31093,49325,24360,15581,10549,7233,5858,4441,3667,3355,3303,3834,4760,1616,136,323,483,644,811,1577,2222,4914,11494,27940,42871,52374,19657,3462,339,0,102,419,886,2124,3301,3017,2698,2838,3481,4578,6511,9300,14506,26201,89149,4,17,64,216,675,1897,3808,4896,5700,7824,12459,22325,55973,53121,132,58803,53105,18213,10312,6552,4589,3216,2535,2428,3060,2917,1724,1072,548,37
46,2,2,3,3,2,2,0,11823,67268,72156,62055,45826,30298,20204,15012,13216,12723,13957,19039,7490,47,131,67734,87145,59947,39176,27963,18404,15920,12439,11230,11010,14068,18845,7064,38,47498,116313,72382,38732,22452,15398,11987,9688,8750,8500,9632,12649,12060,5028,45,1249,2568,2889,2889,2760,3109,4430,7047,11479,19738,36365,62066,93648,105326,35551,943,139534,78014,43205,27954,20224,15577,12108,10211,9345,10570,10910,8270,3675,574,0,28,231155,85473,28455,20407,11302,6584,6225,1289,155,40,1,0,0,0,32,231694,86673,28319,17773,11160,8341,5787,1150,142,43,0,0,0,36747,102466,66003,44136,28224,19663,14843,11875,9906,9141,9040,10416,14392,10471,3791,926,1538,1640,1557,2400,3011,5920,16693,54283,108495,120904,47137,20020,6498,92,475,2030,7201,8969,9071,7191,6409,6493,7108,8704,11592,19046,36781,78180,181864,3,32,61,218,1075,4561,12415,16567,18167,23404,36577,66621,142916,68162,335,98196,141117,49534,24754,14749,10353,7935,6737,6520,7888,8322,7162,5671,2052,124
47,2,2,3,2,2,2,8,12220,46359,50795,42010,26960,18725,13137,9556,8443,7465,7646,9102,3447,78,335,52562,65068,35980,23462,16867,10736,9810,7678,6679,6413,7816,8789,3723,33,42119,86708,44050,21585,12272,8444,6611,5117,4628,4402,5187,6665,5474,2677,12,196,361,462,630,740,1014,1665,3319,5317,7511,14144,29454,56644,89540,44954,635,109242,49058,25633,15859,11409,8464,6653,5474,5284,6053,5683,4034,2148,322,0,1830,173170,50020,15600,7625,4175,2129,1100,231,71,0,0,0,0,0,2864,172961,50549,15246,6183,4153,2516,1208,204,67,0,0,0,0,35777,77690,41986,25568,15962,10721,7943,6206,4999,4423,4652,5944,7505,4577,1998,188,343,312,315,581,983,2623,8452,29732,66783,91964,39223,10765,3648,39,15,315,2418,3585,4159,4004,3617,3387,3685,4493,6164,10024,18954,43245,147886,0,14,80,357,1105,3246,6776,8169,9154,12295,20099,39448,96065,59024,119,91239,87702,26156,13025,7740,5311,3876,3284,3515,4330,4274,3026,2193,276,4
48,2,2,3,3,2,3,0,73,6105,41829,71104,77230,68795,46820,28760,17335,10285,8416,8690,1215,167,24,18278,94897,92719,61171,40709,26477,16934,10630,7687,6590,7124,3032,489,63,20956,139094,96919,47351,25936,15714,10383,7430,5994,5813,6241,3670,1000,295,28,343,3417,5125,4904,4737,5505,7469,10176,13521,19368,30360,50984,83065,100044,47806,1160,178167,87659,42927,24889,15049,10400,7995,6821,5329,3470,1781,854,239,84,0,264032,101506,17157,3290,670,137,32,0,0,0,0,0,0,0,0,275964,89617,17321,3193,548,149,32,0,0,0,0,0,0,0,36424,138790,81157,43337,24632,15484,10952,8237,6792,6433,6193,5218,2376,616,183,890,3886,3027,3011,4502,8300,20803,42548,78100,94940,84715,36865,4772,418,47,23,583,1374,2033,3680,4660,5058,5605,6729,8885,12181,19457,38313,91502,186741,0,21,88,410,1115,2350,3586,5389,7980,12211,20954,44050,119050,169503,117,115580,165435,41317,18412,10855,7511,6275,6105,6585,4519,2047,1126,768,259,30
49,2,2,3,2,2,3,0,3566,44190,84235,71360,28318,24386,16827,9133,8700,7744,9006,5215,884,20,820,65302,98246,53967,27276,19514,11849,9345,6675,6755,6711,4773,2035,310,6,33842,133456,59761,28074,15747,9486,6532,6531,6246,6098,4829,2028,843,109,2,3639,6598,6333,6717,8671,9300,12795,17628,21872,29161,37524,38452,51309,47072,16513,1772,145033,69519,35926,22202,12275,8028,6208,5004,3689,2148,1221,472,84,3,0,208188,80173,16157,4547,2592,1268,453,109,77,15,4,1,0,0,0,224488,64256,16791,4416,1738,1172,492,146,67,12,5,1,0,0,39292,111766,58637,32048,18438,12746,9228,7981,6358,5876,5220,3670,1723,545,56,2069,3587,5428,7088,17575,28818,52130,59256,59373,41304,24473,10232,2142,107,2,1083,2565,2708,3999,4835,4875,4719,4797,5488,7055,9533,14790,27182,67346,152609,1,28,67,206,524,1250,2704,4752,8524,14745,26282,52654,119925,81194,728,53594,156916,37563,17539,10662,7565,6124,6111,6449,4763,2710,1651,1189,641,107
51,3,2,3,3,3,3,560,5962,10222,12961,18800,16742,22064,21804,21527,12587,9723,5127,3045,846,57,3078,12928,19564,18809,21261,22473,20865,13794,10946,6361,6382,3577,1672,316,1,3254,21208,30677,27762,22565,16792,10945,9433,7243,5368,3883,2102,728,67,0,6714,11014,8891,8534,8874,8411,11670,15323,16405,15582,14357,11538,10981,9700,4033,3386,20927,29829,26600,20041,16434,12257,11116,8317,7087,4069,1738,218,8,0,1,50920,44015,23893,18162,11387,5633,3252,1494,1612,902,607,146,3,0,1,54438,40837,26051,19430,7654,5367,3116,2062,1445,844,599,181,2,0,3891,19216,31019,26682,19180,14288,11605,10376,7925,7001,5373,3739,1569,163,0,7397,11502,9234,7204,8051,14687,15989,22448,23710,19757,13481,6883,1619,65,0,1281,797,1055,1498,2423,3952,5929,8331,10965,13922,18153,24136,31435,26892,11258,835,527,1577,2616,4028,6196,8452,10314,13065,16397,20742,24640,26349,24851,1438,5896,31260,26775,21558,18300,16039,13210,9837,7129,4685,3124,1880,1319,849,166
53,2,2,3,2,2,2,28,12439,22924,105218,121498,65818,31663,16760,10414,8789,6607,6988,7842,880,37,1551,58705,179726,76944,33828,18365,11667,8308,6203,5416,5445,7043,4193,496,15,86318,205617,55741,20763,11096,7177,5525,4449,4032,4362,5521,5509,1537,253,5,820,1255,1502,1766,2101,3153,4890,6599,7044,8228,12714,25080,62236,158566,121951,2235,247391,77458,30348,16517,10875,7559,5783,5217,5604,4952,2541,1023,354,48,0,106533,258458,32454,13016,4883,1762,613,173,12,1,0,0,0,0,0,127386,238130,32230,13224,4220,1838,717,152,7,1,0,0,0,0,94788,170872,59637,26994,14980,9962,7280,6089,5007,4659,5044,6604,4763,1062,164,798,1195,969,1111,1996,3640,9153,25316,70152,116486,133231,48322,5118,406,12,48,503,1027,2742,4397,3888,3561,3508,3882,4512,5607,8194,15263,42602,318171,1,32,107,418,1003,2213,3555,5873,8432,12535,20262,42577,135356,185212,329,223727,126634,22504,10664,6963,4980,3900,3695,4498,5218,3266,1166,554,132,4
55,3,3,3,3,3,3,0,0,27,344,792,973,1104,1434,1573,1804,1959,2258,1443,95,4,0,127,776,1094,1259,1363,1415,1511,1351,1800,1634,1072,383,23,2,0,255,1129,1295,1454,1531,1540,1633,1680,1480,1065,548,192,6,2,461,2170,2879,2041,1352,966,798,662,560,525,513,434,297,128,24,169,517,1476,1815,2004,2006,1637,1252,995,800,592,361,166,18,2,0,760,4748,5900,1758,582,62,0,0,0,0,0,0,0,0,0,839,4678,6053,1704,460,76,0,0,0,0,0,0,0,0,149,229,899,1202,1313,1432,1675,1753,1605,1359,1010,699,405,77,3,432,1067,1388,1381,1481,1502,1477,1275,1243,1191,696,463,200,13,1,151,311,849,972,1227,1550,1681,1647,1337,1121,901,750,708,475,130,1,8,55,207,435,534,674,898,935,1271,1933,2688,3084,943,144,114,481,783,899,1161,1472,1899,2127,2020,1432,806,402,176,37,1
56,3,1,2,1,3,1,332138,54590,20310,15465,11459,7670,6819,5843,5942,6207,4776,7856,12650,27498,423322,257866,78733,35687,25444,13839,14708,12716,12358,9292,7679,8986,10566,19217,35059,400395,182609,91711,59883,39496,24638,20364,17272,14270,13653,11997,11592,13250,21983,47104,372723,134864,85165,56702,47445,44670,31267,36252,24759,29217,18801,25002,17273,19049,21861,350218,363590,174812,76312,58684,40166,34435,34407,27773,30354,27093,25325,22431,14017,6456,6690,523886,156664,78443,49445,32566,28500,22878,17544,8658,9402,6326,4170,2398,1554,111,522032,164516,72519,54390,35222,20736,21389,16846,12140,8428,5865,4014,3051,1288,109,244715,156504,124177,78813,56591,49234,38215,33675,30084,29045,30652,28776,23296,11758,7010,219371,86732,49445,27873,23962,19480,18682,15289,13224,14498,12266,13033,19757,33780,375153,207716,121183,44356,34528,31167,37024,24386,25898,27944,33331,45655,59152,78021,92145,80039,29901,38656,40834,39209,37241,35347,31245,27901,25893,25568,25672,25766,25964,103222,430126,417482,93795,87885,65185,52499,44904,39208,33218,26993,21201,16129,11945,10312,10862,10927
57,3,1,2,1,3,1,473459,75223,34701,25340,10522,9300,16135,7194,6906,12347,5948,14979,19932,31918,168652,383040,94803,42069,34827,15351,24614,10446,9370,15503,13408,12386,16848,37172,46124,156595,300462,78969,55648,50168,23868,31912,29448,18123,23795,26486,22079,26992,37603,42848,144155,284194,96390,52205,51563,35032,34038,33031,32501,30717,28138,35386,27447,23882,19871,128161,292232,117750,59144,44709,33203,31482,38759,29142,35609,33593,38495,45938,41983,32193,38324,277728,361830,108398,61340,35081,25992,16989,10984,4889,4667,2411,1276,577,333,61,273584,375726,99734,65790,36769,18943,16070,10625,6753,4095,2192,1206,727,285,57,260218,101222,67631,53403,36912,43056,31730,30006,28293,34660,39955,43045,52492,48084,41849,349732,78257,40988,40836,39569,19583,34565,15969,27053,22293,18248,25439,28408,34799,136817,225189,80219,35596,28258,19499,30597,27726,30254,27829,26891,31892,43415,69356,108288,127547,162531,54190,44098,37623,31960,29576,28387,25969,25191,28276,31120,39415,55954,135841,182425,155532,132824,87979,56909,45957,39942,36909,28957,26775,24871,24615,23914,29546,45679,152147
58,3,1,2,1,3,1,141763,23313,7090,3452,1768,1108,836,608,536,668,587,812,1527,3012,26939,115060,25574,14975,8905,5380,3586,2445,1708,1366,1095,918,1201,2232,4810,24764,90919,25876,19383,13247,9244,6738,5046,3725,2861,2249,1769,1788,3467,16111,11596,36376,25568,18261,15124,14543,14141,13594,13438,12440,10974,8184,5115,3287,3199,19775,49037,44925,23428,15833,12344,11151,10385,9835,9468,8721,7626,6125,3868,1174,99,27035,97852,31940,24795,14949,10358,4821,1434,602,175,47,11,0,0,0,27091,98988,30659,24987,15412,9169,5053,1858,572,164,60,6,0,0,0,48647,40048,24465,18156,14199,12965,11485,10492,9148,7888,6909,5704,3334,532,47,80747,30454,18920,13943,11007,8987,7021,5173,3667,2522,1883,1673,2300,4165,21557,5819,6013,5207,5457,5193,5187,6247,6876,7135,8394,12403,18472,25912,34120,61584,24713,22573,19315,16177,13403,11121,9688,8467,7909,7842,7993,8635,9691,24869,21623,21227,44946,37880,21515,17004,14983,12364,9888,7787,5986,4662,3455,3312,3657,5353
59,3,1,2,1,3,1,252832,87484,31268,21058,13345,5561,3608,2386,1961,1211,838,913,1180,2266,24446,151238,96854,52936,40565,16898,19988,15075,10763,7233,4533,3319,2562,2193,3044,23156,90117,76018,72186,59313,35736,27934,20965,15056,11709,6815,4300,2750,2820,6954,17684,52161,74065,59397,48712,47776,29406,36888,20970,23908,12316,14288,5295,3550,1799,19826,38935,78266,46793,47650,36388,36441,41065,32365,35283,24491,16756,10718,4267,798,141,23946,53005,66663,67646,59068,57590,50486,35908,14633,12774,5901,2082,520,131,4,23816,57030,62748,76040,65744,42197,47383,35131,20587,11267,5529,2097,690,93,5,36447,57296,60307,48688,42059,47952,38247,33693,27412,23346,18319,10513,4842,1119,117,125785,87169,55426,34096,29706,25087,20079,15911,11839,10843,5332,2747,2048,2522,21767,5453,5281,4625,5404,6599,10037,16559,26102,37610,50557,59420,57336,54704,52981,57689,19742,38647,51036,50666,48906,44959,38347,31503,26812,24028,19488,14537,8756,9129,23801,22749,28495,43410,42410,43910,46126,49218,45582,39067,31307,21970,14043,10084,7453,4533
