census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9
49,2,2,3,2,2,3,268,72102,130981,45395,27039,14930,13668,8903,298,29615,153855,62141,27767,15165,11206,10418,3358,59,135645,103261,31974,14083,10615,10195,6381,1403,27,8115,10394,13449,17520,28020,45216,63430,83851,43589,103682,126545,44225,17987,10405,6812,3033,860,35,60998,232908,15159,3516,802,181,19,1,0,87416,209588,12947,2726,757,132,16,2,0,119246,104061,36874,19217,12929,10043,7960,2955,299,4487,7695,23565,58079,105647,77155,32789,4140,27,2913,4697,7580,8044,8060,10830,18459,48262,204739,16,125,685,2881,8172,20922,57008,199746,24029,183628,71469,21177,11732,10306,8974,3864,1986,448
51,3,2,3,3,3,3,4027,20360,24118,31756,37459,25509,13253,5129,416,9571,30687,35382,35943,25847,12649,9067,2788,93,14643,49738,41085,24275,15483,10023,5531,1242,7,13966,15343,14718,17351,24681,25359,22233,18391,9985,15299,48508,36976,24849,17956,12406,5456,576,1,33039,69448,34504,15424,4848,3106,1382,275,1,34493,71133,35131,12086,4971,2587,1252,373,1,14849,49346,35793,22543,16389,12263,8196,2619,29,15449,13345,14594,25735,33159,37697,18948,3097,3,1818,1763,3473,7688,13886,21525,33427,50893,27554,1086,2622,5875,11727,17367,25330,36915,44036,17069,26632,44945,32212,24905,16944,9051,4500,2171,667
53,2,2,3,2,2,2,6908,56604,198595,89393,28906,15145,11070,10985,299,22107,251782,76865,26915,13922,9122,9999,7030,163,251160,105539,22836,11168,7361,7016,9528,3219,78,1583,2530,3331,6333,10450,13131,26690,112498,241359,187939,151667,34343,16095,9917,9026,6911,1801,206,15993,364417,30051,6239,1093,111,1,0,0,17982,363331,29657,5669,1195,70,1,0,0,230875,105690,30706,15023,9971,8003,9347,7568,722,1629,1616,2824,8623,47915,168209,173806,13133,150,326,1889,6502,6289,5882,7180,10713,27400,351724,15,212,1334,4347,9772,18489,44103,266826,72807,334973,42119,13400,7690,6232,8369,4142,922,58
55,3,3,3,3,3,3,0,88,1075,1729,2306,2853,3424,2308,27,30,1184,2042,2179,2525,2736,2460,650,4,35,1788,2310,2573,2696,2595,1469,340,4,1744,4485,2674,1535,1081,895,833,483,80,414,2316,3251,3150,2116,1424,848,285,6,127,7889,5150,637,7,0,0,0,0,143,8164,4967,532,4,0,0,0,0,255,1423,2114,2536,2888,2400,1521,646,27,1120,2223,2406,2500,2217,1971,1003,367,3,292,1357,1861,2645,2701,1990,1430,1120,414,5,108,593,964,1404,1944,3622,4734,436,368,1274,1796,2690,3515,2745,1102,309,11
56,3,1,2,1,3,1,371844,39261,22857,10840,11638,10003,10249,24257,441596,318398,62718,30453,24115,18673,13965,15500,35116,423607,249214,98396,50727,32071,25016,20469,20352,41200,405100,194667,98029,76150,56176,46657,37463,36303,31177,365923,498603,137610,77351,58531,49227,46304,41270,23280,10369,642321,129557,69126,44277,24697,18008,9329,4450,780,650367,129630,68682,38175,26259,15105,8468,4940,919,356284,198203,106313,75364,55685,49204,50206,37670,13616,287081,80947,39355,35908,23206,22059,20488,35617,397884,309964,75033,53953,53285,43877,51421,82785,129502,142725,55136,67704,63001,56155,46806,42993,42809,45750,522191,478529,144319,93998,71642,54931,38951,24383,17624,18168
57,3,1,2,1,3,1,547681,49355,22209,17766,14974,19142,16122,34688,190619,455274,82516,32300,34864,17571,20906,23853,60527,184745,350119,98302,60694,51960,35741,42063,40598,62372,170707,363011,86803,69570,51126,63508,43791,46413,48405,139929,384641,96580,65817,60261,48532,59792,65950,72823,58160,577206,188387,78784,38181,15828,9512,3358,1079,221,592173,183221,76209,32224,16460,7802,3031,1197,239,326403,118396,74587,64448,49868,53429,69134,85107,71184,407870,81084,60428,37753,46269,35441,38233,47749,157729,288946,63561,36254,48703,50653,43941,58792,117165,204541,199824,73664,56914,48164,43013,46222,54976,92019,297760,242482,155317,81402,59201,55746,42507,40507,50912,184482
58,3,1,2,1,3,1,159515,14096,3775,1641,1059,1056,1133,2660,29084,133022,26377,10495,5371,2900,1929,1691,4068,28166,109150,31836,17683,10280,6295,4044,2920,8631,23180,54656,30939,24277,22590,23152,18845,11827,5761,21972,82895,40264,22408,17981,16640,14939,11945,6351,596,106422,58965,31184,14145,2707,538,55,3,0,107792,57754,31591,13179,3176,461,63,3,0,78130,41640,25745,20827,17255,13896,10849,5433,244,102986,31926,20159,13600,8884,4886,3018,4259,24301,10114,8768,8807,9193,11503,13143,23923,43196,85372,40055,32251,23875,17824,14092,13111,13682,17183,41946,45576,66494,30502,23602,16405,11001,7044,5577,7818
59,3,1,2,1,3,1,314214,65384,26389,7650,4695,2382,1446,2107,26090,219750,92743,45998,30457,18118,9017,5070,3898,25306,140965,115287,77118,41313,27328,13838,6270,5765,22473,101587,100126,80398,54753,41318,27417,18201,5563,20994,95752,85877,66403,66074,58113,45458,24978,7222,480,56895,102034,111399,92390,51775,27226,7569,1019,50,60775,108786,115817,80833,53514,22218,7065,1293,56,74190,93913,76694,73914,55899,40837,26039,8271,600,193801,91481,46900,44368,22847,16544,7118,3864,23434,9344,7754,10264,20199,43394,77272,97726,91089,93315,43380,83407,82210,71100,52770,41779,29934,14752,31025,37173,71602,72199,79694,74623,56983,32003,17025,9055
60,3,2,3,3,3,3,182397,69726,38737,17189,17418,14091,9186,7672,999,86336,94623,64583,36470,26974,19767,17176,11022,464,76306,98684,62417,39419,32146,25008,16810,6508,117,49693,54234,56937,52656,51253,42261,36396,12962,1023,49081,66521,53063,52688,49109,41444,30273,14208,1028,35031,58257,52422,84351,58620,39524,19688,8300,1222,37831,59302,59432,77371,61229,33390,18118,9270,1472,46089,72877,51835,52300,45549,38282,32327,16790,1366,75839,62663,50476,69589,41498,32262,17784,7200,104,4404,6186,12408,23671,38687,55185,64294,78947,73633,16133,40188,59123,54419,44074,38222,41262,41602,22392,28532,72816,51024,54792,52900,43039,26814,18455,9043
61,3,1,2,1,3,1,362251,162021,58682,21971,12631,7595,3535,2084,1221,263634,183572,79357,46572,26841,16746,10197,4241,831,175305,185890,115653,65777,44215,26843,14165,4086,57,147733,141804,113474,84712,65965,42658,25532,8918,1195,114977,118097,90977,86997,78470,66636,49964,23931,1942,29834,139723,173063,122030,84107,58032,18189,6437,576,31576,147442,176036,111437,91565,49064,17025,7082,764,127772,106598,101799,94053,74776,58724,45159,21597,1513,245249,150715,86729,59862,40029,29073,15485,4364,485,8788,2944,9403,31847,78233,117647,132975,150266,99888,70673,102205,100245,84796,65346,56147,58704,71001,22874,24969,123252,90475,95743,97206,86680,59782,37675,16209
62,3,1,2,1,3,1,447309,94073,40626,25959,19601,20108,21361,39628,131565,361617,115142,48008,42631,25259,26266,29592,65559,126156,256407,129702,77091,58618,46307,45338,47349,65742,113676,320689,95425,66426,54176,57525,47131,48309,50421,100128,296223,92168,69083,65410,58191,66526,71734,67450,53445,455313,230475,94456,37092,12706,6792,2501,759,136,467877,227373,90943,31570,13434,5734,2329,814,156,245207,111570,79332,70590,59540,65164,75345,80497,52985,338913,86812,65057,51744,51512,43792,42309,51224,108867,257103,66278,34323,38868,43093,50855,75356,136150,138204,184612,69575,57039,49102,44236,45656,57753,94142,238115,157737,131337,89750,76044,70508,58070,50250,52857,153677
63,3,1,2,1,3,1,158335,40172,14362,7139,3488,2953,2197,5008,30791,141440,48305,15146,13212,4408,3714,3098,7187,27935,106238,57520,27988,18404,8867,7887,5549,7052,24940,79718,33358,28899,23079,29141,17010,14840,12779,25621,90118,38513,26826,23968,16887,19485,17613,14299,16736,105058,105159,38988,12712,2300,219,9,0,0,112156,104601,35707,9796,2052,124,9,0,0,83893,47553,31996,25235,16479,15170,15148,13242,15729,111793,40219,29875,16289,17406,9789,7265,6533,25276,27539,8365,5957,10463,15771,23191,38878,72793,61488,44400,24852,21055,18811,16395,16771,22000,35747,64414,45879,66155,39381,30599,25823,15208,10254,9338,21808
64,3,1,2,1,3,1,214090,71971,36429,20569,9756,4304,1046,323,57,188183,73987,34418,29569,16520,10762,4275,814,17,137270,81304,47886,37021,26931,19748,7548,832,5,101006,60229,45254,37258,41310,31526,26249,14541,1172,91392,56960,40573,36079,31725,35747,36723,25548,3798,45293,144036,88054,49963,20909,9002,1253,35,0,49535,144704,88386,44859,22468,7346,1197,50,0,87380,65687,47750,38749,32580,33380,33019,18894,1106,150727,58568,43881,31290,32398,23834,15197,2640,10,84,373,1811,8325,28996,61269,79801,104982,72904,68238,58175,44789,36049,29169,26849,29693,36264,29319,28225,75192,55328,51413,47234,39013,28301,20778,13061
65,3,1,2,1,3,1,146799,25365,9036,4123,1673,880,602,918,486,134342,27493,11186,7243,4387,2655,1249,1154,173,109202,36578,17629,10625,7828,4794,2278,922,26,68848,31084,21251,16889,14874,13910,13552,8528,946,64768,39104,22312,17345,14451,12669,11329,7005,899,44723,95646,35946,10679,2381,493,14,0,0,49010,94900,33954,9152,2490,361,15,0,0,70967,39215,23676,16572,12443,11212,9640,5795,362,100453,31076,19777,13156,10689,8054,5136,1523,18,1356,916,1006,2637,7930,17995,31686,60959,65397,28825,24639,20938,18734,17273,17896,19203,23771,18603,12676,61200,37615,27519,19656,13251,8458,5929,3578
66,3,2,2,3,3,2,274332,119897,39500,18405,7290,5347,4244,5361,2123,306384,95099,35331,15209,8055,6037,3883,5889,612,286559,100104,42068,18718,12710,7421,5813,2995,111,120632,106234,74585,53949,40556,32642,28977,16330,2594,133959,145031,71583,47074,32468,22240,16203,6985,956,51508,133714,227418,51673,7755,4054,376,1,0,57065,147154,226126,34621,7847,3345,337,4,0,186880,119750,61457,38204,26327,21011,14782,7315,773,226576,101613,52742,32843,31918,18729,8013,3878,187,3273,3737,3352,5080,12601,29561,62531,151057,205307,35361,40732,42869,48127,58231,77352,82952,64246,26629,28600,178471,108350,66975,40599,24030,14044,9832,5598
67,2,2,2,1,2,2,18905,76807,76280,64551,37534,26072,10488,3948,1409,48160,115807,74986,39480,19373,9926,4286,3067,909,90230,122067,58099,24591,11941,4630,2223,1875,338,35956,48480,47924,46569,41569,38486,35120,19662,2228,49486,120213,68355,39158,21498,10548,4950,1721,65,100,65438,171623,73094,4339,1177,214,9,0,118,77723,183753,48943,4272,973,208,4,0,72951,99201,61189,36618,21900,13314,6952,3146,723,57373,40875,50718,55338,69716,35499,4401,1919,155,9118,2534,2668,5413,13803,31657,59016,103395,88390,1270,4187,9153,17455,28134,45667,77412,111768,20948,53472,97635,71222,43761,23550,13102,7332,4464,1456
68,2,2,2,2,2,2,3779,35549,51325,40291,47886,42288,28584,20218,6453,1084,22401,35793,46751,50772,42453,42040,31059,4020,915,16891,41930,53032,56119,46556,37885,22097,948,10367,34188,58842,71868,60705,27970,10768,1490,175,2204,5990,19230,40002,57837,67894,54884,26975,1357,0,116,3019,54705,86744,73360,39567,16308,2554,0,130,3694,57708,93431,63735,36298,18291,3086,1141,7646,20230,38545,49675,52944,55126,42860,8206,9221,33426,35602,60667,47669,43585,26479,19372,352,9551,13295,31079,50846,63134,56210,35193,15024,2041,3853,22514,58658,77348,49322,27231,21254,12908,3285,146,5249,21024,36797,45395,52512,48582,43124,23544
69,3,2,3,3,2,3,11868,22123,13702,13316,13586,12081,8358,3904,72,19771,20576,14426,12848,11391,9898,7500,2586,14,14917,24207,16481,12654,10822,10516,7424,1985,4,18525,18237,14827,13417,11635,10380,8670,3146,173,11365,19163,18273,16617,14941,12307,5724,619,1,2074,49758,35689,10591,887,11,0,0,0,2435,50463,35508,9683,915,6,0,0,0,10111,20132,18194,14390,12015,11312,9120,3633,103,23474,14041,11217,12675,15248,13349,7324,1678,4,319,2457,5315,11038,14452,17342,20516,21830,5741,581,3161,7547,13579,16115,17156,18588,18131,4152,2376,15811,22115,20767,17524,13033,5944,1341,99
70,3,2,3,3,2,3,0,34,3041,24092,62983,52212,23192,9965,281,54,8063,38275,55964,37896,18629,12026,4798,95,3662,51363,51437,29386,17111,11943,8149,2727,22,1649,7903,11731,17097,24069,32958,40445,32477,7471,15586,59602,39178,24598,17183,12331,6129,1178,15,5506,147922,19083,3165,121,3,0,0,0,9394,144971,18416,2894,122,3,0,0,0,13882,55786,37375,23638,16898,12836,10113,4870,402,1773,5828,10336,23847,50954,56934,22833,3266,29,253,2590,5409,8918,13761,20466,32149,54436,37818,0,115,1682,5947,11611,19860,34599,81543,20443,44407,55251,28733,17705,12983,10343,4976,1298,104
71,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,7,0,0,0,5,25,6,7,32,51,143,34,22,19,14,9,21,25,42,123,82,33,40,40,34,58,32,34,0,0,0,18,30,54,51,11,0,0,0,0,12,57,61,46,10,0,0,22,70,145,70,75,90,137,133,290,52,36,32,26,30,61,117,203,155,3,1,0,0,0,0,0,290,660,0,0,0,0,0,1,2,14,2,8,21,69,244,27,10,9,219
72,3,2,3,3,2,3,0,573,20429,54311,56225,33893,9800,6419,284,504,36296,68493,42672,18981,7297,5036,2563,92,23175,92875,37013,13924,6017,4250,3599,1049,32,969,3744,6941,11291,16157,23620,38451,58148,22613,37784,89164,30661,11578,5849,4182,1958,727,31,30742,148146,2887,159,0,0,0,0,0,40250,138830,2716,138,0,0,0,0,0,38996,81512,30995,13027,6493,4516,4257,1872,266,1589,3331,8305,18789,41508,66372,38987,2989,64,150,917,2497,3576,4699,9098,19612,47120,94265,6,55,428,1381,3451,7384,21846,117956,29427,94941,52054,17804,7118,4375,3918,1261,366,97
73,2,1,3,2,2,2,0,2739,51509,97692,59202,29799,14854,9742,453,1116,52441,87359,57227,33696,18187,11027,4830,107,36283,122749,52203,24218,13379,8493,6657,1970,38,899,2557,3757,5628,9276,19735,55000,118177,50961,32036,124250,56848,25003,13122,7902,4827,1799,203,29135,221859,10780,3391,799,26,0,0,0,37418,215143,9562,3145,711,11,0,0,0,41272,117108,54009,22625,12245,6923,7033,4208,567,1972,2115,2133,5747,24550,87755,127143,14462,113,155,950,3590,4722,5650,10190,22218,66819,151696,12,277,1347,3203,6580,15747,50169,174390,14265,136158,84322,22432,9253,4690,4922,3413,764,36
74,2,2,3,3,2,2,0,880,45853,100086,77829,44376,20795,13718,1328,40,32754,110097,80758,42235,19637,12052,7220,72,25464,155858,63381,27888,13343,9044,7914,1939,34,2255,4274,8778,16461,25472,34556,56960,113682,42427,42464,152522,60484,23456,11942,8901,4081,933,82,57340,195642,37134,10786,2596,1128,239,0,0,63939,192052,35745,9206,2726,967,230,0,0,49957,144057,56420,22597,11263,8231,8743,3403,194,1414,2658,6157,16011,44937,112261,111864,9454,109,1067,3089,4542,6082,8375,14332,29704,81431,156243,6,103,854,2463,5072,11718,44437,194265,45947,147992,101176,26221,10807,7134,7311,3597,607,20
75,2,2,3,3,1,2,0,141,29070,47028,25834,16079,10825,11156,1064,6,2046,28615,44572,29924,16471,10657,8718,188,950,46514,40250,22471,12941,8130,7566,2349,26,1887,2768,3989,6710,10903,20778,37185,50174,6803,1929,44918,47255,23160,11361,7948,3561,1011,54,0,13827,79231,35506,9923,2398,305,7,0,0,15401,85581,27545,10492,1885,287,6,0,2829,56555,38213,16778,9245,7369,6920,3048,240,825,1066,1806,4329,18252,61466,49137,4220,96,1269,2832,4362,5111,6608,9500,18654,52963,39898,1,53,363,1527,3686,10595,40486,80679,3807,25517,71424,19360,8696,6734,6159,2664,581,62
76,2,1,3,3,2,2,0,47,19064,61606,65497,51566,29767,19361,846,0,242,14866,52950,73519,55962,31978,18050,187,7,25710,60261,61999,46612,29676,17487,5959,43,1332,1734,3974,9215,21960,55787,89167,61139,3446,1531,27020,63297,65949,48153,27293,11102,3277,132,0,5417,135699,78817,21613,6047,160,1,0,0,6259,148166,66594,22302,4278,154,1,0,930,43462,64487,52604,36311,23966,17219,7859,916,739,857,1552,4886,24138,99457,104571,11433,121,693,3130,5967,11098,20663,38431,63267,86156,18349,5,146,1131,4686,18833,52476,92373,74983,3121,8985,97675,71762,36076,17240,10004,4592,1334,86
77,2,1,3,2,2,2,0,841,26086,70423,94347,70963,31752,17450,240,170,12474,29234,62587,83259,73074,35313,15876,115,9073,44817,69763,67987,56871,36941,19586,7022,42,824,933,1909,4319,10600,33703,105159,131252,23403,6625,47158,76846,75363,58419,27559,14408,5321,403,929,77393,167879,48440,13651,3484,326,0,0,2000,80060,169122,42848,14762,2995,314,1,0,9119,55773,81364,68382,44060,24399,15661,11816,1528,478,767,872,2082,12200,86296,185295,23942,170,165,1832,6135,9525,17149,38484,74416,110508,53888,25,480,2603,6953,20284,65818,116680,94827,4432,39394,130314,81677,32161,11920,8599,6440,1542,55
78,2,2,3,2,2,1,385,11317,43781,72619,59516,41213,22934,24933,691,1715,59954,49993,41828,43871,31155,23167,23977,1729,49519,81750,46693,32220,20607,14727,13498,16315,2060,225,607,1329,2493,6797,20138,44994,96652,104154,39554,83055,38542,35168,31773,19453,14844,12335,2665,0,129160,79918,36966,19027,8868,3443,7,0,0,148151,64744,35051,18817,7360,3253,13,0,56137,72224,49680,30820,19070,13282,11616,14780,9780,223,356,698,1779,7819,47858,172262,44470,1924,418,7751,8527,8076,9395,14615,28438,61818,138351,8,136,1632,13651,25939,41702,51301,125980,17040,120855,66528,38409,18173,9630,8215,8329,7129,121
79,3,2,3,2,2,2,0,4822,52693,89656,82763,74192,60597,96839,27781,270,53492,65757,56410,61150,60100,60664,96590,34910,34848,109960,70927,53508,42040,38548,39920,66487,33105,409,816,1826,3901,11619,41489,109000,215999,104284,24748,109091,64365,56195,59659,47746,43760,49661,34118,0,113520,133328,99224,65145,55457,22047,622,0,0,131283,130217,88432,69888,47789,20528,1206,0,47938,93939,73893,55616,41255,34780,33963,45677,62282,287,450,971,2493,11280,57277,216937,165214,34434,15757,42878,25884,23695,28583,38561,58695,103749,151541,4,95,1451,25087,88131,98934,100080,163069,12492,125599,111822,74810,48215,29718,24176,28097,44338,2568
80,3,2,3,2,2,2,0,18,1719,23532,91290,144228,96020,113379,12803,0,891,5602,25849,88402,131488,104395,111217,15145,275,11403,57715,103313,95354,70040,53152,75545,16192,594,1022,2156,4613,11123,35615,127827,250596,49443,728,14126,52062,97186,109810,78213,53530,55337,21997,0,16162,180163,148364,73076,48865,16265,94,0,0,23243,199206,127189,76127,41736,15427,61,0,596,23317,94642,105128,72463,46090,37942,49722,53089,292,464,840,2166,8463,48966,225584,176350,19864,1120,35460,36306,30331,36685,62237,122586,138091,20173,32,444,7627,49287,83647,131981,138946,68453,2572,10426,133723,141274,68352,33717,28885,38084,28094,434
81,3,1,3,2,2,1,0,0,21,1917,15188,61066,167556,269694,13776,0,6,108,1486,13690,54430,146532,296912,16054,0,135,7009,23794,47426,79007,135118,213141,23588,486,917,1356,3300,8331,25967,87812,286503,114546,373,2851,10061,25772,54256,88983,140532,158199,48191,0,15134,131806,151160,90196,99648,41237,37,0,0,16223,139538,138935,101029,94144,39311,38,0,181,4709,17214,35576,47856,65420,101197,147244,109821,213,347,584,1151,4647,19204,102055,369285,31732,732,55174,72005,69374,96311,111670,88700,34287,965,31,2038,52487,157048,127195,101282,67249,20689,1199,1079,36628,98568,123218,85671,60656,65914,54796,2688
82,1,2,3,3,2,2,0,0,1556,13642,37579,59693,50779,33476,518,0,65,823,9851,39115,62610,52693,31936,150,1,1053,19837,39637,48146,43825,31901,12813,30,672,1455,2863,5262,13388,42915,80877,47770,2041,802,6086,22348,46094,54634,38602,21458,7022,197,0,274,89610,80204,21849,5036,270,0,0,0,343,94673,73132,24320,4523,252,0,0,388,9240,27384,41948,41002,33829,25910,15793,1749,348,563,935,2789,11898,53258,99312,28007,133,326,2660,8199,16094,30219,47599,57741,33174,1231,2,109,2049,6223,19136,60677,77144,30241,1662,1429,39025,67371,46858,21606,12140,6878,1830,106
83,2,1,3,2,1,2,0,0,107,4883,19545,54367,86522,54826,1271,0,38,372,5031,22234,51761,83002,58418,665,0,887,8819,24231,42539,60992,56703,27084,266,423,1244,3460,7783,16646,37598,70482,71610,12275,527,4167,13971,29742,50018,59532,46464,16012,1088,0,697,68273,93896,38272,18479,1822,82,0,0,766,73954,86931,42424,15603,1741,102,0,272,5573,16752,30020,42518,47900,45521,27917,5048,228,447,975,3133,11625,37270,91825,75506,512,271,5434,12843,24980,44621,60140,52738,19842,652,3,413,3723,17923,46821,67608,58384,24978,1668,779,24466,62936,64196,35724,18464,10330,4365,261
84,3,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,5,22,14,1,1,24,30,4,11,21,25,11,11,12,16,29,102,12,6,5,6,9,8,6,7,75,20,18,12,4,18,14,6,1,0,0,0,2,7,27,14,0,0,0,0,0,2,6,30,14,0,0,3,11,35,43,8,19,17,24,22,122,10,6,12,13,16,8,31,48,157,10,2,0,3,0,2,4,31,100,0,0,0,0,0,0,6,120,2,7,13,42,87,19,14,9,24
85,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,4,3,4,5,7,2,0,1,11,6,10,12,8,7,1,64,1,3,1,1,0,0,0,0,51,29,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,36,0,0,12,45,40,16,15,5,0,55,27,10,8,17,13,3,5,2,69,1,0,0,0,0,0,0,20,90,0,0,0,0,0,0,0,36,0,0,12,12,38,13,9,2,32
86,3,1,2,3,2,2,0,161,1569,6745,20353,40765,43702,27114,720,0,263,1553,4457,12709,29875,49933,41938,401,9,825,3196,8883,19292,34697,45329,28581,317,608,2985,5611,8194,11060,20105,38140,48212,6214,176,892,4097,10242,22727,37749,42595,21179,1472,0,3383,9281,16477,39364,53530,17039,2036,19,1,3511,10147,15879,45527,47142,16799,2103,20,90,1328,4876,11413,19818,28984,37754,31015,5851,209,792,1479,2654,5864,15401,55551,58810,369,469,4563,18274,27807,29362,30269,22378,7491,516,73,1980,14562,35117,38406,26520,15962,8009,500,183,7852,24077,32999,27655,21970,15121,9899,1373
88,3,2,3,3,2,2,0,0,0,0,0,1,1,2,3,1,0,0,0,1,3,5,7,4,1,1,0,2,1,12,10,12,3,30,6,4,5,2,1,1,0,0,16,26,14,6,0,1,0,0,0,0,0,0,0,0,0,2,6,12,0,0,0,0,0,0,2,4,16,0,0,0,9,15,16,15,17,5,15,11,2,9,7,8,5,19,8,48,1,0,0,0,1,0,2,10,60,0,0,0,1,1,0,1,24,0,2,19,15,21,1,0,0,20
90,3,2,3,3,2,3,0,0,143,2925,5940,10970,12826,17552,381,0,4,715,4715,8925,11152,12934,12249,43,0,1734,5997,8198,8955,10959,11760,3129,5,1417,5705,6548,9211,11416,10437,4604,1366,33,357,4755,10231,12664,10913,6986,3474,1337,20,0,0,5634,14852,17729,11837,671,14,0,0,0,7919,13449,19581,9144,625,19,0,158,4605,7989,8884,9466,9432,6521,3162,520,199,560,1995,5549,12147,19256,8897,2128,6,2540,5662,6004,7434,8264,8278,6831,5174,550,0,10,175,955,2718,7353,15261,22346,1919,460,7773,10443,9699,9264,8203,3398,1427,70
91,3,3,3,3,2,3,0,0,28,413,944,1766,2098,2639,21,2,127,386,666,1610,1954,2186,977,1,1,536,1046,1761,1690,1778,1023,74,0,1710,1840,1650,1320,845,435,91,16,2,553,1670,2704,1931,738,245,61,7,0,0,0,630,2982,3357,907,33,0,0,0,0,979,2833,3450,611,36,0,0,384,862,1746,1969,1813,815,254,66,0,454,506,1497,1881,2152,1174,213,32,0,1045,1061,931,1015,1223,1359,959,310,6,0,0,0,17,47,208,1080,4622,1935,38,1130,1952,2052,1780,836,105,16,0
92,3,2,3,3,2,3,0,0,9,85,321,605,1109,4924,91,0,11,94,135,512,971,1874,3537,10,0,127,245,687,856,1436,3274,518,1,1291,2702,1168,970,686,244,67,16,0,129,430,1714,2729,1320,531,229,60,2,0,0,140,1237,3394,2204,168,1,0,0,0,225,1223,3998,1536,161,1,0,85,196,588,924,1858,2396,802,271,24,100,98,575,1433,2200,1976,614,147,1,2668,1401,727,616,692,643,296,98,3,0,0,4,34,103,342,1112,4055,1494,7,237,777,1096,1773,2551,608,92,3
93,3,3,3,3,3,3,0,0,27,115,359,700,1220,4861,179,8,80,109,267,653,939,1692,3709,4,7,184,485,867,939,1385,3020,574,0,833,2450,1905,1112,652,376,113,20,0,242,569,1937,2440,1395,502,252,124,0,0,0,128,1246,3416,2473,182,16,0,0,0,194,1249,3924,1902,174,18,0,162,282,863,1146,1932,1983,731,332,30,191,169,463,1230,2172,2134,922,180,0,1664,1840,1113,794,714,688,515,130,3,0,1,36,65,146,273,763,4514,1663,19,512,1107,1174,2182,1827,435,185,20
