census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10
45,2,2,3,3,2,2,2,45714,48087,28650,15612,10538,7565,7463,5316,164,9123,69398,29397,18991,13423,10035,6702,7267,4734,41,64243,45703,19617,12157,7902,6237,4892,5921,2429,10,821,1548,2181,2985,5466,12631,19599,28406,44027,51447,46095,62730,21252,12973,8296,5848,5067,5219,1597,34,0,80569,59233,19084,6617,2742,829,37,0,0,0,80697,59810,18340,7011,2554,673,26,0,0,62715,42063,21068,12295,8244,5722,4980,5512,5833,679,549,901,1543,3067,9300,35048,69397,45505,3788,13,266,1141,3673,4769,4036,4981,7604,12785,25351,104505,9,76,469,2319,6210,8194,13169,29439,105296,3930,95083,35038,13930,7523,4549,3630,4653,3048,1433,224
46,2,2,3,3,2,2,293,78798,105495,74542,39539,25975,19309,20587,25552,1024,20131,134879,81185,45901,26856,19907,16647,19661,25000,947,111801,124392,51450,25132,17008,13417,13104,17677,16317,816,2358,4348,4292,4466,7361,15595,35567,82602,148519,86006,68533,149958,58202,33181,21965,15931,14360,16465,10814,1705,0,231183,104682,29653,14741,9370,1395,89,1,0,0,231726,103114,29651,15952,9336,1253,82,0,0,95875,109341,59541,32482,21203,15421,13526,15071,20045,8609,1633,2471,2775,4193,12155,64741,173813,102723,25531,1079,1175,8531,13545,11686,9541,10469,13939,25403,68856,227969,13,83,567,5287,20778,26371,39377,87225,209210,2203,191115,97732,32859,16997,11445,9747,12162,11210,7089,758
47,2,2,3,2,2,2,892,57695,74123,45642,24588,16830,11989,11565,12058,569,19214,98751,48544,27765,16012,12212,9982,10926,12109,436,92996,79881,28530,13771,9337,7019,6832,9422,7795,368,348,671,978,1406,3002,7299,13493,37616,99234,91904,58448,100487,34300,18601,12080,8511,8144,8876,5491,1013,0,175000,61526,11719,5167,2237,287,15,0,0,0,175825,60242,11736,5739,2138,262,9,0,0,82276,73177,34287,17964,11238,7910,6570,8449,9903,4177,360,483,573,1306,5526,35281,112262,85708,13915,537,82,2666,5610,6138,5368,5321,7313,13368,35828,174257,2,92,729,3979,10749,13350,20711,51131,152734,2474,152137,52960,17319,8757,5540,5135,6597,5033,2445,28
48,2,2,3,3,2,3,0,6178,77645,112518,94167,50208,22930,13106,9697,375,1916,111283,128011,66588,35576,18465,10809,10592,3388,196,87971,168998,61847,27154,14396,9411,8926,6798,1215,108,1633,7252,7196,7950,12270,18896,33124,67588,134171,96744,87447,179539,56939,25926,14694,10522,7334,3246,1005,172,23961,341577,19824,1293,163,6,0,0,0,0,26363,339218,19734,1328,177,4,0,0,0,0,113056,143315,57167,26286,15415,10566,9739,8105,2805,370,3050,4753,5224,10589,39191,102260,142120,74400,5090,147,187,1793,3698,6675,7757,9635,14378,26145,73602,242954,5,104,854,3021,6067,10888,20851,56364,265692,22978,233680,88652,24512,12266,9274,9691,5723,1969,961,96
49,2,2,3,2,2,3,5,47751,124776,59137,33373,16973,12103,13347,5969,150,18302,146066,70189,30568,16975,10894,10151,8088,2322,29,107770,119289,36890,16417,9941,9368,8722,4233,943,11,6983,9587,10723,13965,20649,31646,46091,59046,78476,36418,72849,143475,48735,21668,11432,7808,4964,2094,532,27,21120,267241,19539,3757,1481,349,86,10,1,0,23314,265430,19353,3592,1531,279,74,10,1,0,103476,106219,41627,21605,13566,10001,8608,6158,2127,197,3723,7361,14869,38612,71467,99292,56571,19438,2241,10,2537,3819,6371,7338,7097,7907,11479,19899,52333,194804,8,88,388,1592,4793,11187,25847,67834,195485,6362,162476,85597,23343,12423,9078,9606,6333,2791,1620,317
51,3,2,3,3,3,3,2831,13913,22064,26439,34903,30492,18119,9318,3673,275,7197,28373,30271,32272,27532,18073,9388,6932,1952,37,9566,45573,40177,26942,16377,11244,7561,3792,794,1,11918,14701,12573,13246,19038,24360,24025,17452,16245,8469,11349,42793,37939,25136,18215,13475,9364,3530,225,1,23621,71315,36073,17369,6914,3465,1924,1197,148,1,24601,70675,36580,16555,7416,3129,1799,1089,182,1,11118,43008,36338,23812,17074,12832,9914,6199,1718,14,14408,13725,10977,18965,26561,35586,27471,12650,1682,2,1696,1437,2636,5237,9741,15484,22364,33847,46784,22801,1003,1936,4471,8369,13373,18458,26110,35669,40801,11837,21219,42712,30880,25017,18410,11766,6433,3256,1820,514
53,2,2,3,2,2,2,4149,31242,180363,112171,41693,17144,12185,10199,8569,190,13217,226765,96736,32401,16263,9915,8002,9902,4625,79,220918,126758,26937,12099,7852,6154,6969,8423,1755,40,1375,2202,2742,4278,8155,10378,13747,32275,125254,217499,145253,181831,39649,18091,10690,7869,8262,4835,1289,136,809,364182,41784,8569,2139,409,13,0,0,0,1352,364164,40883,8791,2340,367,8,0,0,0,207949,117348,35300,16636,10524,7852,7115,9192,5458,531,1419,1543,2005,4742,18935,85686,187708,110331,5461,75,246,1332,4900,6127,5311,5640,7094,11219,30163,345873,11,129,799,2835,6162,11698,21011,54363,305574,15323,322974,49891,14461,8146,5730,6363,7225,2425,656,34
55,3,3,3,3,3,3,0,27,745,1364,1822,2289,2841,3180,1531,11,15,888,1719,1997,2132,2145,2559,1947,405,3,9,1375,2013,2267,2355,2498,2123,970,198,2,1325,4185,2773,1586,1150,870,790,682,391,58,327,1835,2805,3020,2295,1589,1118,635,182,4,4,5504,7230,1010,62,0,0,0,0,0,7,5510,7143,1074,76,0,0,0,0,0,206,1071,1857,2090,2515,2518,1895,1173,468,17,935,1952,2304,2060,2115,1880,1617,733,212,2,232,1079,1525,2224,2528,2137,1611,1161,974,339,5,59,407,769,1136,1371,2109,3783,3902,269,271,1107,1445,2087,2919,3127,1897,743,205,9
56,3,1,2,1,3,1,363905,43133,21702,12892,9236,9368,7136,11703,26588,436882,305460,66826,33486,20505,18363,16003,12336,14895,37997,416674,231615,102588,51164,33334,23979,21216,17632,19207,46784,395026,181942,94789,76520,46862,49017,41211,32705,28371,29175,361953,470934,143780,79440,53845,48603,43931,39621,35228,18018,9145,620191,138802,71567,38944,29417,19663,11764,8134,3284,779,624744,134323,72749,37599,32111,18264,10989,7318,3885,563,333371,192025,108261,76377,55486,46488,43982,44491,30514,11550,270478,85070,41206,30109,26029,21166,19930,19867,36892,391798,295702,77553,50483,52236,37047,41181,53590,84548,122298,127907,48567,60824,58191,53606,45559,39480,38266,38740,45964,513348,462754,136408,92335,70253,56599,42820,30058,19217,15777,16324
57,3,1,2,1,3,1,526455,56928,35713,9449,16241,13994,12486,20788,35864,184638,432530,87382,35538,39254,19508,15811,19717,22925,64305,175586,348758,86321,62317,43631,38718,32648,38077,37480,62787,161819,346572,86217,69097,51536,49291,46958,41289,49682,35371,136543,371450,97676,57067,52327,49490,54020,56601,61425,61702,50798,533207,214749,85751,36662,21284,11578,5671,2683,750,221,544109,204935,86111,35391,23011,10437,5156,2337,899,170,306814,122257,77083,56288,42847,47182,51385,66275,79664,62761,388715,80262,60984,39004,50005,27582,31949,34031,49592,150432,278360,62644,39285,39069,42142,43667,41951,60247,118588,186603,191067,69752,53538,45621,40950,38597,42435,56376,92643,281577,217409,158926,80825,61983,51549,41092,37251,36149,50080,177292
58,3,1,2,1,3,1,156267,15899,4596,1732,1123,857,896,1171,2931,28547,129062,26547,11854,6017,3413,2106,1563,1651,4486,27320,104675,31503,18175,11054,7057,4575,3174,2632,11565,19609,50828,29377,22275,21533,19943,19529,15459,8814,4744,21517,76586,40804,22121,17207,15379,14309,12721,9751,4762,379,92409,64418,35165,14937,5675,1182,201,32,0,0,93495,63243,34615,14953,6349,1134,197,33,0,0,72011,41149,25380,19940,16824,14301,11497,9004,3760,153,98144,31977,20314,13623,9899,5962,3584,2494,4453,23569,9246,7793,8042,7795,9642,10616,14123,25146,41753,79863,36310,30291,23118,17583,14051,12013,11854,12616,17266,38917,35412,68641,30232,23270,17645,12394,8531,5572,5076,7246
59,3,1,2,1,3,1,299744,71840,26425,13539,4950,3005,1547,1415,2345,25547,205424,95604,49552,27899,19176,13895,6440,3974,3648,24745,125332,112989,74872,48111,27728,20002,9371,4494,6430,21028,90133,95490,80485,45409,47691,34075,20803,11096,4445,20730,80877,83117,65905,54574,57694,51019,33211,18754,4869,337,47062,96552,106982,77322,64517,36510,15338,5419,605,50,49081,94513,109071,74910,70263,32838,13994,4899,755,33,67513,86537,69643,69056,55725,43627,32845,19333,5671,407,175703,92677,49649,39240,28397,19432,13334,5588,3360,22977,8639,6720,8504,13536,28327,51944,78778,88535,80576,84798,36396,73029,75778,68753,54648,42014,34107,23946,11728,29958,31262,63392,63575,68871,72819,61048,43576,23744,14283,7787
60,3,2,3,3,3,3,166764,75808,34952,25113,14839,14505,9640,8942,6297,555,79717,83958,71978,33249,25282,23454,16828,14654,8110,185,63408,98090,58676,42956,29385,27763,20233,12308,4558,38,44348,49579,54149,38932,52765,47592,35410,24110,9753,777,43095,57616,53676,43229,47560,43492,32668,25020,10391,668,28718,57880,45251,62668,68313,44475,26313,16337,6238,1222,29801,56945,46253,60920,75308,40561,24847,14582,7410,788,41340,67047,48136,47252,42862,37567,33018,26888,12538,767,67409,56925,47099,53575,49724,35727,27176,15230,4526,24,3911,5086,9065,17608,28336,41213,54237,58798,75661,63500,13611,32468,51286,51832,43938,36088,34448,38753,37231,17760,19669,70099,47533,47073,50334,44523,33809,20752,16163,7460
61,3,1,2,1,3,1,328216,175356,66376,28215,14201,8902,4920,2996,1782,1027,235723,187027,87309,46747,29890,21038,12560,8081,2961,655,154834,177080,115789,72532,46207,32970,20003,9721,2851,4,131174,134409,109469,78211,69806,50917,32403,18824,5779,999,98380,113032,86571,76584,75319,68972,53437,41523,16819,1354,18613,122850,175005,99971,93427,68553,34246,13871,4879,576,19408,122053,175849,96689,102882,64841,31796,12495,5641,337,114853,99541,92975,88859,73755,59972,48940,36294,15924,878,221399,147714,90902,59086,44832,30880,22545,11481,2730,422,8540,2386,5967,18833,49836,89226,112512,122579,138660,83452,61286,90842,91951,82117,66387,53678,49677,56001,63755,16297,14478,113800,83340,83387,88518,85125,71329,46822,31858,13334
62,3,1,2,1,3,1,420886,101926,53731,20340,21594,16285,16377,23682,39056,126353,336285,117165,56724,43591,26250,22239,24141,28978,67067,117790,248504,117655,78871,54380,46104,40030,42023,42891,64209,105563,303999,95556,65731,51237,48651,46056,43391,47425,42515,95669,283267,92443,61362,57705,54731,60198,61073,64565,56728,48158,413149,248643,106675,38062,18483,8602,4015,1928,538,135,420127,242381,106595,36925,20043,7992,3711,1746,598,112,230796,109275,80306,62074,52323,56720,60612,71076,70272,46776,324031,83151,64283,50395,50100,39925,37976,38224,49651,102494,245621,68502,35327,31475,35941,41930,50582,77541,132247,121064,176556,64730,53772,46573,41395,38994,43461,56773,98989,218987,140581,127773,84741,74851,65694,55591,50441,43182,50764,146612
63,3,1,2,1,3,1,140294,47409,25166,4280,4894,2594,1812,2887,5201,29908,125320,54709,18007,16775,5806,3379,3092,2901,7608,26848,106238,50830,29961,16853,11170,7156,6397,4885,7013,23942,73750,32307,28495,22820,22746,20221,15412,14797,9092,24805,85475,38377,22988,21079,18639,18756,17186,15242,11001,15702,88089,112495,44189,13804,4989,837,34,8,0,0,92312,108964,44308,13185,5030,612,29,5,0,0,76265,49072,33279,22327,14792,15042,13629,13570,11869,14600,102742,38695,31009,18110,20203,8872,7838,5991,6665,24320,26241,8267,5897,7071,11700,16889,24618,40625,71114,52023,41724,22411,20204,17953,15222,14806,15907,20681,40034,55503,36682,65460,38415,30986,25389,17857,11789,8542,8639,20686
64,3,1,2,1,3,1,195923,75370,46251,17949,13579,5950,2364,881,235,43,172207,76284,36813,31516,18522,12313,7604,2763,513,10,131285,76047,47892,34402,28321,21349,14288,4556,402,3,91100,59577,43563,35523,34810,33014,27511,22768,9940,739,84082,55847,36817,33038,30061,31577,33115,32159,19166,2683,27463,139979,96858,46336,29257,13697,4256,686,13,0,29968,137335,96756,45458,31788,12807,3822,593,18,0,79173,63685,46927,35904,29204,30350,29988,28706,13983,625,140724,57407,41169,31886,32762,22642,19469,11039,1443,4,56,256,1187,4379,15242,39439,62718,75339,99413,60516,61566,54040,43099,35212,28454,24949,24717,27127,36439,22942,19496,71363,51862,48022,44536,38861,32116,22932,18216,11141
65,3,1,2,1,3,1,141246,27495,10638,4699,2294,1046,635,549,932,348,128403,29660,12016,7520,5010,3298,1854,967,1068,86,102971,38064,18257,10755,8201,5779,3589,1574,682,10,63959,31252,19721,16167,14383,13551,12542,11002,6641,664,58937,39089,22061,16789,14298,12258,10843,9767,5230,610,29642,99481,43539,11473,4406,1221,118,2,0,0,31721,97749,43441,11067,4704,1099,100,1,0,0,64912,39217,23625,16541,12877,10340,9599,8241,4321,209,96637,31108,17669,13902,11239,8222,6027,4190,879,9,1234,860,802,1585,4375,10788,20076,32339,61240,56583,26094,22718,19511,17581,15871,15463,16622,17739,23586,14697,7819,55980,37803,27244,20927,14835,10351,6727,5191,3005
66,3,2,2,3,3,2,263686,112084,52448,18565,9743,5936,3466,3941,5400,1230,286559,101305,40927,17806,9633,6531,4496,3768,5215,259,270159,104173,46342,20199,13694,8844,5967,4804,2262,55,106699,102781,70187,54101,41761,35902,27885,21669,13571,1943,114283,142445,75553,49148,34610,24342,17603,12907,4928,680,36643,124950,218851,74821,13908,4876,2272,178,0,0,39945,122181,225587,67824,14419,4427,1978,138,0,0,166987,122059,64160,40128,28198,20342,16395,12180,5472,578,222591,97206,45547,33855,34934,20976,11656,7012,2641,81,2903,3394,3047,3557,7303,16919,34514,67845,154851,182166,31320,36634,37701,41334,46033,60754,73904,72861,56403,19555,14526,163656,110291,71005,46061,28369,18235,11003,8662,4691
67,2,2,2,1,2,2,12421,62483,82309,57135,44074,31162,14781,7231,3270,1128,41029,96739,81618,44632,24747,13850,6562,3565,2574,678,68130,128850,61479,28434,15594,6756,3081,1784,1775,111,30666,44053,41901,40934,40800,38649,33978,27642,15877,1494,35081,115398,70676,43449,25388,14019,7196,3569,1181,37,20,42587,159094,100158,11375,2082,565,112,1,0,20,42833,163239,95796,11623,1851,521,110,1,0,60485,95664,62398,39070,25334,15282,9402,5311,2556,492,54763,36381,38797,49015,69256,46581,16834,2707,1636,24,8872,2292,2281,3525,8051,18402,35963,60664,100121,75823,1026,3287,6866,12591,20771,31230,48534,80016,97776,13897,42773,90058,71591,47359,27845,16129,9700,5690,3684,1165
68,2,2,2,2,2,2,1785,29253,37231,48529,39376,41736,30181,26819,16412,5051,454,17676,32849,34963,41462,47544,37554,37533,24085,2253,363,12566,30878,48238,47523,49879,39328,29816,17546,236,8428,28240,51621,50917,70571,43204,16751,5440,1059,142,1959,3908,14125,26923,45664,60554,56521,45955,20013,751,0,70,1233,23318,80575,71393,52533,32444,12253,2554,0,66,1132,21938,90819,67112,50012,28982,14503,1809,990,5550,15098,29215,40603,46211,48989,48153,35889,5675,6622,26720,32029,42323,49158,43834,37130,24306,14211,40,8798,9888,23785,39676,53777,56295,45445,26041,11194,1474,2814,17051,42777,70760,57801,33110,21146,18502,9696,2716,63,3194,14965,28774,38220,43930,48048,41070,38797,19312
69,3,2,3,3,2,3,9857,20306,13733,11484,12556,11815,9985,6475,2773,26,16680,20315,13578,12079,10806,9560,8334,5918,1740,0,11883,23050,16327,12239,10170,9670,9073,5386,1212,0,16483,17024,14044,12231,11435,9604,9141,6892,2047,109,9669,17052,16750,15474,14289,12642,9374,3477,283,0,773,39085,43503,12562,2919,168,0,0,0,0,869,38849,42976,12758,3414,144,0,0,0,0,8310,17526,17579,13824,11698,10644,9659,7342,2379,49,21554,13746,10508,10261,13046,13378,10394,5141,981,1,222,1932,3827,8110,12071,13968,16550,19197,19015,4118,447,2401,5477,10452,14098,14900,15650,17302,15595,2688,1439,12597,19685,19454,16900,14501,9652,3776,943,63
70,3,2,3,3,2,3,0,10,1049,11919,42006,59730,36660,17075,7218,133,17,5080,27244,48540,43000,24772,14097,9756,3269,25,1992,40382,51509,31907,19520,12760,9766,6124,1839,1,1248,6450,9690,13343,18780,24854,32779,36601,26508,5547,9151,55912,39369,25689,18310,13140,9380,4147,693,9,79,140980,29989,4006,732,12,2,0,0,0,127,140885,29812,4106,859,9,2,0,0,0,9616,49865,38352,24393,17587,13280,10634,8368,3425,280,1354,4889,8334,15108,34656,53172,43194,13092,1996,5,173,1928,4168,6817,10348,14761,21360,32727,51956,31562,0,56,835,3706,8126,13480,20999,37202,84250,7146,35929,55698,29722,18429,13134,10688,7886,3342,916,56
71,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,6,0,0,0,2,19,15,1,9,29,51,138,29,29,15,14,11,7,24,23,39,109,90,27,37,35,35,36,52,22,33,0,0,0,5,21,42,48,46,2,0,0,0,0,2,27,60,60,34,3,0,0,17,42,124,97,61,61,91,138,111,283,50,34,31,27,25,30,63,127,177,153,5,1,0,0,0,0,0,0,290,660,0,0,0,0,0,0,1,4,12,1,7,15,38,189,105,20,10,6,218
72,3,2,3,3,2,3,0,135,9810,41771,50284,46578,20839,7054,5310,153,356,24752,63505,45181,25776,10737,5283,4541,1773,30,14709,88130,42563,17289,7676,4399,3823,2612,731,2,754,3046,5446,8658,12418,16985,25077,39152,52915,17483,22899,93689,34651,14542,6685,4372,3204,1358,511,23,286,175831,5530,282,5,0,0,0,0,0,376,175718,5521,313,6,0,0,0,0,0,28559,81103,35358,15531,7718,4751,3874,3547,1321,172,1290,2772,6323,12317,26818,48555,60392,21840,1610,17,116,708,1813,3024,3587,5415,10728,21099,49714,85730,5,31,248,896,2112,4315,8943,27973,129998,7413,82972,57957,20191,8555,4462,3991,2687,741,311,67
73,2,1,3,2,2,2,0,771,29698,84079,71161,39340,21154,12075,7512,200,828,36172,82646,59574,37923,23131,13308,8952,3419,37,23891,117852,57875,27769,15516,9603,7243,4857,1370,14,713,2176,3061,4359,6427,11360,25031,62751,110515,39597,17622,120767,62433,29489,15441,8977,6302,3477,1346,136,1134,241164,18615,3002,1872,200,3,0,0,0,1155,241705,18168,2933,1888,139,2,0,0,0,29400,110654,61191,26353,14390,8443,5651,6569,2921,418,1649,2104,1718,3126,12007,39787,108375,90950,6229,45,118,662,2584,4153,4384,6383,11868,24801,72333,138704,10,168,883,2161,4405,8413,19903,62912,163338,3797,116118,96054,26046,11102,5362,3920,4682,2157,532,17
74,2,2,3,3,2,2,0,217,21686,84097,82189,58049,30719,15675,11436,797,18,17724,95529,85418,49996,26648,13908,10465,5132,27,14946,143669,72773,32291,16553,9430,8122,5892,1177,12,1986,3492,6581,12125,19014,26707,35180,62290,104726,32764,23011,151242,68762,28842,13731,9174,6873,2541,625,64,7458,233295,45518,11853,4449,1473,715,104,0,0,8196,233589,44611,11659,4665,1388,663,94,0,0,34482,139070,65368,26876,13707,8167,7554,7312,2172,157,1233,2255,4808,10021,25031,62502,121106,74118,3737,54,849,2655,3540,5087,6419,9213,16476,32320,88066,140240,4,58,518,1569,3412,6372,15273,58365,201141,18153,123007,116410,30569,12791,6987,6658,5780,2275,377,11
75,2,2,3,3,1,2,0,12,14574,44264,31954,18314,12470,9298,9709,602,2,747,18381,40083,32743,20963,12150,9607,6456,65,457,35217,43187,23757,14876,9286,6804,6164,1438,11,1610,2397,3179,5187,8013,12879,21875,40423,41273,4361,1345,33528,48178,27152,13665,8275,5968,2423,631,32,0,5793,73957,39379,15674,5231,992,167,4,0,0,5783,74830,38371,16505,4677,897,131,3,0,1376,45417,42563,19749,10381,7062,6635,5644,2207,163,709,979,1398,2540,7918,30991,65243,29051,2321,47,1033,2411,3593,4325,5310,6676,10543,20552,55728,31026,1,40,199,888,2254,5124,14473,50822,65136,2260,14526,75048,22638,9813,6403,5958,4661,1700,400,50
76,2,1,3,3,2,2,0,3,7651,44404,63255,52978,39715,23904,15433,411,0,74,7265,35972,59908,63948,42150,25283,13083,71,3,15056,52989,56788,48276,35376,21770,13662,3813,21,1176,1450,2792,6407,13663,30465,61412,84580,43866,1943,1288,17295,53096,61090,52823,33666,18707,7526,2191,72,0,31,113702,84437,34677,12874,1970,62,1,0,0,12,113968,83589,37385,11193,1557,49,1,0,664,30195,59624,51637,39140,26985,19140,13786,5957,626,618,830,1131,2485,9925,43731,117517,64857,6617,43,553,2433,4672,7958,13930,24814,41802,63207,76506,11879,2,83,645,2573,8818,29399,58607,91885,53608,2134,3628,83401,74352,41697,21281,12028,7280,3140,887,60
77,2,1,3,2,2,2,0,221,13364,51302,81291,78259,50215,24315,13048,87,47,9037,20311,48919,66782,75714,54038,26076,11150,28,6859,35112,59870,63407,56596,44226,26307,15388,4322,15,735,808,1406,2828,6051,15832,45896,114376,106679,17491,4061,36448,66711,69897,62361,38657,19020,11094,3561,292,1,62914,159910,60326,20133,7381,1315,122,0,0,2,63792,155666,62223,21952,7168,1179,120,0,0,6750,42022,74159,66437,49937,31055,17648,14095,8937,1062,408,714,671,1235,4508,26602,124282,141790,11835,57,127,1096,4687,7442,11285,21915,44686,76307,100358,44199,16,293,1720,4583,10551,32365,77250,112326,70710,2288,28186,118106,87087,41423,15704,8433,7488,4720,919,36
78,2,2,3,2,2,1,124,7487,26698,63628,59688,48003,30584,20095,20907,175,421,44481,52393,41511,34547,38052,24807,20270,20375,532,38785,80327,48051,32138,22203,16037,11987,12708,14177,976,191,473,1056,1710,3747,10261,23361,52793,94285,89512,23282,88475,39153,31410,32805,22070,14858,13082,10502,1752,0,94871,108184,26463,28368,11515,5929,2057,2,0,0,97328,106721,25997,29885,10127,5587,1742,2,0,46364,69572,49698,32430,21654,13817,11029,11056,13227,8542,200,309,489,1125,3046,15161,77449,152489,26316,805,187,6191,7727,7527,7489,9919,16373,30742,61815,129419,8,67,779,7061,19052,30060,39410,52705,124176,4071,110254,66302,40608,21050,11080,7517,7531,7437,5568,42
79,3,2,3,2,2,2,0,1470,32905,76577,74254,74839,61383,57066,95942,14907,36,35482,64994,55845,45838,59887,53984,56488,94184,22605,24383,104347,70432,51142,41546,36383,33417,37702,66735,23256,370,653,1388,2462,6369,18688,49852,127174,202759,79628,12160,105479,63482,50721,55967,47205,39493,40461,47069,27306,0,74705,152474,79465,74065,55650,38145,14758,81,0,0,75451,153101,78236,81088,52909,35025,13367,166,0,37073,87372,71294,54661,43350,33161,30664,31577,43047,57144,257,383,645,1558,4431,19940,88548,217701,135986,19894,10279,42137,24803,21117,23344,29025,39716,59588,101392,137942,2,49,588,8372,59023,85225,89657,95101,148187,3139,107903,112040,72715,51381,32588,23333,22051,27364,39335,633
80,3,2,3,2,2,2,0,13,500,9431,50673,110460,120377,82476,103483,5576,0,455,3022,15611,45381,107844,114707,87977,101677,6315,142,6848,40055,83738,92365,76839,54869,48396,71561,8176,522,832,1643,3224,6751,15861,49447,157836,213025,33848,586,8774,37146,75539,102595,85887,59733,45253,51156,16320,0,5496,146134,144652,89990,54340,33200,9170,7,0,0,6207,146855,143410,97593,50160,30762,8000,2,0,385,13764,71538,98287,80121,52288,36953,35320,47089,47244,245,413,628,1328,3721,15301,80875,235141,135657,9680,399,26725,36051,27666,29073,40251,71433,125063,112588,13740,25,257,3331,28252,62509,95064,126126,119329,46656,1440,5507,104850,140908,81791,39351,26404,27802,35874,20342,160
81,3,1,3,2,2,1,0,0,3,534,6738,25406,79995,183978,226241,6323,0,2,66,503,5104,24485,70046,164236,260438,4338,0,44,3655,14947,32642,54131,84644,139316,190296,9543,420,761,1075,1998,4983,12372,33974,110814,275823,86998,309,1877,7184,16663,36400,61705,94509,136457,138723,35391,0,7367,108624,127019,103294,81446,81455,20013,0,0,0,7494,105386,123697,113458,82354,79464,17365,0,0,141,2963,11919,26448,38315,49402,67105,102777,134892,95256,165,293,443,735,2224,7334,29532,128895,347323,12274,380,38514,69228,59660,73294,97853,96985,70080,22734,490,16,927,22326,125253,131429,101904,83868,48528,14313,654,400,24754,76117,110786,95683,62294,54973,60409,42618,1184
