census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12
39,2,1,3,2,3,3,954,7678,26012,34359,26551,20172,12144,9399,8300,5668,1169,28,4135,27308,37060,29302,17437,12574,8787,6954,5614,2785,478,0,13468,51941,30965,17764,11544,8089,7322,6218,3919,1068,136,0,4173,6705,8305,10377,11709,12981,17012,18144,17105,20700,18186,7037,6851,44955,31123,21493,15316,10407,7415,6744,6047,1963,119,1,2,85359,41164,11523,9762,3616,936,64,8,0,0,0,3,87893,39979,12232,7942,3640,669,69,7,0,0,0,13646,38270,29006,21056,13180,9854,7523,7378,7015,4804,698,4,5130,6049,7612,12984,22754,26927,31510,25141,11413,2738,176,0,1122,645,1263,2420,4810,7285,8335,11012,14989,21270,33116,46167,187,1639,3571,5112,6179,7462,10211,15431,24644,36914,39707,1377,26895,42182,23137,16906,11921,8550,6516,6076,4192,2814,2593,652
40,2,2,3,2,2,3,319,1551,5908,8158,16273,32510,33716,21668,7999,3906,1236,8,1478,10388,22897,37156,28611,17645,7937,3202,2413,1436,89,0,12648,56756,36336,13027,5787,3073,2087,1879,1342,285,32,0,800,1147,1298,1812,2811,4313,6082,9291,15906,28998,42355,18439,11643,79397,21754,9136,4671,2598,2112,1338,444,141,18,0,38,126718,5188,947,299,61,1,0,0,0,0,0,51,126770,5214,900,259,57,1,0,0,0,0,0,30235,57297,21511,9582,5108,3049,2236,1859,1619,678,73,5,314,991,1406,3470,9951,21250,32152,35547,22664,5396,111,0,55,358,510,1047,1444,1686,1876,2810,4923,10883,37419,70241,0,7,37,115,326,639,1485,3258,6724,17600,102486,575,69840,41858,8988,4419,2676,2159,2007,968,257,73,7,0
41,2,2,3,3,2,3,14988,144979,66021,63717,47416,25358,16522,13055,13431,11602,1586,52,67216,163000,79107,36277,20391,13990,11102,10823,10919,5161,728,13,196532,112015,36395,18449,12523,10579,10731,11038,7924,2217,320,4,11025,10915,9877,10513,12827,13030,13717,16486,23984,47676,123491,125186,92669,186951,54164,29643,18393,12831,10524,7942,4048,1273,273,16,0,288015,93096,25079,9136,2443,811,139,8,0,0,0,0,290117,92721,24759,7666,2644,693,121,6,0,0,0,159147,116462,45323,23278,17394,14578,12363,10879,10714,6997,1509,83,7427,8187,10334,15392,28593,56630,100149,111565,65918,13714,812,6,3793,5268,6087,8522,8031,7578,8064,9197,11322,16964,37710,296191,12,195,1152,2881,4974,9020,15998,26611,45226,100100,208753,3805,253135,74972,22147,13791,10770,10624,13608,10776,4740,2312,1566,286
42,2,2,3,2,2,2,0,83762,108903,34588,14691,8801,6204,4364,5138,6421,1095,34,7372,156390,52937,18633,10700,6896,5133,3681,5054,6307,897,1,136729,80669,20073,9497,6101,4395,3294,3418,5396,4017,412,0,1011,1181,1583,2243,3403,5379,7394,8663,13695,30936,93442,105071,55521,141456,30273,14943,9276,6366,4413,4605,5046,1742,341,19,0,158595,86994,18118,7930,1861,440,60,3,0,0,0,0,160050,86201,18050,7241,1977,429,51,2,0,0,0,118497,77088,27280,12947,8122,6348,5153,4520,4488,6862,2532,164,807,815,1218,1903,4948,15319,48727,90257,90502,18761,744,0,320,763,2008,4212,3562,3135,3320,3897,5202,8345,21567,217670,18,59,179,601,2094,5105,8897,13126,22657,56616,163789,860,189870,44674,11819,6636,4693,3540,3125,4555,3983,886,210,10
43,2,2,3,2,2,2,149,46337,80041,62904,75367,56114,64433,66080,60785,54758,37604,1794,11207,91810,74103,62154,65425,66930,71475,53780,43210,37747,28039,486,75651,113988,90317,73573,65441,54357,38499,30722,25768,22453,15423,174,3727,2332,4181,8144,14684,24420,44032,67325,106088,147923,141475,42035,40262,198451,81740,69838,66421,50067,33354,24146,19713,14143,7495,736,0,99604,208986,139029,104925,33476,16769,2801,587,189,0,0,0,101183,221301,152464,77725,35880,14065,2992,575,181,0,0,99356,123142,97401,82122,55569,39885,26945,21360,19263,21066,15136,5121,3108,1476,2484,5584,16823,48444,115096,163548,155921,69674,23974,234,1872,6538,11202,12967,15241,19513,28382,42763,63626,97796,128451,178015,2,22,189,956,3911,15275,33748,57682,86260,129016,275681,3624,163700,168341,111789,62906,32729,19716,14590,12976,10219,7034,2286,80
44,2,2,3,2,2,2,0,5571,32225,49478,58405,43689,43151,26335,16357,15954,11375,94,118,24084,44188,53358,53339,41520,29293,18604,13460,15183,9450,37,17162,51565,73619,58059,35020,20190,12375,9405,8714,11126,5371,28,995,1189,1291,2293,4370,8697,19371,33766,51678,76969,77325,24690,2648,95649,72803,45044,28744,17895,11171,8473,8515,7879,3566,247,0,70703,143331,55501,22248,6734,3661,455,1,0,0,0,0,73145,148912,53624,16449,6980,3049,474,1,0,0,0,21247,72302,78041,44354,23605,16363,10470,8180,7514,9543,8661,2354,613,731,1078,1761,3991,13078,43374,89805,107726,32835,7589,53,220,2087,5013,7039,6950,7286,9252,13123,22873,51895,101491,75405,0,6,112,867,3798,10269,15133,23832,44395,85169,118254,799,65155,121221,48258,22977,12919,8380,6302,6432,6246,3824,914,6
45,2,2,3,3,2,2,0,22500,51881,28936,21546,13202,9402,6525,5759,6643,2649,68,523,61134,33107,20480,14091,10997,8571,5990,5532,6646,2024,16,50471,48650,22285,12857,8848,6511,5193,4167,4567,4589,972,1,654,1093,1637,2032,2884,4701,9563,15609,20359,26350,43654,40575,16019,80570,24287,14242,9572,6656,5005,4187,4605,3188,773,7,0,50689,61915,33451,15039,4409,2618,887,102,1,0,0,0,51063,65528,32836,11800,4631,2240,927,86,0,0,0,49020,44662,23455,13771,8869,6608,4832,4245,4172,5435,3710,332,431,655,1095,1657,3205,8317,26477,51442,59689,14693,1448,2,172,677,2026,3957,3644,3409,4025,5534,8574,13619,25730,97744,6,41,174,755,2660,5447,6599,9419,16880,37472,89188,470,81103,41463,15673,8746,5490,3648,2993,3697,3431,1808,954,105
46,2,2,3,3,2,2,1,45747,88115,79439,52343,33022,22590,16601,15821,19946,17160,329,3466,112495,86706,51466,32148,22671,17244,13893,14168,20608,15980,269,80311,125711,61173,30182,18740,13666,11349,10568,12376,16257,10542,239,1763,3526,3511,3555,4236,6234,12137,23196,48986,92747,131006,60217,23105,162200,66964,37381,24439,17750,13486,11790,13525,12399,7080,995,0,89363,215598,40150,23918,11230,7985,2674,175,21,0,0,0,90530,215838,40350,21528,12197,8235,2251,170,15,0,0,69174,105880,65223,37299,23674,17192,13104,11458,11407,15056,15567,6080,1238,1981,2324,2518,4132,11034,47604,125632,137226,42434,14673,318,795,4960,10639,11352,8796,7936,8545,10628,15460,30148,74986,206869,7,49,151,1182,6934,18405,21535,28240,49368,111346,153002,895,152758,116237,39700,19655,12476,9322,8023,9612,10296,8348,4353,334
47,2,2,3,2,2,2,86,36300,60733,54273,30827,20721,14756,10517,9168,10513,7827,230,4434,85806,55659,31508,19189,13690,10554,8337,8194,10782,7693,105,69493,85575,35209,16457,10306,7475,5864,5557,6770,7831,5333,81,268,502,676,943,1363,2653,5656,9154,19657,47755,98367,68957,22338,116831,39903,21355,13672,9817,7250,6545,7617,6199,3825,599,0,84973,133155,22492,9187,3605,2072,396,71,0,0,0,0,86527,132752,22341,7714,4208,2027,315,67,0,0,0,61887,75200,38926,20970,12928,9031,6696,5637,5935,8575,7109,3057,267,414,431,627,1384,5125,24992,77072,105085,32393,8014,147,32,1235,4131,5094,4958,4414,4324,5490,8325,15714,39546,162688,2,29,302,1223,4678,9317,10960,14685,27345,68951,118161,298,128914,65684,20910,10354,6350,4501,4178,5287,5123,3438,1205,7
48,2,2,3,3,2,3,0,643,32426,86042,97300,74097,44288,23255,12328,11288,4883,274,510,57883,126829,81867,48200,28085,16452,9700,8407,7485,1296,110,51296,166336,77522,35102,18721,11389,7919,7305,7501,3013,660,60,824,5474,6176,6052,7247,10528,15183,23081,40500,78303,121727,71729,28437,203627,69336,33402,17908,11835,8987,6864,4056,1734,514,124,0,342003,38535,5447,731,102,6,0,0,0,0,0,0,342474,38384,5237,608,117,4,0,0,0,0,0,77366,144241,69347,33386,18541,12358,8901,8098,7633,5365,1324,264,1914,4375,3929,5098,12585,34906,79869,117331,98631,26711,1397,78,61,1181,2177,4274,5918,6499,7869,10651,16152,30818,83125,218099,2,45,308,1279,3139,5278,8573,14526,28838,80187,243993,656,188849,117624,30704,14422,9147,7638,8163,6047,2371,1260,549,50
49,2,2,3,2,2,3,0,14866,86610,101875,37642,24049,15514,10159,10048,10075,2698,48,7930,115232,83835,38614,22032,14457,9172,8477,8233,4511,1081,10,71836,132089,46186,20769,11276,8151,7900,7566,5526,1855,426,4,5217,8219,8275,10247,12761,17188,25050,35757,42256,62363,61056,25195,26745,161824,57348,28535,14346,9361,6656,4841,2506,1187,229,6,0,266628,35238,7199,3106,967,348,78,15,5,0,0,0,269107,33872,6972,2305,964,259,87,15,3,0,0,73402,112601,49258,24920,15252,11060,8414,7463,6399,3487,1221,107,3057,4951,8762,18977,42684,57601,83663,56933,27574,8797,581,4,1878,2988,4357,5967,6116,5856,6434,8528,12590,22915,59208,176747,4,43,180,599,1742,4301,8597,17335,36148,90166,153179,1290,114621,119190,28291,14172,9172,7471,8066,6303,3157,1809,1142,190
51,3,2,3,3,3,3,1499,8702,17573,20731,21943,29702,24448,18631,10729,5951,1983,135,4824,21002,22635,27179,28934,21071,14975,9459,7015,4013,916,4,6010,33867,37520,28069,19309,13860,9466,7146,4768,1674,338,0,9482,12821,10596,11128,11898,15551,21930,18012,17428,14198,12797,6186,6512,32450,35615,26206,20041,14608,11475,9087,4654,1333,46,0,325,74113,38944,23609,13595,4706,3465,1612,902,691,65,0,373,75695,39039,25650,10092,4978,2805,1769,980,600,46,0,6923,33166,34258,25641,17637,13725,10890,8943,6483,3692,666,3,11774,12484,8631,10499,17241,24007,27614,27729,16218,5403,427,0,1514,1027,1674,2839,5254,8439,12474,16932,23640,33436,38451,16347,901,1121,2730,4831,8133,11436,14926,19929,26747,31585,36003,3685,13012,38573,28990,23214,19689,14760,10279,6172,3670,2021,1348,299
53,2,2,3,2,2,2,1242,17947,89177,153741,76787,30724,15134,10799,8268,10027,3954,105,5762,149742,147728,47522,21655,12973,8612,6719,7110,8405,1640,37,160113,168202,36436,14784,8742,6287,5136,5380,7180,4853,778,14,1081,1698,2026,2639,4353,6955,8527,10079,16965,44439,145528,173615,60502,238550,52482,22415,13043,8522,6591,6882,5848,2278,709,83,0,301151,91519,17791,5491,1531,391,30,1,0,0,0,0,303309,90092,17569,4923,1637,350,24,1,0,0,0,164127,137440,45620,20084,11942,8544,6675,5836,6582,8195,2552,308,1107,1344,1390,2228,5251,17324,62040,140132,151934,33611,1507,37,111,888,2414,5304,4810,4389,4579,5573,7394,12545,35265,334633,6,63,330,1162,2947,5428,9293,14940,27848,80648,274222,1018,292279,71967,17101,9145,6033,4677,5147,6434,3658,1112,342,10
55,3,3,3,3,3,3,0,3,211,949,1245,1550,1869,2224,2487,2778,489,5,1,447,1242,1566,1706,1789,1811,2134,1980,998,134,2,2,808,1532,1791,1936,1950,2106,1872,1231,518,62,2,832,3344,2967,1760,1182,934,749,646,645,475,238,38,232,1113,2175,2461,2446,1855,1351,1038,708,350,79,2,0,2172,8298,2696,626,18,0,0,0,0,0,0,0,2171,8404,2699,500,36,0,0,0,0,0,0,175,517,1470,1630,1841,2106,2148,1729,1229,727,232,6,676,1501,1869,1703,1975,1642,1577,1494,835,460,77,1,171,642,1209,1488,1928,2150,1823,1435,1094,931,717,222,3,19,180,504,696,974,1092,1550,2527,3757,2336,172,168,807,1041,1422,1910,2481,2637,1922,934,393,91,4
56,3,1,2,1,3,1,351430,46578,23695,12259,9114,7792,6770,8805,6540,11332,27133,431097,285529,70522,36019,19499,19920,13151,12204,11478,11590,15101,40074,407458,212285,93799,58486,33767,24887,19456,18054,15159,14513,18671,50826,382642,157636,90988,60766,59456,43255,37029,32092,27920,27303,25172,23982,356946,428677,149942,80926,54019,44217,38821,36866,34158,31683,24532,10891,7813,570683,149474,76419,44428,36689,21228,19629,9436,6334,5149,2751,325,572647,150475,77475,48082,29826,23021,16104,10588,6812,4674,2592,249,290175,182664,112784,75177,57949,46771,40605,34928,37289,35501,19630,9072,251735,86336,44353,24959,28362,17147,20654,15010,15403,18322,37213,383051,248551,103133,47724,39542,43223,30848,34072,40440,57845,84145,107723,105299,39007,50292,49713,46829,43056,37850,33121,31927,32063,31512,59455,487720,440579,117135,91652,67480,55325,46178,36609,27412,19415,13539,13637,13584
57,3,1,2,1,3,1,501656,65726,41289,10574,17639,7902,13895,12446,11079,18506,33117,178727,408262,91521,38783,31524,24822,19300,15676,13543,18168,26184,59504,165269,317992,90148,65020,35955,42019,28611,32500,26634,26989,37320,58683,150685,314983,99630,52708,52063,49746,33583,32636,42460,36058,40077,25225,133387,344459,100749,57817,44013,41297,39675,45299,42314,52253,54623,45853,44204,401377,295758,98626,48616,32325,14951,11561,4684,2412,1526,609,111,409726,292166,98954,50757,25979,15975,9342,5190,2506,1332,532,97,284180,113159,72687,49360,44537,41366,46138,35704,47733,60319,65751,51622,369204,79475,60613,40090,37238,32350,27405,22470,25726,31825,42210,143950,258687,65895,38770,25409,37006,35733,37516,33042,41352,64542,116661,157943,176680,62881,49502,41339,37261,33265,32657,34216,38963,54286,112481,239025,182682,156037,80929,59553,48995,42496,34595,31368,30071,32196,48181,165453
58,3,1,2,1,3,1,150125,19401,5614,2246,1385,846,756,769,825,1160,2987,27905,123021,26240,13444,7189,4349,2650,1840,1361,1242,1736,4808,26139,98069,29292,19229,12079,8084,5711,3982,2842,2193,2562,15579,14397,43645,28178,19708,18341,17652,16432,16609,13894,9724,5411,3731,20694,64999,42127,22716,15725,13819,12711,12033,10997,9385,6651,2669,187,50597,92074,33508,20392,11984,4049,1077,280,53,5,0,0,51032,91516,34109,20480,11114,4404,1051,247,63,3,0,0,61707,40107,25289,18412,15913,13876,12127,10062,8433,6261,1754,78,90412,31672,19143,13844,10998,7888,5320,3164,2319,2230,4498,22531,7741,6710,6768,6470,6581,8248,8823,10187,16513,26273,38435,71270,30508,26967,21470,17236,13818,11354,10065,9790,10089,11201,19307,32214,25630,63004,32229,21709,18293,14335,10652,7728,5593,4168,4375,6303
59,3,1,2,1,3,1,283888,78076,30508,13515,5661,4850,2472,1744,1064,1149,2357,25073,177863,98203,56462,25963,25479,13685,11882,6546,4248,2617,3508,23901,110211,91910,79649,51600,32764,22898,16843,9974,5043,3310,7068,19087,69711,84842,63616,63942,42409,34688,27018,19373,14602,7303,2520,20333,62435,77839,59375,48383,48350,45785,43098,32412,20424,9957,2084,215,29943,75458,87236,77691,75308,46799,36369,12915,5904,2340,377,17,30580,77389,90658,86751,61952,50508,29564,14541,6155,1924,322,13,54766,71975,62138,55918,54866,48811,39351,27622,21007,10991,2703,209,157825,92256,51677,30424,35039,18445,19136,11139,6238,2932,2898,22348,7317,5541,6433,8071,13452,24912,40846,61655,72465,72662,64783,72220,27259,55772,64703,61263,54819,44788,35381,30661,23657,15299,8943,27812,25152,47575,53531,54716,58761,60184,52368,39987,26035,14854,11194,6000
60,3,2,3,3,3,3,147968,83496,37799,21597,12047,14569,11387,10695,6823,6164,4629,241,68358,61798,80830,34556,29820,18822,19361,15208,14199,9691,4762,10,53206,78649,62894,42658,30458,24650,22473,18992,13280,8034,2120,1,35599,41517,37580,46168,39168,39741,36874,30387,27945,17970,4027,439,36156,44515,49809,38185,38515,37996,36584,30146,23610,16682,4860,357,17139,50752,37742,40077,66700,50420,44401,20974,13945,9516,5372,377,17588,51854,38254,48869,57690,54972,36114,23214,14995,8627,4949,289,33455,54384,45355,37607,38064,37772,33535,26760,24621,18675,6913,274,59042,51358,43827,34751,52869,32885,35332,22263,15563,7671,1852,2,3024,4046,5683,10245,16521,24487,33306,43229,47362,52144,70007,47361,10367,22325,37750,45002,41577,36114,30476,28548,30020,34540,31093,9603,9598,60810,44288,37676,40565,41771,38011,30384,21546,14206,13227,5333
61,3,1,2,1,3,1,286444,186044,77656,32810,17186,12224,7531,5256,2834,1744,1392,870,185176,189445,102045,49897,37383,22750,18113,11913,8488,4430,1887,464,116723,162364,119637,78124,51634,37960,28082,19159,11653,5082,1573,0,102196,122389,91454,86972,67222,52836,42142,31135,20840,11319,2697,789,73183,107364,76791,66713,65154,60681,57869,48399,39227,27598,8244,768,2480,87095,132434,120611,95977,71269,66611,30312,13692,7411,3950,149,2570,88435,138500,125549,83681,78146,57470,32769,14528,6589,3635,119,94112,88786,78593,74678,70631,63183,52687,41052,35354,24079,8456,380,193100,138793,93653,57147,47945,33295,28037,19687,13007,5831,1136,360,8140,1897,3018,8080,20340,44087,71966,91334,98255,105728,119610,59536,48181,72764,77567,74611,65425,54035,45021,41808,42656,51551,49503,8869,5355,88871,77342,67128,71082,73745,71755,63047,47760,31836,24531,9539
62,3,1,2,1,3,1,386476,108262,63993,23277,22755,13714,14745,14454,15240,22230,34818,120266,306095,117667,58755,42250,31964,23284,20361,18547,21453,31772,59844,108238,216927,114324,81001,50948,46230,36084,35941,32008,33088,40879,57030,95770,274208,102535,57638,48159,46239,36395,35139,41059,35627,40050,32763,90418,260303,91043,58141,47987,47782,44252,50434,47659,54304,54609,41760,41956,308938,289800,124178,57328,31706,13062,8276,3546,1889,1016,421,70,312964,290114,124846,58269,25889,13989,7062,3798,1952,907,383,57,208463,101570,71640,54436,49706,48959,51153,45476,54374,62275,54181,37997,302675,81228,60824,46055,42561,38617,35652,30218,30111,34492,42339,95458,222989,74881,35417,24417,29180,29982,34728,38926,52641,80737,120679,95653,163723,57656,48246,41601,37917,33883,32601,34593,41340,55609,119968,173093,117409,116072,79075,66268,60573,54243,46858,42948,37903,36400,47014,135467
63,3,1,2,1,3,1,120146,54108,32551,6064,7139,2035,2594,1812,1494,2537,4882,29083,108439,60396,20910,15146,9920,5806,3379,2229,2410,3152,7186,25472,84743,57445,34045,15513,15437,7869,7156,4696,3808,4581,6549,22603,62389,36937,20836,21813,23079,15064,14077,17010,11876,10944,6392,24028,76484,37778,23634,17561,16354,14747,15895,13344,14314,12170,7465,14699,55624,112361,58635,22585,11370,2991,837,33,7,2,0,0,57068,114298,58117,22981,8360,2975,594,43,8,1,0,0,68860,43544,30450,20588,17501,14792,15042,9549,10983,10728,9296,13112,94193,36988,31259,19447,16289,12583,8872,5740,5180,4869,5580,23445,23754,8546,5282,4279,7372,9943,13805,18305,27086,41821,66404,37848,37323,20012,17473,15499,14294,12913,12558,12212,15694,20347,51075,35045,23905,60861,38104,28545,24935,20582,15378,10735,7988,6680,7826,18906
64,3,1,2,1,3,1,173006,76883,50151,22450,18349,8233,5634,2413,883,366,154,23,151819,78710,37954,28105,22345,16409,11297,6800,3666,1251,186,3,109474,75919,49773,31294,29047,22440,19362,12851,6491,1798,96,0,74349,61665,36762,33713,32313,25771,25155,26855,20691,15391,5547,333,70721,54081,35636,28487,26335,24585,26262,26369,28581,24562,11182,1744,2153,121457,97360,56413,40895,21615,13154,4210,1090,195,3,0,2465,122592,99112,58456,35631,23049,11573,4420,1115,130,2,0,68369,55708,43939,32801,28107,25969,27012,23621,24793,20724,7256,246,126910,54779,41417,30070,27010,23762,20651,16099,12276,5252,316,3,33,182,512,1541,5055,13797,31135,48603,58634,68107,88577,42369,51043,48060,39429,32670,27477,23692,21156,19742,21759,23788,40494,9235,8636,61173,47989,40947,39655,36879,32760,28366,22310,16592,14842,8396
65,3,1,2,1,3,1,130498,32521,11849,6332,3313,1859,910,594,453,498,855,200,118375,33403,13130,8113,5580,4008,2879,1818,983,692,874,27,92231,39233,19903,12042,8298,6541,5021,3387,1948,881,396,1,56659,30610,18213,15701,12869,11430,11050,10324,10322,8628,3730,346,49670,38688,21874,15952,13432,11558,10260,9215,8806,6960,3126,341,4001,98712,53619,19983,9174,3052,1171,156,14,0,0,0,4737,99349,54179,19599,7676,3142,1030,155,15,0,0,0,55379,38191,23923,16365,12992,10322,8834,8079,7374,6129,2224,70,88099,31413,17566,14228,10218,9031,7002,5648,4231,2111,331,4,948,874,643,813,1674,3904,8370,14614,22249,33657,59564,42572,22052,19500,17298,15552,14277,13096,12913,13617,14267,15556,25525,6229,3148,43362,38280,26701,21287,16995,12760,9384,6711,4889,4134,2231
66,3,2,2,3,3,2,234193,118509,51176,29851,13800,8997,4783,3462,3212,3132,4991,393,258045,106260,47490,25019,11945,7471,5655,4230,2787,3522,4041,34,242302,103968,55455,27006,15072,10764,7589,5424,4337,3186,1395,1,88477,93609,63301,56064,41675,32403,29619,23450,21575,17204,8034,1088,82613,137269,81298,49393,38231,27235,20710,15606,12818,8065,2845,416,7291,107770,131840,165739,47619,8914,4825,2124,326,51,0,0,8403,109938,141868,170136,30589,9022,3911,2291,306,35,0,0,136224,124077,66002,41784,31162,22283,17494,14603,11538,8059,2931,342,191002,104967,45337,39625,25747,27455,18196,12092,6558,4058,1451,11,2286,2919,2638,2519,3347,6495,13203,24197,41905,78198,153865,144927,25385,29978,30946,32653,35496,38564,50301,59349,63092,54518,48852,7365,4786,125230,108775,76630,53556,36562,24547,16939,11272,7813,6915,3474
67,2,2,2,1,2,2,3911,51856,56152,60073,44795,41635,25871,15856,8839,3827,2314,865,31668,66958,85040,55287,30619,19193,12338,6629,3396,2402,2117,347,44358,118336,70124,37578,20150,11941,5901,3170,1799,1251,1386,0,23314,38204,33482,37360,35100,30894,32557,28073,25947,21188,9221,654,18754,100106,72322,46872,32312,19626,12257,7009,4060,2165,489,22,0,5810,107722,123629,69575,6498,1984,553,184,39,0,0,0,6596,114389,140609,45556,6361,1694,577,177,35,0,0,42290,85856,63149,42046,29828,19782,13406,8816,5627,3169,1782,243,45635,34159,25855,43317,46413,52833,40911,20396,3961,1335,1179,0,8415,1968,1825,2112,3533,7168,14202,25970,41231,61286,92013,56271,700,2190,4306,7414,12178,17753,25065,36260,53527,79822,66904,9875,25924,77493,68694,50218,35565,21732,14021,9095,5960,3925,2583,784
68,2,2,2,2,2,2,678,22791,33809,33375,27096,38425,32859,32085,21505,18114,12104,3532,35,9605,26628,23010,36137,31989,39020,32830,33906,26600,15988,625,89,5739,20969,32939,39426,40406,40369,35506,28978,20975,10974,3,5938,18394,29631,49434,53501,52879,35961,18202,9067,2865,409,92,1664,2132,7734,15894,27225,37930,49548,51030,42784,30177,9958,297,0,14,319,2802,33646,68415,71065,41683,27991,19018,10547,873,0,20,347,3457,33635,76496,58747,45996,29985,17254,9815,621,809,2569,9245,16394,26181,36258,40880,37845,41015,38356,24086,2735,4898,20092,28072,25187,44292,34311,42716,30602,22694,16605,6902,2,7366,6921,14349,25289,36343,45656,47009,41182,28315,16598,6546,799,1612,10049,25228,48136,59892,46286,28910,18813,16141,13561,6007,1738,19,1250,7735,17415,26573,32224,36463,39444,37684,30304,33659,13603
69,3,2,3,3,2,3,6441,17360,13623,10269,9956,10287,10042,8698,6661,4312,1360,1,12622,18823,12400,10928,9718,8967,8207,7245,5939,3385,776,0,8540,19361,16060,11644,9587,8477,8094,7834,6145,2825,443,0,13342,14832,12440,10975,10151,9477,8098,7706,6770,4247,913,59,7003,13850,14423,13525,12551,11882,10652,8780,4956,1323,65,0,5,21582,45104,20830,9744,1577,168,0,0,0,0,0,5,21467,45826,21108,8358,2102,144,0,0,0,0,0,6135,13253,15854,13195,10977,9523,8829,8388,7243,4589,1010,14,18174,13198,9453,7907,9550,10833,11459,9430,6134,2488,384,0,84,1241,2403,4363,7801,10270,11413,13348,15048,16793,13940,2306,277,1472,3296,6244,9750,11836,12286,12978,13771,14611,11702,787,460,8364,14807,16671,15904,13869,12329,9222,5124,1728,506,26
70,3,2,3,3,2,3,0,0,184,2891,14924,36985,50908,36470,18931,11136,3337,34,1,1682,12898,31811,43248,34241,21929,13071,9425,5967,1526,1,654,23318,46390,36100,23169,15679,10897,8695,6648,3407,842,1,740,4241,7111,9191,12144,16084,20354,25542,30109,29126,17823,3335,2582,45058,39288,27438,19279,14786,11155,8892,5198,1875,245,4,0,109594,53695,9222,2957,318,11,3,0,0,0,0,0,109676,53915,9190,2558,450,8,3,0,0,0,0,4920,37104,39117,25902,18525,14245,11223,9379,7843,5618,1796,128,773,3618,5416,8130,16531,29873,44280,41051,20300,4985,841,2,53,1090,2786,4323,6263,8919,11855,16108,22622,33733,45614,22434,0,16,238,1543,3854,7072,10774,15718,23409,41914,70837,425,21645,55515,31322,19909,13778,10743,8985,7525,4196,1677,486,19
71,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,4,5,0,0,0,0,2,19,14,1,3,14,27,46,134,26,26,13,15,11,7,9,18,16,20,34,78,97,39,24,30,30,32,22,45,36,10,33,0,0,0,0,8,18,32,44,48,14,0,0,0,0,0,0,3,26,57,44,35,21,0,0,0,7,23,62,110,78,54,48,60,83,127,90,256,70,23,29,27,20,20,21,43,57,142,139,149,8,2,0,0,0,0,0,0,0,0,290,660,0,0,0,0,0,0,0,0,1,11,5,1,5,10,15,40,179,103,18,8,8,4,218
