census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7
64,3,1,2,1,3,1,239997,67697,34483,12220,3323,702,123,212881,69456,37852,23682,11793,2806,75,169761,78583,49531,36463,20392,3796,19,122731,68713,49189,47113,42260,25002,3537,111541,62140,46145,42039,47220,41369,8091,94053,156633,68858,31756,6851,394,0,96908,157237,68140,29430,6390,440,0,107534,76253,50132,43699,41927,34872,4128,168666,67766,45060,37641,29768,9570,74,153,1039,7397,37900,86925,117845,107286,86314,66970,49198,37834,35029,40988,42212,52873,82831,68422,59394,46546,29540,18939
65,3,1,2,1,3,1,157526,20337,7244,2083,956,869,867,145911,22937,10385,5887,2835,1291,636,123235,34064,15377,10057,5190,1771,188,79491,34115,21748,19255,18084,14757,2432,79479,37686,24226,18615,15851,11954,2071,82290,85917,17509,3904,262,0,0,85034,84829,16313,3463,243,0,0,84921,40058,23089,16697,13634,10223,1260,112016,31738,18651,13959,9362,4014,142,1629,1124,2566,10420,27834,58261,88048,36295,29361,25031,22188,23483,27109,26415,31902,65211,38345,25473,15161,8605,5185
66,3,2,2,3,3,2,326606,91297,33621,9643,5615,5350,4367,347228,78883,24125,10939,6757,6354,2213,321998,93637,29642,16274,8404,5689,855,154617,123777,68164,53255,41102,29889,5695,184156,138612,69793,41516,26267,14157,1998,89863,245151,125498,12594,3310,83,0,96276,267293,99427,10374,3033,96,0,234971,110886,55217,35240,24047,14263,1875,271702,87827,48146,42135,18575,7415,699,4381,4549,5458,16517,47791,133800,264003,46803,53511,59467,74939,103735,95041,43003,88017,187451,99154,52454,27033,14029,8361
67,2,2,2,1,2,2,40879,92422,101238,48144,23765,7095,2451,74673,140232,59448,25408,10198,4246,1789,134516,116981,40853,15584,4666,2403,991,49862,65512,53917,55560,49225,36330,5588,89351,123007,60913,27593,11107,3793,230,903,168417,137811,7884,902,77,0,1164,183098,124609,6208,832,83,0,106868,104389,53981,29249,14251,5838,1418,70822,51246,75713,87272,27384,2782,775,9846,3210,5547,18087,49817,104913,124574,2085,7829,18912,36781,67822,133581,48984,81807,114221,65307,30679,14485,7025,2470
68,2,2,2,2,2,2,11507,56395,62083,58368,45050,31958,11012,6395,37309,52388,61596,60693,47211,10781,2879,36183,66717,68780,59987,36160,5667,19485,56179,82633,86743,26565,4461,307,2943,13603,42433,72361,85671,54192,5170,0,743,37216,123203,77181,32154,5876,0,800,47150,116185,72188,34090,5960,2039,17319,40009,63326,71446,63942,18292,18357,46488,58852,64093,55788,29324,3471,11896,26163,58088,80447,65624,29712,4443,7589,46947,98151,63960,31616,22740,5370,551,14663,42085,59008,67665,55503,36898
69,3,2,3,3,2,3,18918,23258,17022,17304,14478,7400,630,26956,21859,17003,14563,12184,6105,340,22429,26905,17184,14107,12832,5386,167,24313,21439,17443,14903,12992,7405,515,16650,24452,22095,19241,13603,2948,21,10693,67904,18668,1745,0,0,0,10871,67852,18699,1588,0,0,0,15050,26040,19834,15661,13881,8075,469,28132,15958,15778,19093,14976,4952,121,821,4433,12021,18520,23508,28265,11442,1151,6110,15368,20706,22505,24587,8583,5729,25062,27566,22446,14320,3578,309
70,3,2,3,3,2,3,0,840,20775,78300,54939,19437,1509,514,25243,69788,47731,21314,10494,716,13103,74695,44701,22343,14131,6481,346,3397,12473,19695,30994,45374,49190,14677,34410,65491,36141,22104,13674,3905,75,77914,91166,6388,329,3,0,0,78957,90207,6353,280,3,0,0,29427,64054,34218,21918,15449,9676,1058,3178,9799,24647,64495,61991,11307,383,648,4880,10097,17728,30056,56755,55636,2,624,5866,15097,29675,71806,52730,64584,53330,25960,16820,11510,3305,291
71,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,3,1,2,8,0,0,4,30,4,23,65,154,41,20,17,13,36,48,160,61,52,55,44,69,35,0,0,8,46,77,33,0,0,0,8,76,70,32,0,0,52,170,100,91,140,189,317,46,44,31,47,109,253,157,2,0,0,0,0,290,660,0,0,0,0,2,15,4,16,61,271,25,11,221
72,3,2,3,3,2,3,0,7947,56675,74534,31716,9626,1436,2665,76107,65005,24398,8202,5125,432,54926,86546,24155,8033,5467,2595,212,1759,6566,12761,20922,34567,65734,39625,75815,72017,20332,7566,4579,1536,89,145874,35567,493,0,0,0,0,146577,34875,482,0,0,0,0,69757,71858,21628,8512,5667,3976,536,2357,6796,19930,53323,82337,16836,355,301,1958,4347,6106,14962,40797,113463,8,212,1373,4492,12548,75459,87842,117874,41278,12013,5781,4070,744,174
73,2,1,3,2,2,2,1,23313,114602,79057,31361,15682,1974,5501,103191,82040,44116,20448,9864,830,80279,113259,39211,17432,10552,4970,287,1485,4009,6376,12193,34515,119619,87793,78281,116062,41199,17001,9168,3766,513,160905,99055,4663,1359,8,0,0,162100,98110,4650,1123,7,0,0,80293,115307,36844,16093,8326,7977,1150,2644,2585,5662,33281,143176,77960,682,313,2518,5866,7389,16469,53185,180250,32,856,3339,8665,27840,144126,81132,175123,60724,15359,6228,6401,2017,138
74,2,2,3,3,2,2,1,16094,116345,100347,47720,19928,4430,1216,95685,119004,53309,21730,12729,1192,71593,153251,44879,17607,11662,5703,170,3239,7499,17988,33708,48086,118021,76324,100208,136159,40333,15612,9880,2487,186,140616,141202,17899,4086,1009,53,0,143507,139503,17101,3728,972,54,0,100050,132975,37567,14935,10814,8030,494,2053,5033,16096,59001,161901,60425,356,1938,4443,7447,10849,22936,66290,190962,11,444,2466,6669,21603,145478,128194,196148,71036,17873,9342,8336,2056,74
75,2,2,3,3,1,2,0,10005,61078,34173,17936,14163,3842,41,14299,55609,37778,18811,13348,1311,6949,67395,33285,16971,9997,6361,239,2666,3943,7542,15072,30933,63294,17747,7077,70520,37431,14981,8555,2479,154,0,68935,55109,15405,1677,71,0,0,72040,53457,14077,1532,91,0,14295,70905,27363,12168,9354,6496,616,1105,1663,4096,23887,86290,23701,455,1939,4504,6330,8504,14698,43296,61926,3,180,1450,4902,20341,96841,17480,55587,54639,13747,8694,6755,1637,138
76,2,1,3,3,2,2,0,4524,66307,85404,56729,30096,4694,3,4395,54540,90919,64124,31596,2177,466,59728,79482,60257,32538,14851,432,1720,3123,9508,31130,84722,105355,12196,3344,60261,85891,61835,28120,7774,529,0,84423,125988,33716,3612,15,0,0,92113,123087,29341,3187,26,0,5384,76985,72285,47322,27794,15677,2307,924,1422,4205,32046,153582,54667,908,1300,5591,11959,26888,58060,101734,42222,20,553,4269,25094,81454,125020,11344,33781,119328,57611,22739,10838,3185,272
77,2,1,3,2,2,2,0,9964,77003,116829,75467,30591,2248,2107,24006,67512,106341,79647,30975,1514,17388,75512,89279,72754,39887,16701,581,1055,1646,4404,14382,62753,178666,49196,15421,81641,99114,73635,29433,11843,1015,11074,182353,96054,20229,2324,68,0,11765,182892,95516,19606,2246,77,0,18385,94265,92942,57814,26571,18592,3533,683,1007,2068,17337,167614,122046,1347,344,4635,11044,22517,61594,126085,85883,67,1574,7025,27372,105186,151580,19298,77435,146640,56869,15796,10602,4573,187
78,2,2,3,2,2,1,1106,29464,86462,76165,45960,31504,6728,10522,80017,55901,53713,39623,29076,8537,78741,82256,45075,27227,17711,19147,7232,325,1155,2703,9071,33360,93002,137773,74118,72657,44933,39948,22191,17561,5981,6495,189194,42652,29105,8941,1002,0,6854,192714,44051,24364,8301,1105,0,80729,79092,45265,25152,15693,17733,13725,303,658,1614,9921,113414,143211,8268,1741,11287,10663,12134,22840,57663,161061,18,625,11823,34111,55881,104343,70588,143866,68831,29387,12636,10679,10541,1449
79,3,2,3,2,2,2,37,31291,102395,104452,89527,95173,66468,3421,83851,79229,75487,81972,94382,71001,71093,118641,72369,54759,49578,63843,59060,585,1510,4006,16252,70726,224158,172106,62086,110780,74028,75157,57865,59861,49566,322,209194,117568,97485,54654,10120,0,319,216515,122395,88290,51078,10746,0,77231,110361,76130,54363,43250,50833,77175,390,779,2331,13496,134638,263206,74503,31650,42361,30630,36968,55948,103762,188024,12,456,18055,109557,127314,166428,67521,165337,118245,71318,38753,31819,48199,15672
80,3,2,3,2,2,2,0,418,18130,116854,171233,123972,52382,18,2733,23298,108086,169855,123945,55054,1089,36971,118989,123511,80293,77222,44914,825,1754,5128,14535,69851,279911,110985,1649,38026,109951,138531,88345,67556,38931,3,111062,209827,108981,48457,4659,0,6,120682,215089,96982,44985,5245,0,2247,69080,138318,94988,53267,55956,69133,400,800,1938,11101,118900,293069,56781,6367,52482,39945,47710,99668,188100,48717,66,2476,45257,109193,177295,138923,9779,34219,199886,112962,44558,39740,47746,3878
81,3,1,3,2,2,1,0,1,1321,20454,110830,315958,80654,0,51,1087,18632,96963,307872,104613,0,2555,23388,61560,118315,229797,93603,699,1393,3247,11174,47127,256112,209466,605,7340,26069,69918,131513,202750,91023,75,86931,184490,136076,112408,9238,0,86,89094,186368,134028,109511,10131,0,419,12210,38720,62499,94464,167780,153126,302,512,1194,5935,44401,321233,155641,5560,93837,86741,123431,138440,76809,4400,112,14928,174930,164084,121476,49417,4271,5525,81906,155504,111448,79053,83014,12768
82,1,2,3,3,2,2,0,252,11956,47817,76497,54821,5900,6,268,8132,49917,79074,56062,3784,17,8951,44782,61768,52059,28678,988,1000,2598,5625,18319,70213,91742,7746,1288,15887,50363,68902,43170,16807,826,0,42707,117830,33408,3291,7,0,0,43095,117764,33130,3245,9,0,799,22819,48596,53194,40377,26842,4616,466,853,2649,15613,97946,77297,2419,642,6204,17510,38853,66695,61863,5476,7,842,6204,25955,91304,67332,5599,6755,72831,70070,28768,13735,4751,333
83,2,1,3,2,1,2,0,6,3446,26398,85267,97851,8553,0,168,3983,28754,79602,101294,7720,3,4721,24671,54941,79174,54270,3741,616,2646,8195,22712,58072,101376,27904,1025,10159,31776,63992,74323,37079,3167,3,29455,119714,57979,13820,538,12,4,30426,121189,56313,12998,580,11,707,13636,32868,54825,61318,47719,10448,333,771,2800,15282,66101,129087,7147,945,10808,27162,57126,77865,44631,2984,25,1722,16143,59526,87537,51086,5482,3585,54192,86897,46838,20353,8683,973
84,3,1,3,2,2,1,0,0,0,0,0,0,0,0,4,22,16,1,8,47,6,22,30,15,14,22,31,110,8,5,9,11,11,7,87,18,20,9,16,17,1,0,0,1,12,34,3,0,0,0,0,10,42,0,0,5,22,63,11,30,15,36,128,7,13,17,20,13,68,159,9,1,3,1,4,32,100,0,0,0,0,1,125,2,13,44,95,24,11,28
85,3,1,3,2,2,2,0,0,0,0,0,0,0,0,3,3,4,6,8,4,0,11,7,12,12,7,7,65,2,2,1,0,0,0,65,24,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,36,0,3,43,55,17,14,1,69,20,8,25,10,3,5,70,0,0,0,0,0,20,90,0,0,0,0,0,36,0,5,18,41,16,6,32
86,3,1,2,3,2,2,0,743,6155,27510,56314,45363,5044,2,1035,4162,16656,46522,67759,4993,75,2187,8860,24951,49600,52256,3200,1196,5056,9847,15279,30304,64094,15353,266,2626,10550,29313,52394,41666,4314,69,8070,16614,57078,50433,8770,95,61,8290,17949,57183,48203,9353,90,205,3376,12019,25649,40303,47395,12182,349,1445,2836,7648,28549,96603,3699,1081,12339,33565,37848,37181,17738,1377,172,7670,38047,48707,29905,14968,1660,982,18923,40674,35723,25741,15491,3595
88,3,2,3,3,2,2,0,0,0,0,2,0,5,1,0,0,1,5,7,7,1,1,1,4,13,15,7,35,3,6,3,1,1,0,30,23,7,3,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,4,18,0,0,5,22,18,20,12,21,6,10,7,11,16,13,48,1,0,1,0,2,10,60,0,0,1,1,0,25,0,11,21,25,1,0,20
90,3,2,3,3,2,3,0,3,2447,8248,14956,20284,4799,0,190,4303,10746,15674,18783,1041,6,5165,9559,11596,14568,9529,314,2686,7994,10587,15750,10335,3228,157,781,9772,15756,13948,7578,2691,211,0,914,16447,24775,8450,150,1,0,1999,17509,23464,7585,180,0,566,8636,11069,12305,11069,5953,1139,299,1271,5030,16710,21383,5765,279,4123,7341,9106,10495,10262,7707,1703,3,67,851,3612,12039,26057,8108,2106,11984,13011,11916,8762,2643,315
91,3,3,3,3,2,3,0,1,343,1279,2372,3557,357,17,343,673,1908,2721,2226,21,59,1022,1990,2176,2247,412,3,2202,2333,1785,1169,370,46,4,758,2965,2949,985,221,31,0,0,145,2775,4440,546,3,0,0,232,3141,4073,461,2,0,533,1685,2460,2287,774,163,7,555,1063,2303,2856,1011,121,0,1328,1333,1245,1563,1658,750,32,0,0,10,73,436,3609,3781,224,2018,2657,2242,709,58,1
92,3,2,3,3,2,3,0,0,69,425,906,3475,2269,0,68,134,605,1506,4734,97,0,246,683,1131,2472,2583,29,2326,2395,1281,900,206,35,1,171,1093,3453,1729,530,158,10,0,53,994,4666,1397,34,0,0,70,1183,4623,1223,45,0,104,452,1082,2366,2510,563,67,112,315,1321,3056,1921,398,21,3217,1301,800,890,715,189,32,0,0,29,142,622,3008,3343,43,565,1331,2420,2489,283,13
93,3,3,3,3,3,3,0,10,102,517,989,3076,2767,43,96,253,776,1459,4693,141,42,391,971,1184,2325,2524,24,1618,2955,1581,916,323,67,1,325,1289,3321,1739,536,241,10,0,27,992,4674,1718,49,1,0,56,1183,4617,1548,56,1,213,676,1388,2371,2126,588,99,215,353,1013,3007,2327,527,19,2261,1935,1124,915,843,371,12,0,14,77,180,449,3166,3575,106,1063,1449,2782,1694,313,54
94,3,3,3,3,2,3,0,5,508,1048,1649,1108,83,9,388,970,1414,1207,390,23,17,1095,1661,1091,440,95,2,799,1730,1208,455,121,79,9,396,2514,944,373,156,17,1,0,2,1162,3041,191,5,0,0,8,1716,2498,172,7,0,173,1930,1468,538,221,66,5,363,983,1639,879,389,141,7,151,336,665,1191,1437,591,30,0,2,58,154,261,1944,1982,24,1696,1902,611,135,32,1
95,3,3,3,3,2,3,0,4,104,179,293,1052,99,13,63,176,301,552,614,12,9,189,335,427,716,55,0,941,500,195,66,22,7,0,109,1046,461,79,29,7,0,0,1,173,1377,175,5,0,0,11,275,1295,144,6,0,48,388,669,547,56,19,4,131,436,776,279,77,32,0,595,349,222,259,231,75,0,0,0,2,19,49,460,1201,13,242,616,683,161,14,2
96,3,3,3,3,2,3,0,0,118,782,2209,8100,2748,0,52,393,1310,3095,8919,188,0,388,1334,2340,5101,4757,37,2135,4763,2652,2341,1571,459,36,366,1830,4537,4214,2209,775,26,0,2,1010,9672,3204,69,0,0,9,1384,9629,2862,73,0,186,996,2177,4566,3876,1932,224,207,587,1754,4235,4844,2309,21,3193,3888,2686,2069,1427,658,36,1,19,193,911,2431,5422,4980,108,1325,2823,5295,3754,612,40
97,3,3,3,3,3,3,0,54,1592,4941,14550,23830,4707,2,892,2434,5228,15672,23687,1759,26,2478,5030,10598,15686,15290,566,1587,5792,8038,9898,14244,9697,418,462,4197,8747,14029,14151,7397,691,0,130,7244,32839,9221,240,0,0,272,9998,30866,8255,283,0,415,3274,7006,11625,13380,11032,2942,711,1484,3517,6723,16676,20015,548,2267,6051,11897,13551,11834,3877,197,3,270,3661,10132,15971,16151,3486,242,6570,15316,13641,9081,3947,877
98,3,3,3,3,2,3,0,103,1885,5095,8865,11432,1601,124,540,2281,5260,9139,11283,354,216,1966,4617,6490,9300,6091,301,2476,7334,6500,6261,4470,1683,257,831,3545,8141,7643,5538,2979,304,0,15,2407,18495,7695,360,9,0,51,3491,17845,7184,399,11,614,2518,5760,7289,6693,5120,987,616,1314,3557,7778,9142,6265,309,2156,5403,7949,5841,4451,2893,288,1,362,3260,5359,5617,8877,5505,480,3337,8025,7861,5917,3149,212
99,3,2,2,2,2,2,0,15,1134,10693,41050,282811,894893,0,106,1174,10336,57631,309859,851490,51,2527,14213,47880,124449,321813,719663,1120,1276,3112,10120,47390,414513,753065,1338,5240,30649,99304,199912,318744,575409,4125,112632,131738,175734,251386,447697,107284,5984,123892,130665,166959,243353,447231,112512,748,8762,40589,87184,143197,255910,694206,579,370,901,4933,29441,319504,874868,384579,300558,183843,182173,126930,48064,4449,74,823,10515,354856,649100,200838,14390,3628,98478,221770,212379,257060,399803,37477
100,3,2,2,1,2,1,0,4797,20269,59478,108015,213590,736299,668,9358,17501,47858,109992,212888,744183,7932,28755,64221,83135,103290,155335,699780,4840,2136,3997,14817,77949,480867,557842,13102,27929,60404,118453,121843,163393,637324,338,55613,172066,240664,434745,237322,1700,459,63401,186381,227351,419169,244050,1637,15436,51620,82349,85096,80271,107602,720074,3201,1249,2223,8693,62344,314826,749912,495816,221611,78046,88887,109203,109114,39771,13,667,75348,578121,338034,125206,25059,30944,136227,141498,90494,128165,484315,130805
101,3,1,2,2,2,1,0,0,0,0,0,0,0,2,7,6,9,5,6,21,7,9,22,17,8,17,25,118,10,5,8,11,15,1,116,27,27,15,37,9,0,0,0,6,43,39,0,0,0,0,6,50,48,2,0,1,21,150,41,59,69,72,225,19,32,14,26,41,112,117,5,4,4,2,2,90,250,0,0,0,1,4,65,0,3,19,138,35,12,100
102,3,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,1,2,11,13,0,0,1,1,9,34,18,60,15,4,7,3,2,0,19,46,19,13,15,0,0,0,0,13,26,5,0,0,0,1,26,38,9,0,0,4,5,33,77,103,85,22,136,75,33,25,35,38,36,78,0,0,0,0,0,40,120,0,0,1,1,0,34,0,2,14,68,16,3,39
103,3,1,2,1,3,1,0,0,0,0,0,0,0,9,3,1,2,2,1,3,9,9,7,2,7,6,9,60,7,1,2,3,2,2,74,11,5,4,4,0,0,26,10,0,0,0,0,0,30,12,2,0,0,0,0,38,57,22,30,7,24,4,149,16,3,1,8,12,14,52,3,1,0,0,0,40,110,0,0,0,0,2,24,4,13,28,46,4,0,32
104,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,1,14,13,15,27,59,7,6,12,4,2,8,39,28,11,10,22,2,7,0,0,7,28,3,2,0,0,0,9,25,8,4,0,0,0,20,43,25,48,39,37,27,11,7,16,25,66,85,1,0,0,0,0,40,130,0,0,0,0,2,34,0,11,16,68,17,3,39
106,1,1,1,2,1,1,0,0,0,1,1,1,11,19,1,1,6,2,9,88,43,10,9,7,13,24,139,126,15,7,3,0,5,152,116,29,16,15,7,10,178,132,0,0,0,0,0,0,174,0,0,0,0,0,0,93,30,34,71,71,110,238,194,41,31,24,40,87,297,225,24,6,1,3,2,90,356,4,2,1,2,9,116,3,28,63,171,26,9,125
107,1,1,1,2,1,1,373,1813,9098,31362,110552,351062,50040,852,1372,5960,18711,67273,324994,135138,839,833,2871,12242,49321,260416,227778,5311,12190,34915,63059,101712,198050,139063,1911,866,4324,12873,47925,182706,303695,0,34,1539,9068,31052,89640,422967,0,50,1659,9126,29239,90210,424016,1541,976,4920,12002,33483,157192,344186,2939,3100,6347,18284,46562,258186,218882,13763,346023,122494,41556,22102,8074,288,112141,233153,141048,43911,16455,5073,2519,634,11128,26140,36170,67298,155379,257551
108,1,1,2,2,2,1,485,8201,19599,43842,120342,281889,89395,1572,7945,16085,30995,86092,289131,131933,356,6292,13895,29838,88900,271126,153346,10007,17689,36612,53012,74668,170151,201614,4322,4628,8333,25516,79169,249499,192286,0,223,9197,50246,137992,211175,154920,0,291,9488,49921,134547,215586,153920,3318,5682,12634,25016,56726,217060,243317,7780,8592,13512,18666,52547,275608,187048,24432,177319,155339,115075,69123,21476,989,46290,196384,199815,70836,29733,13923,6772,1870,14142,60488,98115,122949,156271,109918
109,1,1,2,1,2,1,212,2408,21771,87620,119475,135825,24077,745,3178,11325,49383,97834,179854,49069,161,2429,10832,37870,86951,181631,71514,4775,4902,7787,17097,35813,156004,165010,911,2064,7711,28875,75149,154904,121774,2,527,12285,62578,101105,147342,67549,6,812,13793,61073,97731,150531,67442,506,2079,8002,23703,56985,145638,154475,3390,2604,3211,7073,39480,239032,96598,2733,76653,96733,84199,87761,41093,2216,49821,165541,110858,38888,16551,8060,1669,929,26969,77297,79719,67183,78915,60376
110,3,2,3,3,2,2,1854,30618,121890,186377,289573,460755,178080,5597,24338,63870,129037,235304,575985,235016,1971,21653,51647,106577,217138,559532,310629,22463,43961,59783,86364,152872,484404,419300,4446,11734,32719,70195,164933,418660,566460,25,20730,128294,198357,269563,506859,145319,52,28079,140344,186297,250993,517476,145906,2506,14160,31182,62779,126047,350016,682457,15396,13356,27303,53269,151293,649536,358994,23412,400947,349232,208385,155987,107734,23450,238998,594698,283300,88892,39169,18577,5513,8255,64331,132462,168572,194903,275897,424727
111,3,1,2,1,2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,2,3,6,9,6,2,10,6,110,4,0,4,2,9,4,119,29,23,4,12,16,0,0,52,14,0,0,0,0,0,63,13,0,0,0,0,4,54,90,35,60,28,30,178,14,19,36,18,17,40,50,0,0,0,0,0,130,280,0,0,0,0,0,8,0,3,15,116,20,5,105
112,1,1,2,1,2,1,166,1041,5884,33384,156269,916336,877707,345,940,2234,11247,59039,660855,1256127,131,878,2975,11069,50883,455905,1468946,3165,3341,10854,33346,114608,763049,1062424,1356,1505,2323,7866,42118,275794,1659825,0,1414,24985,285709,616194,968522,93963,0,1745,26609,282539,607876,984045,87973,493,1351,3067,7986,27092,173273,1777525,1660,1309,1418,3012,18263,462299,1502826,191546,1334336,257738,136641,56918,12702,906,136963,1011693,670456,138908,21832,6644,4291,1270,7098,44159,116039,203239,688461,930521
113,3,1,2,1,2,1,1,665,4415,14844,52410,565864,1932879,40,237,1875,8231,28999,348691,2183005,89,1291,4180,8847,26614,265134,2264923,896,2552,4917,15085,61332,329560,2156736,341,590,2636,11191,35745,206154,2314421,0,46,5491,108699,978504,975600,502738,0,65,6432,110226,950910,1002883,500562,209,957,3673,8485,23113,122173,2412468,298,382,1108,2140,9307,223768,2334075,979872,1224231,234209,80344,34376,14451,3595,34800,506840,841806,972788,199787,13320,1737,831,12784,45235,108070,422911,1706354,274893
114,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0,4,2,15,5,0,2,7,1,5,72,0,1,1,7,1,2,76,13,1,4,8,2,1,0,32,0,0,0,0,0,0,32,0,0,0,0,0,32,37,9,15,8,11,7,87,6,8,4,2,7,12,41,0,0,0,0,0,70,130,0,0,0,0,0,17,0,0,12,70,5,1,30
115,1,1,1,1,1,1,58,918,1702,4588,12399,104933,3043727,297,1552,2359,4347,10498,55229,3094043,71,940,2254,5005,12429,67511,3080115,12909,10353,9186,13435,35421,312942,2774079,3516,6377,7600,11295,23015,168210,2948312,103,2140,7913,37079,114300,1731640,1275150,146,2392,9922,36200,105145,1711121,1303399,546,2930,5704,9069,16421,77651,3056004,5044,4538,4592,5051,8914,58936,3081250,2067278,1001150,72673,18611,6141,2247,225,346,79115,471941,1726261,806613,68061,15988,667,3242,16712,64692,493132,2349438,240442
116,1,1,1,1,1,1,56,617,3717,16743,61279,456468,651326,202,1016,2801,11459,36739,310334,827655,68,911,3719,12375,41019,258160,873954,3895,5621,8643,16873,45748,225563,883863,895,2327,4077,12295,40347,186817,943448,10,7347,38036,129301,248853,608022,158637,20,8733,44417,124167,237495,620901,154473,229,1849,4217,10799,30182,134757,1008173,2066,2293,2907,4636,16846,202488,958970,81344,682095,245196,111111,50732,18074,1654,74869,389937,470289,205560,35045,12140,2366,654,15171,53549,118032,242718,467591,292491
