census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6
72,3,2,3,3,2,3,11,20991,80998,63431,13484,3019,8179,97114,54277,14673,6850,841,77635,75428,17304,6887,4287,393,2546,9108,18668,32400,66425,52787,95819,61790,14857,6752,2505,211,165077,16698,159,0,0,0,165078,16718,138,0,0,0,88464,63039,16766,7270,5531,864,2940,10285,36295,90374,41376,664,508,3056,5684,11689,36956,124041,12,477,2803,9413,54855,114374,129172,35627,9338,6073,1476,248
73,2,1,3,2,2,2,66,54182,131461,55232,21161,3888,13973,126943,76227,32883,14220,1744,109758,101477,31668,14422,7994,671,2014,5199,9523,25116,108516,115622,107018,106116,32618,13409,5966,863,194718,67056,4013,203,0,0,199813,62310,3726,141,0,0,106753,105636,29599,12194,9992,1816,3125,3095,14384,103668,140049,1669,469,4226,7206,13356,45174,195559,76,1560,5991,19539,115261,123563,194181,48731,11770,7095,3954,259
74,2,2,3,3,2,2,10,46723,141456,80835,28222,7619,4817,138074,105794,36836,16733,2611,113113,131590,35529,14746,9446,441,4011,11296,27891,48598,109760,103309,135089,120381,30118,14181,4740,356,179660,110456,12457,2053,239,0,187731,104005,10984,1915,230,0,133979,116455,29069,13022,11344,996,2581,7648,33119,140090,120539,888,2587,6111,9852,18937,57830,209548,21,942,4598,14655,111044,173605,218579,56810,14375,10877,4070,154
75,2,2,3,3,1,2,0,29211,61593,27348,16311,6734,135,30532,61289,29678,16475,3088,18163,69551,29780,13762,9312,629,3253,5391,11742,26649,64891,29271,16342,77760,29766,12703,4326,300,370,92688,41745,6082,312,0,694,100288,34507,5415,293,0,27335,70262,21889,11503,9018,1190,1312,2385,9847,74200,52515,938,2507,5956,8209,13010,37251,74264,16,401,2965,12843,88345,36627,72969,43332,12127,9462,3066,241
76,2,1,3,3,2,2,0,19111,96202,82467,40777,9197,18,15090,88111,94320,43901,6314,4471,81507,87134,51153,22110,1379,2059,4981,18448,68514,129910,23842,7235,84613,93744,47651,13435,1076,0,141116,91731,14746,161,0,0,154425,80529,12645,155,0,13629,95250,72381,40500,22171,3823,1108,2040,11841,116640,113628,2497,1873,7917,19756,50436,105801,61971,31,1251,10839,65156,144863,25614,56142,122280,45937,17383,5516,496
77,2,1,3,2,2,2,8,26919,119251,116482,43257,6185,4566,37312,103218,115702,46791,4513,26308,97345,98191,63608,24939,1711,1250,2416,8162,40460,182276,77538,23909,106720,108849,52492,18223,1909,21475,224726,57083,8492,326,0,25059,226123,52453,8152,315,0,28286,117970,93049,43792,23287,5718,885,1232,5419,95159,205281,4126,587,7545,16505,48653,127638,111174,126,2982,14055,79000,177902,38037,107096,144289,39121,13559,7620,417
78,2,2,3,2,2,1,2605,52878,102142,71206,35279,13279,23262,88400,61691,55163,34992,13881,96917,81045,43542,24012,21250,10623,431,1730,5016,24412,85290,160510,91986,69165,53974,32420,21173,8671,31700,177378,48808,16053,3450,0,34108,178787,47036,14192,3266,0,94945,83096,41677,21495,18974,17202,376,901,3892,53564,204634,14022,3399,13297,12425,19661,53393,175214,31,1745,25191,56101,94706,99615,158245,67547,23502,12516,12489,3090
79,3,2,3,2,2,2,188,57327,127691,118920,98608,86609,11952,107567,82676,94984,98629,93535,96072,119663,76115,57981,65925,73587,728,2323,8191,48818,204070,225213,87283,110921,89605,73995,67061,60478,20523,226325,133861,85965,22666,3,20706,240794,126376,79733,21734,0,95774,119996,77980,53671,54526,87396,482,1226,5566,65484,313474,103111,41365,43154,37161,53678,102373,211612,23,1527,66484,145668,168941,106700,189731,122500,64396,37713,47945,27058
80,3,2,3,2,2,2,0,1737,58880,200170,141683,80519,73,6420,57976,187763,149790,80967,2544,66849,153755,114952,83548,61341,986,2786,9200,42151,257112,170754,3652,63264,157724,127485,78829,52035,54,196271,189947,80358,16359,0,77,222372,171616,73436,15488,0,5164,113391,145540,78141,60727,80026,480,1116,4739,54856,332425,89373,13570,59316,47028,82225,202260,78590,117,7986,86271,178644,188656,21315,61716,223707,86984,43970,57006,9606
81,3,1,3,2,2,1,0,21,7254,70917,303921,147105,0,114,5561,64045,281916,177582,4,7140,44144,106083,231208,140639,902,1857,6478,31120,205618,283243,994,12291,49148,119863,221105,125817,1286,145654,199364,141640,41274,0,1244,154517,194274,139834,39349,0,1088,21016,57682,91170,172973,185289,362,782,2716,22286,238834,264238,15760,112151,113165,164190,113809,10143,296,54260,225395,160130,81427,7710,11636,124639,171465,98080,98692,24706
82,1,2,3,3,2,2,0,1556,30526,80388,70985,13788,18,870,25780,85796,74079,10700,68,20823,63563,68045,41366,3378,1310,3680,9985,51580,114311,16377,2164,27072,74749,64581,26747,1930,0,89884,94485,12604,270,0,0,95016,89724,12251,252,0,1889,35123,62959,53820,35879,7573,597,1249,6746,61199,119660,7792,1056,10129,29090,64822,80553,11593,18,2142,12826,73210,98316,10731,13982,93843,59674,20930,8173,641
83,2,1,3,2,1,2,0,107,12418,66377,123308,19311,5,405,12795,66231,122133,19952,22,9684,42835,84927,75333,8720,851,4276,14737,47290,110798,43569,1764,16901,53131,86161,57687,5877,24,68946,116397,34250,1872,32,22,74698,112697,32261,1817,26,1505,21092,49960,70478,62728,15758,405,1245,7279,44749,145444,22399,1952,16596,44682,85059,66946,6286,68,4071,37841,94511,75205,9825,7650,80531,85021,33363,13225,1731
84,3,1,3,2,2,1,0,0,0,0,0,0,0,6,35,2,5,50,9,27,31,16,20,37,111,9,5,15,13,8,89,24,14,20,20,1,0,0,7,29,14,0,0,0,6,32,14,0,6,43,45,25,23,40,128,10,19,22,14,73,165,4,1,2,5,32,100,0,0,0,1,125,4,18,87,61,18,29
85,3,1,3,2,2,2,0,0,0,0,0,0,0,3,7,4,10,4,0,12,11,17,8,8,65,3,2,0,0,0,70,20,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,36,0,12,71,30,17,3,73,19,16,22,4,6,70,0,0,0,0,20,90,0,0,0,0,36,0,12,30,33,10,33
86,3,1,2,3,2,2,4,1726,14718,53145,60719,10817,26,1790,9000,38041,77209,15063,183,3847,16744,46128,65459,8768,1833,7371,13358,26001,66712,25854,402,4763,20015,50703,57127,8119,514,12150,31421,77950,18771,323,513,13146,33716,74832,18631,291,388,5906,20139,40076,55902,18718,500,1980,5005,18914,101210,13520,1721,21585,42205,45233,27770,2615,404,16211,55371,44672,21227,3244,2196,29916,47595,35029,20700,5693
88,3,2,3,3,2,2,0,0,0,1,1,5,1,0,1,3,8,8,1,1,2,13,15,10,35,5,6,2,1,0,38,18,6,1,0,0,0,0,0,0,2,18,0,0,0,0,4,18,0,0,20,20,22,15,25,3,14,10,12,20,49,0,0,1,2,10,60,0,1,1,0,25,0,21,28,9,0,20
90,3,2,3,3,2,3,0,143,5397,14438,21407,9352,0,719,8181,16611,21807,3419,149,7582,12515,15597,14050,844,4064,9606,15155,15909,5664,339,1544,13799,18880,11683,4306,525,0,5634,22881,21537,681,4,0,7919,22891,19283,641,3,1492,11260,13581,14201,8461,1742,388,2366,10190,26762,10254,777,5308,8898,11450,12526,9707,2848,4,181,1999,9027,26494,13032,3706,14970,14202,12964,4277,618
91,3,3,3,3,2,3,0,28,814,2309,3636,1122,48,467,1231,2999,3068,96,187,1396,2635,2594,1085,12,2663,2537,1834,766,103,6,1099,3828,2400,514,68,0,0,630,4798,2448,33,0,0,979,4866,2028,36,0,716,2276,2957,1640,303,17,639,1818,2900,2307,240,5,1547,1490,1597,2000,1190,85,0,0,34,238,2788,4849,452,2668,2984,1684,118,3
92,3,2,3,3,2,3,0,9,206,805,2390,3734,0,105,307,1311,4746,675,31,341,1109,1870,3732,61,3016,2145,1389,511,81,2,238,2035,3574,1006,274,17,0,140,2224,4611,169,0,0,225,2548,4209,162,0,157,712,1702,3476,983,114,120,653,2260,3349,719,43,3508,1288,942,1009,347,50,0,4,63,416,2408,4253,90,931,1799,3621,680,23
93,3,3,3,3,3,3,0,27,268,906,2377,3883,60,137,479,1380,4324,1081,79,597,1301,1890,3523,71,2300,2888,1499,641,130,3,411,2337,3260,1077,341,35,0,128,2543,4592,189,9,0,194,2915,4160,184,8,268,1039,1935,3126,930,163,244,579,2017,3519,1046,56,2689,1928,1140,1056,622,26,0,37,131,353,2178,4762,198,1440,2107,3076,536,104
94,3,3,3,3,2,3,0,63,942,1645,1594,157,17,610,1416,1624,674,60,88,1579,1729,841,155,9,1098,1964,955,264,96,24,838,2535,707,267,53,1,0,39,3261,1084,17,0,0,51,3491,845,14,0,372,2355,1172,369,125,8,447,1586,1470,655,228,15,190,478,979,1659,1031,64,0,14,110,214,1394,2669,73,2401,1533,338,53,3
95,3,3,3,3,2,3,0,13,189,251,913,365,18,118,247,492,836,20,24,278,429,768,230,2,1101,436,135,45,14,0,223,1231,213,49,15,0,0,25,764,927,15,0,0,34,896,788,13,0,80,517,904,195,28,7,159,757,624,141,50,0,668,352,281,285,144,1,0,0,7,42,292,1390,29,408,771,494,26,3
96,3,3,3,3,2,3,0,3,379,1785,6261,5529,0,130,812,2562,8745,1708,3,720,1960,4329,6842,103,3174,4731,2811,2373,805,63,528,2981,5565,3520,1305,58,0,90,4576,8973,318,0,0,195,5504,7966,292,0,294,1405,3670,5397,2751,440,255,1005,3113,5777,3734,73,3938,4162,2750,2036,991,80,1,50,526,1926,5062,6392,240,1941,4460,5957,1264,95
97,3,3,3,3,3,3,0,318,3388,11105,26019,8844,5,1511,3709,12192,25690,6567,198,3546,8103,16797,19294,1736,2395,7843,9891,14178,14356,1011,850,6119,13053,17318,11045,1289,0,865,22912,24748,1148,1,0,1313,25597,21705,1059,0,729,4767,10553,15178,13920,4527,874,2533,4981,13958,25802,1526,2941,8937,14946,15548,6877,425,6,903,6891,16868,19013,5993,656,10694,17948,13327,5653,1396
98,3,3,3,3,2,3,0,437,3779,8578,12232,3955,147,1009,3948,8682,13791,1404,373,3008,6298,9691,8990,621,3844,8254,7198,6513,2793,379,1183,5785,9606,7534,4329,544,0,280,11168,16184,1321,28,0,397,12786,14536,1235,27,850,3928,7689,8417,6452,1645,726,2162,5925,10263,9237,668,2842,7384,8547,5650,4050,508,1,1065,5239,6439,8505,7732,728,5549,9554,8059,4581,510
99,3,2,2,2,2,2,0,72,4254,26703,205485,994082,0,224,4177,33241,233678,959276,133,5222,28138,99505,291398,806200,1236,1821,5774,27811,299394,894560,1688,10803,62656,184347,331275,639827,11770,152111,158127,265440,405587,237561,13242,168003,149995,252901,418570,227885,965,17389,67713,137854,256983,749692,636,524,2257,16760,209704,1000715,475507,269496,218916,180366,78240,8071,121,1741,91523,760739,351568,24904,8907,160269,265943,248806,465126,81544
100,3,2,2,1,2,1,1,8490,41222,105274,190421,797040,1760,13027,30119,97607,197091,802844,11248,42368,87930,109288,152169,739445,5121,2803,7876,47439,375912,703297,17224,39054,101190,144781,160417,679782,1380,92464,254220,397886,382911,13587,1538,108550,253097,392325,378404,8534,19284,73879,99548,94738,110873,744126,3438,1586,4826,32286,278061,822251,577844,166626,92789,117413,133136,54640,37,3589,314232,593011,193892,37687,45178,175801,137103,105026,445241,234099
101,3,1,2,2,2,1,0,0,0,0,0,0,3,9,7,9,4,24,8,10,32,8,20,27,119,11,7,10,20,1,119,44,12,24,31,1,0,0,22,55,11,0,0,0,28,61,17,0,1,53,146,51,66,96,228,26,29,26,39,121,118,8,2,3,3,90,250,0,0,1,2,67,0,8,70,114,15,100
102,3,1,2,1,2,1,0,0,0,0,0,0,1,0,0,2,9,16,0,1,0,6,32,24,64,14,3,7,3,0,29,40,25,11,7,0,0,0,29,15,0,0,0,4,48,22,0,0,4,7,65,118,103,32,158,66,33,35,34,52,78,0,0,0,0,40,120,0,0,2,0,34,0,3,44,51,4,40
103,3,1,2,1,3,1,0,0,0,0,0,0,9,3,1,3,2,3,12,11,3,6,5,12,62,6,1,4,2,2,79,7,5,6,1,0,26,10,0,0,0,0,32,10,2,0,0,0,47,58,29,17,19,12,157,10,1,4,13,18,53,2,1,0,0,40,110,0,0,0,2,24,5,24,54,9,3,32
104,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,5,7,16,0,0,6,19,16,29,63,5,12,8,2,8,48,20,14,26,4,7,0,0,14,24,2,0,0,0,19,21,6,0,0,2,44,38,37,54,44,26,9,12,29,69,85,1,0,0,0,40,130,0,0,0,2,34,1,12,52,46,3,40
106,1,1,1,2,1,1,0,0,0,2,0,12,19,1,5,2,9,90,45,13,7,13,22,145,128,14,8,1,5,152,121,32,15,14,9,180,132,0,0,0,0,0,174,0,0,0,0,0,99,38,50,91,122,247,202,41,35,38,84,314,237,16,2,2,4,90,357,4,1,2,10,116,4,41,155,83,16,126
107,1,1,1,2,1,1,577,3288,18527,80070,346957,104881,958,2371,10757,47746,250549,241919,989,1137,6514,32103,188619,324938,6210,20440,58030,94205,188544,186871,1991,1658,8331,31660,161342,349318,1,193,3983,23946,69337,456840,2,304,4133,23760,73142,452959,1618,1972,8679,23836,129090,389105,3362,4778,10839,42179,194123,299019,43013,376150,87550,33433,13415,739,157583,250950,105679,28746,8419,2923,1445,17281,36028,56498,148425,294623
108,1,1,2,2,2,1,1040,13086,30550,93482,274221,151374,2495,11636,23233,66207,256614,203568,807,9220,21900,63824,254330,213672,12284,25307,52887,72281,155557,245437,4997,6103,15320,57963,236838,242532,0,1616,24845,109559,235339,192394,0,2249,24791,109523,239800,187390,3904,8304,19392,46301,184022,301830,9030,11891,16470,39817,220291,266254,44587,215727,159696,103750,37774,2219,71327,251250,164259,48701,19999,8217,2670,27132,92705,130300,169611,141335
109,1,1,2,1,2,1,430,4717,54365,128742,155685,47449,1084,4251,26822,93412,175705,90114,350,4396,23329,73066,179127,111120,5542,6215,12330,30543,121141,215617,1220,3139,17047,61935,156022,152025,14,2032,33556,104133,150163,101490,14,3048,34966,100892,155540,96928,679,3550,15433,47542,134638,189546,3851,2964,4890,20760,206447,152476,6089,109793,101009,104346,65497,4654,74800,188793,87192,26618,11455,2530,2195,47162,98118,82182,85381,76350
110,3,2,3,3,2,2,3424,63203,155758,294254,477641,274867,7383,32963,98410,225130,510388,394873,3610,35840,82173,177738,514583,455203,28266,56122,79510,136909,416537,551803,5776,18326,55271,138804,387322,663648,187,50946,189106,273266,473024,282618,214,67504,187204,262335,493684,258206,3635,21336,51394,111493,299862,781427,17647,16952,40722,111488,560112,522226,43668,522779,321944,201439,142993,36324,346575,617582,208689,61685,27189,7427,14082,95979,176452,213403,278962,490269
111,3,1,2,1,2,1,0,0,0,0,0,0,2,1,0,1,1,2,4,8,9,3,12,6,111,3,1,4,9,5,126,41,6,10,20,0,0,65,1,0,0,0,0,70,6,0,0,0,9,80,84,51,40,37,184,12,34,32,16,44,50,0,0,0,0,130,280,0,0,0,0,8,0,4,75,73,7,105
112,1,1,2,1,2,1,270,1877,15566,102186,635924,1234964,467,1250,4950,35148,396821,1552151,221,1455,6041,31090,290462,1661518,3718,4740,21013,80212,554090,1327014,1622,1847,4290,24856,210872,1747300,1,3529,94207,582204,1065286,245560,2,4256,100005,578296,1072161,236067,678,1848,5418,18554,127190,1837099,1910,1445,2051,9765,252599,1723017,482555,1157532,221724,103909,23341,1726,241317,1226220,457905,49529,10868,4948,1658,14622,85611,184229,568580,1136087
113,3,1,2,1,2,1,45,1597,9908,32502,356606,2170420,64,426,4874,19231,198941,2347542,134,2241,6671,19031,162470,2380531,1172,3655,8748,40792,251300,2265411,378,991,6229,25295,149262,2388923,0,322,23030,602914,1232862,711950,0,517,25950,597984,1265609,681018,243,1743,6319,17303,90345,2455125,342,558,1491,5420,117211,2446056,1302117,1027879,155747,59037,21044,5254,71952,728573,1118119,614096,35845,2493,1775,21757,78944,241575,1769477,457550
114,1,1,1,1,1,1,0,0,0,0,0,0,8,0,0,0,2,4,15,5,1,6,3,5,72,0,1,6,3,2,80,10,1,8,5,1,2,30,0,0,0,0,5,27,0,0,0,0,43,27,14,14,12,9,89,6,9,2,7,13,41,0,0,0,0,70,130,0,0,0,0,17,0,0,57,30,1,30
115,1,1,1,1,1,1,144,1448,3333,8646,53165,3101589,495,1963,3807,7874,35150,3119036,128,1447,3749,9922,43846,3109233,14766,11707,12152,24803,202768,2902129,4520,7590,10766,18729,107272,3019448,275,3303,21911,75014,1122763,1945059,318,3986,24082,71976,1158826,1909137,732,4152,8393,14525,54494,3086029,5811,4983,5394,7748,33943,3110446,2499473,607118,46493,11312,3495,434,1417,180189,1085691,1705420,174206,21402,940,6034,34685,236493,2238133,652040
116,1,1,1,1,1,1,81,1167,8674,41991,321048,817245,310,1487,6299,26199,190655,965256,116,1665,7570,28939,173810,978106,4755,7132,13634,32884,177372,954429,1219,2974,7620,28323,148290,1001780,89,14249,83385,213680,622241,256562,98,17501,88598,205202,636307,242500,356,2675,7497,22652,105155,1051871,2484,2670,3788,10583,118062,1052619,162113,714127,197812,84173,28961,3020,121620,498635,458566,89601,18183,3601,1457,26657,90155,210308,477843,383786
117,2,1,2,1,2,1,9656,24529,54842,141884,270273,69471,9968,16461,34822,81064,261262,167078,4706,11767,25032,54920,236358,237872,32517,36384,62552,103940,181431,153831,9450,9276,16029,39157,130708,366035,1260,11708,33753,102703,299543,121688,1288,12965,34782,100848,304626,116146,4583,8822,16556,33596,111386,395712,22687,16668,24866,56684,218647,231103,37336,357610,108806,38982,23554,4367,277054,192051,60614,19799,12888,8249,1532,15776,33821,56773,105137,357616
118,1,1,2,1,2,1,1527,10901,32756,111935,553851,666134,6209,13778,27923,87194,507682,734318,2920,12517,29429,85611,511408,735219,20926,37122,72501,168771,531832,545952,7288,10151,18907,51065,253387,1036306,214,9253,40703,178921,856532,291481,235,10569,41474,177756,880512,266558,4916,9884,19761,43791,181078,1117674,16284,15096,24515,63549,455025,802635,56059,781894,397212,103799,33120,5020,347035,736380,230519,40078,15243,7849,3414,19024,68918,151699,355820,778229
119,3,1,2,1,2,1,1551,8566,32252,139807,466873,304906,3302,8067,21885,78320,434115,408266,1425,8372,22389,71536,407098,443135,13632,35909,76545,162608,407928,257333,4095,6276,14957,44804,204163,679660,3,4163,32691,128641,558671,229786,2,5065,33086,126531,581718,207553,2766,6477,15092,37520,157687,734413,8360,10390,22738,70135,395505,446827,41312,594503,213520,73571,26901,4148,334497,429214,138821,33815,12718,4890,2316,14820,48874,103213,200655,584076
120,1,1,2,1,2,1,1809,4603,15106,86078,418292,285137,3916,3403,12157,64133,421371,306045,4721,5604,14078,68128,431834,286660,11374,24645,74651,120753,278811,300791,7792,4077,9056,34424,263315,492361,0,7000,13291,49736,382283,358715,0,8120,13237,50623,414215,324830,7588,5140,11951,32829,208989,544528,8046,3242,14810,69997,363811,351119,27911,374893,250106,119256,33962,4897,198603,397158,166522,29630,9262,9850,7998,18991,79629,140485,188102,375820
121,2,1,2,1,1,1,1651,16830,86369,152110,278595,85361,5308,31156,91283,113680,256147,123342,5024,52485,73345,114404,242468,133190,15535,21262,55326,121032,269357,138404,7216,25079,83065,111889,213074,180593,0,3234,66102,163428,264241,123911,0,4321,72070,158812,276067,109646,8722,35044,70669,103534,211695,191252,12096,10296,33976,114878,294429,155241,14757,183988,158413,129639,102006,32113,122335,165528,161761,111873,48497,10922,13857,99258,128019,130357,107906,141519
122,2,1,2,1,2,1,272,13035,60338,161148,533694,395505,1141,17784,53709,125617,515364,450377,1715,21413,48414,115309,513815,463326,12344,39197,97604,218416,501423,295008,4840,6930,28589,90245,274112,759276,8,8187,73554,505768,492378,84097,11,9698,77867,506525,497351,72540,4603,11807,32256,72456,253137,789733,6109,9777,33449,127230,523695,463732,41549,629939,313017,102791,60723,15973,430856,491743,166160,47154,19557,8522,5748,37918,77014,125737,223117,694458
123,2,1,2,1,1,1,2395,14723,28681,88743,277952,120581,7702,12995,22307,68984,276696,144391,2839,9948,18684,55917,298814,146873,27403,64936,111066,150750,136954,41966,5992,8285,14075,38797,157912,308014,1133,20433,72083,268370,166566,4490,1282,23401,76255,266171,162788,3178,3282,7704,12551,26405,122028,361105,17444,18668,38277,100046,239712,118928,50447,348779,102472,23469,6957,951,191354,220351,80422,25615,11148,4185,611,5707,15312,31283,81538,398624
124,2,1,1,1,1,1,123,967,6824,48805,267847,90940,393,1925,9090,39175,225222,139701,642,2163,7264,27423,192297,185717,8225,19884,52673,123887,177784,33053,2859,3364,10730,34024,111266,253263,2,2077,9527,84741,258542,60617,2,2710,10453,87010,264476,50855,2102,2236,7714,27347,117512,258595,4298,5137,12855,42381,211638,139197,38320,292214,61681,16485,6463,343,188865,106347,53707,36738,23789,6060,1808,5608,16781,47089,77447,266773
125,2,1,1,1,1,1,25,26790,128305,144522,177057,16824,955,51373,107458,133697,174603,25437,3722,30889,70084,137573,196438,54817,109145,74931,66963,107815,120608,14061,13382,47225,97782,89808,111316,134010,0,3065,15612,72966,206918,194962,0,3518,17320,73293,213393,185999,6585,25151,84249,118494,128053,130991,38861,64333,76347,109970,165761,38251,51945,233440,114094,52562,35384,6098,141182,98927,79613,84972,70806,18023,5252,22813,54780,128331,123921,158426
126,2,1,2,1,1,1,15031,40319,129297,262789,332322,66337,23878,52992,114161,206035,352871,96158,23695,41215,87036,168990,387535,137624,43271,64357,130107,247487,293170,67703,26136,10274,37216,119135,283042,370292,193,30555,101796,478429,231085,4037,203,32610,109789,473913,226765,2815,25350,17392,47764,107811,309084,338694,30884,26427,82518,210009,371776,124481,34051,308620,284072,122734,76465,20153,391459,283633,110398,25185,9614,25806,23749,40574,74022,102891,171244,433615
127,3,1,3,2,2,2,561,13035,93769,213482,245084,45338,1508,32792,130894,158748,224463,62864,3922,48314,124684,152508,197110,84731,14398,41581,99068,168069,221249,66904,8623,26676,115832,173474,164879,121785,0,4263,120664,253459,182078,50805,0,5213,125492,246677,185129,48758,8867,33271,99392,155692,183206,130841,8481,18451,63542,164475,265610,90710,17531,162371,145113,136457,125894,23903,109394,100725,163050,152557,70146,15397,14518,121682,145666,116878,78132,134393
128,2,1,2,2,2,1,341,24508,109365,229343,316130,76091,581,15368,61280,151714,392334,134501,648,13494,35291,126513,387648,192184,23753,61333,105116,175644,282978,106954,4285,12278,56220,134655,285727,262613,233,6630,39818,80270,254153,374674,244,7040,41251,75862,269550,361831,2420,12424,48209,128837,292643,271245,8934,21642,52301,114871,351157,206873,29369,345310,251505,93792,27505,8297,214667,133454,228598,127771,42467,8821,3568,38373,108666,202909,146776,255486
