census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13
36,2,2,3,3,3,3,6,44264,59527,27876,17119,13798,10142,8101,6066,4388,3057,750,65,18685,80776,32155,17482,12876,9833,6833,6490,4471,3376,1679,489,14,78542,46680,23343,12828,8511,7193,5859,5026,3930,2132,888,217,10,4579,5141,6141,6803,7232,7684,8712,9956,12667,17293,27809,48527,32615,34697,79009,27039,16750,12158,8711,6798,4708,2895,1611,655,127,1,7,155537,30774,6786,1586,444,25,0,0,0,0,0,0,7,154451,31131,7540,1583,420,27,0,0,0,0,0,0,63450,46329,23748,14447,10698,8377,7342,6768,5935,4621,2550,832,62,4350,3458,6341,11283,21382,34260,44340,32303,23077,10615,3440,301,9,1610,1120,1970,2811,4029,5000,5649,6255,6663,8167,11661,23210,117014,3,90,527,1073,2104,3613,5878,9596,15034,25304,48414,81679,1844,92714,42763,15501,9829,7564,6389,6008,5591,4075,2227,1299,874,325
37,2,2,3,3,2,3,855,70331,82676,45573,29314,23306,16014,12527,10053,8518,5485,950,20,26243,110574,54875,31980,23213,17148,12627,11307,8464,6157,2438,593,3,99104,78151,41361,23557,16082,13693,10954,9982,7482,3705,1292,258,1,5728,9376,11143,12088,12701,13763,15369,17506,22056,30072,47576,70477,37767,28913,122373,49204,33063,24516,17696,12680,8204,4909,2653,1138,257,16,0,204772,74024,19233,5591,1567,352,77,6,0,0,0,0,0,205062,72733,20756,5124,1547,313,82,5,0,0,0,0,70688,72508,43119,27239,20534,16789,15254,13674,11504,8301,4550,1333,129,3201,6145,11774,19819,34539,54961,68541,51796,36604,14081,3827,331,3,1352,3043,4297,5867,7275,8524,9321,9801,11317,14324,21948,42105,166448,9,95,570,1528,3249,6762,12509,20680,32914,50841,87507,87875,1083,117185,77104,29436,18282,13723,11609,11191,11560,7710,3694,2212,1623,293
38,2,1,3,3,3,3,23196,87423,80721,60618,47339,34538,23965,16278,10725,7008,3511,1218,55,56393,98098,72411,50923,37383,27004,19655,15336,9899,5802,2719,969,3,62142,104714,77400,46801,32885,24622,19068,14318,8521,4015,1629,480,0,36735,38539,35102,31695,29095,27795,28065,32261,31742,32622,35903,28784,8257,20546,89414,70737,57189,46662,37597,28804,20148,15114,7948,2234,187,15,0,196018,151438,33910,11555,2978,624,71,1,0,0,0,0,0,194343,152629,36264,9032,3529,721,76,1,0,0,0,0,31536,68828,69101,53382,41876,34712,28559,25035,20413,14240,7450,1427,36,56276,34218,34021,35936,48690,55736,53374,40655,24740,10206,2396,347,0,1629,1525,2860,5456,10147,17389,24290,30212,36986,48102,60666,70959,86374,346,4145,12145,19517,25472,30053,34524,42280,55579,67546,66406,36798,1784,40161,76312,54547,48791,42081,34888,27867,21914,16401,11938,9990,8882,2823
39,2,1,3,2,3,3,686,6019,23115,25887,28360,24704,13480,9975,8099,7154,4182,755,18,3281,21475,37675,28510,18818,12656,9587,7476,6004,4645,2001,306,0,11497,47350,32161,17982,12590,8773,6732,6482,5328,2700,764,75,0,3568,6204,7474,8523,10037,11962,14167,17315,15945,15304,19878,16208,5849,3994,41833,31657,20879,16122,11158,8056,6350,6293,4903,1109,79,1,0,74978,47307,13055,10328,4921,1553,264,25,3,0,0,0,0,76598,46842,13627,7590,5810,1693,245,28,1,0,0,0,10531,36438,28204,21361,13729,10730,7425,6866,6774,6255,3694,424,3,4404,5537,8017,9981,15064,27380,25550,30198,16407,8049,1760,87,0,1068,590,973,1965,3413,6009,7203,8539,11201,14987,21309,32129,43048,144,1323,2968,4386,5341,6313,7989,11085,16600,25595,37128,32481,1081,22003,42443,22922,17178,12532,8863,6777,5886,5070,3401,2542,2299,518
40,2,2,3,2,2,3,276,1070,4430,7464,10413,25546,31926,27464,15015,5507,3409,726,6,861,9310,17127,32987,31037,20109,11203,5025,2455,2160,922,56,0,10635,48618,41210,15368,6963,3647,2180,1814,1674,971,150,22,0,722,1050,1132,1512,2217,3348,4746,6596,10192,17083,29926,39424,15304,5046,80021,24352,10442,5252,3028,2122,1690,902,277,109,11,0,0,124807,6704,1228,373,126,14,0,0,0,0,0,0,0,124713,6794,1290,309,135,11,0,0,0,0,0,0,24248,57928,23463,10694,5800,3407,2364,1816,1670,1388,416,56,2,263,874,1152,2519,6106,14415,25118,34910,28677,16227,2943,48,0,37,323,425,796,1268,1474,1582,2009,3092,5436,12221,39702,64887,0,4,27,78,226,434,886,1964,3843,7630,20683,97302,175,60244,49001,10074,4706,2861,2061,2010,1519,562,160,48,6,0
41,2,2,3,3,2,3,6607,140177,65212,59851,49618,31185,17599,14030,11505,12844,9150,911,38,49155,162438,86375,39182,21962,15132,11051,9984,10278,9195,3465,499,11,180010,118512,41005,19178,12674,10320,9567,10261,9826,5688,1500,183,3,10060,10321,9154,9357,10956,12136,12543,13253,16796,25577,51559,126616,110399,58261,208051,58021,31592,19820,13477,10510,8968,6091,2824,925,172,15,0,243939,128688,28178,12362,3806,1402,309,41,2,0,0,0,0,240136,132256,29567,11172,3943,1283,326,43,1,0,0,0,143702,121033,48714,24570,17293,14243,12343,10940,9767,9696,5310,1057,59,6782,7490,8970,12355,20776,39378,69851,106339,96831,41292,8249,410,4,3264,4984,5264,7400,7731,7130,7088,7894,8933,11284,17578,39322,290855,8,137,793,2171,3922,6407,11059,18415,29115,49562,112603,181494,3041,236023,86838,23406,13920,10724,9353,11275,12327,7997,3340,1960,1351,213
42,2,2,3,2,2,2,0,60326,119204,40207,17454,10241,6433,4853,3980,5293,5317,673,20,3416,142186,63979,21539,11284,7739,5396,4048,3593,5100,5165,556,0,121527,90121,22845,10068,6464,4544,3504,2916,3528,5362,2860,262,0,935,1060,1355,1864,2639,4201,5860,7345,9038,14961,34239,97807,92697,25548,163198,33610,16050,9968,6849,4750,3944,4734,3946,1152,237,15,0,105687,134221,19239,10389,3305,947,195,18,0,0,0,0,0,99444,139027,20966,10346,3136,863,200,19,0,0,0,0,108192,80836,29595,13941,8612,6272,5280,4538,4005,4423,6490,1695,122,773,697,987,1549,3134,8442,26443,59507,101547,60807,9670,445,0,280,651,1485,3499,3730,2931,2921,3240,3906,5244,8873,22704,214537,15,53,125,387,1253,3435,6449,9748,14041,25245,67318,145271,661,179026,52590,12826,6794,4862,3600,2983,3153,4742,2621,653,146,5
43,2,2,3,2,2,2,8,37470,70562,72814,58804,56492,55560,55468,61899,59585,45988,30409,1307,5629,83261,76559,52308,54176,75329,60725,55674,49403,34564,36369,22081,288,64755,110522,85143,70301,66158,52695,44134,30966,26840,22230,20456,12074,92,3565,2071,3319,6390,11263,16614,29829,49965,72784,109489,141550,124561,34966,16526,205145,82216,65568,62223,52902,39873,25929,20378,16795,12241,6016,554,0,74041,192999,140307,123986,45174,20577,7327,1488,351,116,0,0,0,74267,203517,153771,91018,52690,22039,7039,1554,349,122,0,0,87408,122749,83379,85868,62019,40672,28841,22514,18507,18044,19320,12750,4295,3017,1298,1923,3800,11666,28707,70214,139499,158912,116462,53216,17523,129,1624,5215,10158,11318,13245,15973,21500,31093,45257,65615,97737,120659,166972,1,16,130,554,2206,8263,22313,39766,61766,87809,134256,246848,2438,141387,170438,110616,69432,37228,22051,15000,12885,11307,8424,5961,1590,47
44,2,2,3,2,2,2,0,3773,22770,51656,47222,45252,42107,31268,20453,14249,14816,9009,59,9,18538,39248,44315,48352,50420,31402,21901,15244,11441,14707,7034,23,13296,46618,64623,60074,40133,22483,15158,9664,8162,8345,10008,4058,12,908,1100,1116,1864,3167,5493,11453,23923,35911,53630,75355,68394,20320,978,83253,73409,46744,30855,19812,13575,8904,7491,7889,6686,2858,180,0,48778,141357,69517,28117,8744,4405,1607,109,0,0,0,0,0,48787,148386,69217,19575,10320,4716,1517,116,0,0,0,0,16750,66548,70440,51181,27587,17066,11405,8999,6889,7108,9584,7133,1944,573,608,884,1356,2852,7707,20724,65901,95826,78681,21758,5738,26,176,1548,4286,6061,6607,6462,7517,9572,14385,25392,56804,95601,68223,0,4,68,483,2144,6705,11944,16445,27092,48381,89612,99286,470,51738,122803,52200,25283,14282,9126,6536,5637,6187,5179,3113,548,2
45,2,2,3,3,2,2,0,14532,50633,32541,20515,14541,10413,7242,5459,5188,6120,1879,48,79,54127,35909,19383,14224,12037,8866,6736,5344,5063,5967,1364,12,42980,51075,23327,13401,9325,6572,5706,4137,3872,4335,3746,635,0,592,909,1439,1818,2306,3379,6000,11607,15684,20130,26061,43350,35836,5058,85657,25897,14580,10197,7034,5426,4188,3932,4169,2430,539,4,0,25820,75195,38787,18335,6042,2903,1541,451,37,0,0,0,0,22330,80676,40151,14026,6916,3037,1480,468,27,0,0,0,43688,45582,23065,14771,9905,6723,4944,4241,3818,3999,5339,2789,247,391,578,857,1291,2466,4985,13250,36057,57669,42073,8575,918,1,137,579,1497,3272,3712,3132,3303,4182,5919,8829,13829,26071,94649,5,33,106,481,1684,4027,5638,6814,10271,18703,42934,78132,283,73980,44976,16456,9336,5912,3927,2903,2852,3719,2698,1511,769,72
46,2,2,3,3,2,2,0,32863,81740,75482,59501,37093,23532,17909,14887,14524,19730,13672,181,1137,94531,91716,54042,34734,23721,17274,14450,12562,13702,20434,12667,144,67059,124816,65749,32417,19669,14149,11341,10016,9995,12222,15089,8462,130,1534,3129,3365,3228,3444,4872,7858,14349,27321,54884,93950,122978,50202,8926,161562,70330,39088,25718,18767,14101,11612,10985,12807,10694,5714,810,0,20662,269923,45280,24638,14807,9294,5567,833,105,5,0,0,0,14476,271434,50945,24668,14128,8764,5818,764,109,8,0,0,58266,103931,66105,39895,25255,17586,13687,11379,10251,10938,15299,13302,5220,1096,1819,1885,2308,3252,5889,20814,71823,146685,93333,30582,11424,204,679,3705,9391,10536,9022,7541,7495,8410,10799,16640,32509,76535,197852,6,45,101,630,3548,12794,19158,21655,30465,54948,123147,123992,625,134529,124526,43004,21316,13158,9586,7764,7644,9545,9037,7407,3378,220
47,2,2,3,2,2,2,19,27625,55735,52548,35946,23492,15085,11569,9240,8358,10103,6072,159,1632,73459,62741,31777,20744,14316,10537,8981,7416,7814,10197,6272,65,58442,88150,38305,17767,10766,7887,6015,5199,5231,6839,6938,4375,37,235,460,590,784,1054,1781,3731,6364,10534,23009,51153,96786,59470,10639,118847,42790,22617,14589,10190,7789,6206,6287,7080,5280,3163,474,0,34859,174889,26778,9922,5516,2696,1081,194,16,0,0,0,0,30921,177411,29026,9314,5284,2723,1070,192,10,0,0,0,53147,75684,40120,22816,13883,9474,7105,5732,4933,5934,8522,5946,2655,241,377,364,499,978,2481,10184,40609,96037,77339,20417,6338,87,24,766,3576,4449,4725,4313,3908,4324,5737,8750,16883,40971,157525,2,22,197,727,2732,7312,9472,10989,16017,31379,78184,98710,208,116899,72553,22599,11215,6859,4668,3791,4168,5153,4282,2984,774,6
48,2,2,3,3,2,3,0,268,19527,72567,87654,81997,52273,31642,16413,10440,10618,3184,241,151,40681,116978,87947,53875,32859,19803,11657,8106,8056,5721,899,91,39010,158338,85524,38758,21169,12902,8587,6824,6931,6241,1987,508,45,604,4775,5618,5661,6001,8309,11574,16411,25530,44364,80875,114850,62252,11480,203010,75452,36674,20357,12612,9257,7685,5441,2998,1377,374,107,0,326394,51221,7747,1185,237,40,0,0,0,0,0,0,0,325095,51676,8700,1099,222,32,0,0,0,0,0,0,61946,143677,73972,36726,20569,13182,9419,7775,7542,6644,4148,998,226,1554,4120,3544,4243,8126,20425,51302,96286,107802,73464,15010,882,66,36,964,1770,3344,5111,5810,6459,8134,11102,17194,33264,86852,206784,1,31,190,866,2253,3904,6198,9862,16255,33703,93208,220027,326,165138,133055,34116,15740,9458,7424,7049,7436,4127,1755,1058,425,43
49,2,2,3,2,2,3,0,8889,77003,91611,50262,27959,17808,11982,8097,9620,8489,1830,34,4117,99884,93147,39359,24106,16192,10017,7753,7685,7253,3363,700,8,54889,137263,50073,23188,13044,8319,7235,7110,6744,4093,1323,300,3,4647,7576,7482,8295,10964,14447,18578,29057,35657,41385,59208,54873,21415,10445,162569,62488,31605,17333,9853,7242,5434,3682,1887,897,145,4,0,254265,44047,9588,3738,1280,462,146,47,8,3,0,0,0,256305,42939,9469,2634,1514,536,128,48,9,2,0,0,67673,107290,52147,27082,15779,11674,8990,7186,6797,5317,2615,947,87,2632,4353,7881,12123,29175,50238,72952,64911,42878,20504,5610,324,3,1582,2782,3707,5219,5685,5454,5527,6545,8999,13168,24400,62494,168022,2,32,140,374,1129,2837,5533,10705,20195,41877,100942,128804,1014,92070,134280,31077,15222,9651,7158,7129,7217,4756,2366,1564,930,164
51,3,2,3,3,3,3,1136,7861,16028,14083,23963,23784,23826,23199,14263,7885,4426,1481,92,3951,17635,21595,23836,26781,22243,17451,11683,7569,5622,2986,674,1,4634,29024,35616,28437,20720,14455,10165,8428,5720,3310,1303,215,0,8137,12514,9906,9509,10370,13335,16921,20565,15800,14581,13550,11508,5331,4895,28172,34433,26299,19971,15032,12360,9541,6882,3631,783,28,0,2,66744,41447,22816,17205,5780,3269,2108,1310,848,475,23,0,2,67647,41070,26245,11959,6855,3594,1932,1451,898,349,25,0,5597,28388,33469,25871,17511,14624,11081,9395,7352,5629,2704,404,2,9595,12066,10365,9382,11142,20519,24365,26861,19996,14155,3339,242,0,1429,933,1407,2246,4047,6337,9677,13091,17412,23971,33133,34141,14203,871,866,2268,3883,6182,9413,12012,15756,20047,26321,29964,32081,2363,10187,36083,28134,22546,19349,15663,11592,7748,4758,2850,1733,1138,246
53,2,2,3,2,2,2,399,16942,53669,154480,95019,38110,18611,11835,9175,7358,9725,2507,75,3346,115178,163069,59617,24448,14680,9379,6959,6031,7097,7018,1054,29,135333,181410,42794,16269,9509,6542,5174,4641,5431,6783,3473,537,9,989,1505,1823,2249,3236,5325,7438,8180,10669,19397,50334,151557,155203,27366,256370,60031,24792,14145,9300,6601,6099,6432,4458,1687,558,66,0,254925,132300,19550,7640,2513,846,124,7,0,0,0,0,0,250477,135471,20958,7685,2437,740,131,5,1,0,0,0,142224,147992,49853,22234,12918,8796,6984,5748,5336,6560,7235,1785,240,980,1287,1151,1823,3459,8864,30750,89153,153857,108456,17143,961,21,70,735,1746,4424,4773,4158,4066,4543,5482,7695,13341,37767,329105,3,55,224,786,2088,3821,6777,10349,16374,32275,97192,247236,725,273256,86588,18664,9573,6336,4711,4215,5443,5591,2408,877,236,7
55,3,3,3,3,3,3,0,0,98,734,1114,1278,1550,1874,2163,2398,2334,263,4,0,328,1025,1345,1577,1556,1745,1847,1869,1727,709,80,2,1,610,1377,1558,1753,1808,1869,1901,1620,913,367,31,2,673,2943,2865,1926,1261,944,755,647,585,582,416,180,33,207,863,1883,2224,2375,1950,1468,1112,840,557,279,50,2,0,1558,7836,3344,931,140,1,0,0,0,0,0,0,0,1498,7533,3768,882,129,0,0,0,0,0,0,0,169,379,1272,1464,1603,1867,2007,1836,1450,1014,591,154,4,593,1275,1712,1653,1716,1732,1431,1472,1185,622,376,42,1,159,515,1103,1185,1717,1923,1897,1482,1261,927,846,604,191,3,12,122,382,567,777,1009,1150,1650,2639,3595,1745,159,138,705,913,1201,1587,2124,2434,2241,1403,701,295,66,2
56,3,1,2,1,3,1,344818,47799,25750,13120,8405,8493,6727,6853,5288,7886,12383,26581,428442,280545,67608,38581,19401,16503,16263,12610,9670,11581,9567,16135,38730,405351,202724,95379,55141,36905,24755,18887,17233,15819,13241,13893,19659,50613,378296,146569,89221,71274,46646,44148,38227,25605,30458,28923,21370,22576,23155,354373,407166,159390,78278,54488,42664,36020,35445,31641,32001,28531,20616,8914,7391,553369,153518,77435,46238,38659,23080,17647,12216,8184,5589,4316,2114,180,553127,155224,78521,50550,27119,26263,19645,11328,8998,5905,3464,2214,187,276772,169727,116406,78966,56927,45131,38545,37414,32739,35634,29654,16393,8237,237117,86746,45061,36582,20906,17738,17070,17685,14698,13410,19074,36996,379462,234853,108236,46331,37674,43367,28037,31539,30878,42033,59501,82690,101755,95651,35526,45750,46558,44195,40720,37310,32521,29660,29450,29622,29218,71717,470298,432273,109178,89948,66062,54590,46230,38070,30127,22896,15864,12020,12735,12552
57,3,1,2,1,3,1,501133,65887,30092,22003,9399,16159,7210,6927,12449,15820,17599,34304,173574,407283,71820,58849,31755,13771,21573,17326,7794,19555,17447,29977,52337,163069,317131,77286,66368,36925,33181,30459,35269,22929,25452,30111,35025,55010,147410,299672,98144,68357,36237,50106,33623,33133,31139,40228,33316,30282,27571,130748,330680,102591,58373,44164,41500,31381,45859,36054,40730,49702,46948,43464,41110,345441,333329,102374,52563,35859,17667,11137,6749,3783,1944,1184,440,86,347548,333876,102962,56067,26026,20137,12211,6178,4139,1976,896,454,86,282238,99021,75242,50696,44966,41658,30615,36837,42156,45970,57312,57639,48206,368682,79336,41330,40883,38453,34719,29827,24696,20489,22808,29225,41804,140304,247283,70552,38413,26218,31681,30515,36398,29771,32601,41712,66880,112810,147722,170719,60400,47467,39523,36295,32236,29987,29617,32162,40004,54634,122242,217270,169733,151113,83674,57626,48422,42773,33806,30380,28763,27777,30604,47177,160708
58,3,1,2,1,3,1,147852,19918,6369,2757,1436,954,706,610,721,867,1262,2992,27575,119195,26642,14358,7965,4561,3010,2081,1413,1264,1164,1885,4781,25700,95295,28129,19407,12577,8590,6072,4437,3103,2383,1984,2691,16349,13002,41113,26963,19358,17071,15955,15682,16195,13939,11657,7688,4502,3543,20353,59776,42498,23000,15641,13347,11950,11525,10806,9649,8065,5575,2046,141,39106,97706,34084,21096,12376,6912,2013,568,123,32,3,0,0,38398,97549,33374,22752,12652,6634,1926,566,131,34,3,0,0,57281,39961,24954,17994,15482,13495,11960,10363,8795,7334,5170,1165,65,87499,30632,19182,14427,10839,8149,5901,3960,2705,1919,2151,4534,22121,7072,6371,6176,6080,5936,6977,7943,8297,11005,17162,26382,36921,67697,28254,25408,20739,16866,13635,11424,9762,9091,9117,9516,10537,20585,29085,23764,57431,33769,21244,18130,14800,11289,8649,6519,4586,3790,4098,5950
59,3,1,2,1,3,1,268981,82932,34514,15863,6889,5934,3134,1703,1077,976,1165,2291,24898,177130,85515,59947,28170,21756,20952,10876,7308,6283,2864,2538,3346,23672,103121,89650,72219,55226,36144,22417,18622,13102,7356,3830,3021,7203,18446,60748,79486,77180,49039,44506,37215,21398,24170,20169,8371,5732,2194,20149,53919,80306,53452,48260,42470,41651,42666,34148,27498,16686,7666,1444,191,26828,68244,80228,75296,76860,50746,36172,19866,10035,4353,1503,216,10,26831,69291,82775,84688,53660,57713,40175,18511,11014,4348,1100,240,11,48587,64922,61487,55605,48841,45689,39692,34823,23215,17696,7643,1988,169,141824,90120,53854,45499,25520,20395,16161,15919,9010,4634,2515,2802,22104,6684,5326,5784,6862,10046,17719,29982,45954,61550,68330,65625,59794,66701,24238,49209,59876,57621,53047,45441,36435,30866,25822,20146,12451,8571,26634,23925,40857,49363,49037,53128,56406,52349,43858,33130,20414,12590,9906,5394
60,3,2,3,3,3,3,127934,92827,40148,23282,13051,15702,12432,9344,6898,6032,5946,3651,168,66900,49401,80196,39354,26041,25992,16446,13533,16544,10129,9088,3790,1,49319,74206,58065,44394,32186,22934,21747,20080,16072,10519,6439,1453,1,31987,37811,43621,34943,37926,40062,26491,34857,34882,17168,14369,2941,357,32714,42405,45614,38051,33603,34118,35973,29876,26832,20635,13717,3599,278,11912,49694,37838,32405,62258,52890,41618,26474,18523,11716,7803,4082,202,11736,50618,38176,39803,43781,59370,46087,24462,20592,12048,6300,4230,212,30915,46541,46184,37260,33387,33845,32240,30730,23770,22933,14077,5350,183,51976,46227,40749,49645,35906,34604,29317,30465,18591,12533,6266,1134,2,2592,3800,4753,8101,13080,19204,26862,34349,42244,44648,49298,68041,40443,9236,19056,32481,40842,40219,35363,30428,27121,26202,28807,31516,29756,6388,7506,53756,44480,34993,36150,38778,37008,32607,25766,17265,12764,11766,4576
61,3,1,2,1,3,1,260612,189335,85092,39441,19831,13630,8967,5736,3472,2307,1569,1203,796,176391,172478,110584,53686,35998,28884,18362,12471,11164,6308,3650,1597,418,110412,147607,116375,81759,55279,38094,30965,22347,15325,8934,3673,1221,0,90710,114367,101358,73272,66711,54667,42184,34884,26029,16452,8387,2253,717,64116,104332,72543,64843,59085,55845,56647,48889,42077,34469,22426,6091,628,762,74153,119390,122163,91506,76292,62930,42246,23081,10599,5911,2863,95,695,73830,120058,132967,72656,80863,66959,40135,25155,10783,4802,3000,88,87371,83378,72802,72399,65294,59300,52672,46332,35974,30845,19066,6277,281,176576,134022,91964,69391,43941,33323,27339,23799,16106,10117,4289,790,334,7918,1834,2339,5682,13543,30287,54296,75346,86994,92853,99071,110428,51400,43257,65758,72106,70076,63929,53988,44967,39885,38365,40794,49264,42033,7569,4113,75243,76155,62366,64104,67251,67945,63865,54326,39138,27688,21618,8179
62,3,1,2,1,3,1,381493,108585,53283,34793,17234,18349,12059,10294,14951,16345,22300,33389,117155,299147,101753,76368,42798,22376,27263,20829,14322,20485,21480,33674,54212,105523,211981,102112,82870,50819,42514,36668,36417,28946,30118,33739,39217,51934,92895,262234,99068,64958,42541,44477,35409,34472,31641,38770,33111,34345,31607,87597,248520,91489,57626,46387,45403,38842,47359,42815,46109,50826,48406,36889,39559,265078,309843,130028,63518,35400,16915,8985,5073,2748,1496,774,327,45,264245,312391,129962,67522,27972,18344,9559,4778,2949,1516,612,334,46,202820,91978,73165,53921,49132,46843,38360,44420,48502,51359,57949,46736,35045,298028,79911,50776,45394,42181,39129,33439,30759,27824,27880,32109,40124,92676,211005,79287,36428,24832,24400,26647,29889,33344,38863,54291,81773,112820,86651,158397,55017,45596,39855,36257,32816,30403,30027,33485,40905,53934,131427,152111,110000,108560,77820,62708,57787,53410,45671,41278,38782,34042,33419,45776,130977
63,3,1,2,1,3,1,120146,54108,24253,14362,4280,4894,1453,1141,1812,2197,2466,5053,28280,108439,47597,33709,15146,5493,7719,4408,1485,3092,2235,3536,6440,25146,84743,49322,36086,16878,13131,9990,8867,4569,4196,4117,4129,6237,22180,57187,35334,27641,14390,22820,15283,14632,13052,15412,10294,7980,7038,23382,72190,37264,23915,17868,16682,11506,16887,11811,12210,13077,9858,6916,14261,46969,109678,62252,25874,13804,4348,1292,202,18,8,0,0,0,47325,111423,62476,26821,9448,5312,1446,168,21,5,0,0,0,68860,36699,31614,21443,18184,15464,9941,11107,11094,9694,9755,7922,12668,94193,36988,20831,20434,18110,14360,10666,7264,4623,4197,4299,5613,22867,22358,8953,5172,4279,5441,8039,10988,13971,19129,28478,42504,61806,33327,35418,19063,16412,14582,14367,12242,11270,11371,12179,15070,20304,55794,26373,19655,57638,38234,27550,24069,20299,17291,12070,8907,6887,6194,7374,18277
64,3,1,2,1,3,1,166667,78581,42675,30333,15741,12754,5402,3225,1961,796,264,129,17,146187,71060,46349,28635,17541,18295,13069,7564,6281,2622,828,111,3,105799,69112,50594,31518,26513,23149,21274,14499,10166,4818,1049,54,0,67830,60235,40511,27223,31196,25387,24266,23053,24071,17862,12235,4467,209,64594,53352,35040,28019,25749,21381,25432,22860,24776,26292,20463,9173,1414,300,108200,96825,58975,41387,27007,15042,7312,2776,647,74,0,0,302,107800,96117,64111,35623,28357,15627,7054,2909,595,49,1,0,65778,50009,43307,32701,28329,25097,21673,23254,23649,22224,17210,5152,162,122944,55624,32733,29969,27023,24488,21728,17239,13608,9579,3436,171,3,20,160,340,1078,3239,8349,19860,36065,48776,56460,65970,81903,36325,46934,45388,37755,31484,27355,23234,20114,18905,18848,20714,22784,40573,4457,5516,55486,46983,38399,36844,35161,32453,28544,24672,18789,14905,13278,7515
65,3,1,2,1,3,1,122880,37003,12930,6892,3871,2086,1181,693,484,410,485,826,141,114794,32838,14810,8203,5928,4163,3351,2152,1440,810,616,763,14,88629,38419,21054,12102,8383,6796,5323,4059,2663,1416,747,290,1,52949,30445,18692,14722,12550,10420,10797,9744,9686,9120,7599,2913,245,45084,38472,22410,15843,12823,11156,10178,9094,8231,8060,5880,2362,289,499,92024,56345,23794,10598,4323,1746,491,58,4,0,0,0,530,92355,56555,24704,8796,4681,1700,495,61,5,0,0,0,51737,37505,23681,16520,12955,10102,8786,7918,7362,6370,5267,1634,45,83608,32684,17889,12731,11266,8206,7742,5578,4810,3632,1510,222,4,803,921,603,630,1194,2486,5369,10105,15702,22397,34849,57655,37168,20538,18166,16430,14515,13560,12778,11840,11938,12905,13440,14848,25664,3260,1995,37139,38230,26586,21073,17486,13524,10455,7789,5596,4274,3788,1947
66,3,2,2,3,3,2,213945,119639,62843,32442,16690,7025,6586,3787,2853,2886,2841,4683,279,245781,103507,53264,27307,14327,8355,6643,4235,3666,2787,3377,3236,14,230340,103652,59674,28581,16137,11451,8469,6176,4557,3963,2345,1154,0,77828,88523,67080,52354,42277,30703,31211,23727,21479,18794,15281,6427,815,72230,129267,85695,51412,36579,28068,22377,17544,13236,11317,6312,2091,371,1882,100203,112329,166030,73924,12423,5226,2888,1416,156,22,0,0,1964,101801,118040,182793,47009,15013,5542,2676,1522,135,4,0,0,126452,121444,67412,42792,31280,21434,18658,15449,12685,9645,6829,2129,290,163953,120763,53994,28602,31464,22707,22243,13585,8889,5954,3284,1059,2,1994,2752,2525,2316,2669,4412,8511,16019,26982,44577,82796,151194,129752,23241,27541,28423,29384,31840,34185,40707,49122,57538,57890,47862,44826,3940,3034,106058,107913,77785,55491,39819,28048,19187,13766,9250,6844,6212,3092
