census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11
42,2,2,3,2,2,2,14,114602,92804,26103,12673,8370,5143,5051,7273,1911,57,17449,161214,44498,16890,9386,6419,4783,4581,7180,1597,4,151443,71450,17708,8931,5680,4129,3441,5048,5490,681,0,1121,1287,1826,2954,4428,6811,9052,12376,27485,88413,118248,89854,115007,27403,13907,8606,5538,4757,5726,2701,477,25,0,191908,58827,17507,4343,1243,165,8,0,0,0,0,195661,55794,17050,4142,1186,159,9,0,0,0,130283,72326,24552,11888,7914,6208,5255,4674,6850,3827,224,893,927,1466,2806,8506,31618,83468,107917,35026,1373,1,389,909,2767,4642,3591,3487,3905,5114,7964,20231,221002,20,72,257,996,3489,7599,12262,20217,47971,179895,1223,199765,37642,11074,6399,4530,3503,4067,5304,1400,305,12
43,2,2,3,2,2,2,442,61158,83458,79224,68671,59923,71663,71808,60191,47191,2637,15994,104703,72307,74062,64511,77137,74475,45900,41733,34611,933,82970,126637,91501,77882,68026,50167,35163,28960,25813,18863,384,3896,2702,5347,10377,19762,37367,61638,102708,152229,159083,51257,73648,183645,83538,75474,66864,43811,29042,22774,17120,9353,1097,0,133767,236556,140356,56862,29973,7527,1039,280,6,0,0,139205,219289,150242,64930,24036,7352,1050,261,1,0,117844,122107,104442,78071,57389,34295,24197,21534,22594,17742,6151,3242,1614,3344,8234,27671,88635,167481,177836,97108,30726,475,2183,8172,12576,14819,18101,25675,39333,61381,96299,137235,190592,3,30,299,1689,7887,26304,51485,83831,125970,293898,14970,187262,168168,110101,55528,28368,17958,14816,12389,8275,3379,122
44,2,2,3,2,2,2,0,9672,39760,64040,53323,46707,36548,20816,16701,14874,193,497,30588,48495,67693,47277,38373,26552,15122,15354,12590,93,20653,60733,79362,55720,29554,17228,11093,9142,12027,7061,61,1113,1270,1606,2887,6286,14398,30648,50238,77593,86913,29682,8561,107980,69628,42492,25974,14850,9938,8838,9388,4623,362,0,90756,155664,36730,11363,6518,1581,22,0,0,0,0,95406,145308,42303,13093,4996,1509,19,0,0,0,28718,80225,77206,38998,23342,13779,9423,8302,9600,10145,2896,697,778,1433,2302,6144,28481,83420,116210,52781,10274,114,301,2788,5966,7939,7563,8888,12025,20742,46002,106075,84345,0,13,209,1647,6665,14030,21178,39740,80151,134720,4281,81279,117057,44045,20719,11603,7800,6692,7249,4765,1417,8
45,2,2,3,3,2,2,0,34577,49277,29209,18469,12167,7990,6424,6997,3902,99,2082,68075,30947,20583,12923,10374,8157,5716,7104,3129,21,56428,48149,20810,12309,8651,6363,4822,4558,5539,1480,2,724,1312,1820,2445,3852,7240,15007,20458,26579,43953,45721,32751,69774,22810,13804,8988,6109,4790,4774,4197,1095,19,0,66589,63475,25027,7910,4129,1743,233,5,0,0,0,68261,59631,27204,8787,3328,1676,222,2,0,0,56089,42960,22323,12889,8960,5993,4689,4523,5497,4698,490,489,741,1350,2218,4736,17554,47368,67263,25154,2233,5,214,841,2728,4486,3764,3929,5214,8134,13188,25547,101066,8,50,282,1319,4224,6624,8633,14999,33306,98353,1313,88051,38254,14865,8114,4966,3512,3527,4242,2264,1157,159
46,2,2,3,3,2,2,24,61135,98223,76464,46372,30236,19529,17087,20179,21293,572,7978,125587,85310,49842,29013,21546,16410,14325,20231,20386,486,94240,127121,56117,27649,17732,13191,11652,12701,17224,13048,439,2010,3959,3759,4012,5325,9319,19375,42325,89843,139320,71867,45909,155973,62585,35230,23331,16595,13395,13661,14424,8738,1273,0,160087,157410,39269,17006,11996,4720,580,46,0,0,0,168154,150758,38570,16481,11484,5101,519,47,0,0,81312,107755,63287,34884,22444,16166,13130,12105,15073,17708,7250,1428,2112,2646,3175,6231,26226,105188,161323,62951,19282,552,951,6538,12040,11589,9067,8891,10355,14657,27634,72502,216890,9,61,281,2415,12747,22574,26770,44119,99246,181494,1398,171808,107211,36229,18163,11865,9246,9461,11412,9626,5579,514
47,2,2,3,2,2,2,192,46554,69938,46852,28771,19747,12393,10321,11064,9783,336,8665,94198,53430,29961,17322,12893,10015,8520,11049,9714,184,79903,84189,31743,15019,9937,6982,6104,6711,8787,6409,167,301,574,807,1141,1894,4293,8340,16220,43295,99627,79459,39924,109232,36965,19987,12814,9193,7205,7827,7438,4585,781,0,130361,96098,18715,6116,3659,868,134,0,0,0,0,136343,90227,18839,6090,3357,965,130,0,0,0,71142,74926,36638,19644,12070,8353,6488,6211,8492,8407,3580,319,426,522,873,2471,13339,59834,115417,52196,10300,254,50,1866,4768,5668,5110,4677,5323,7765,14631,37754,168339,2,52,443,2121,7583,11134,13713,23886,59675,136803,539,140825,59065,19128,9589,5783,4558,5144,6010,4077,1758,14
48,2,2,3,3,2,3,0,2813,49931,100826,99220,64619,33772,16304,11891,7136,312,808,80767,130034,76280,42030,23455,12990,9188,9069,2050,153,67125,169982,70009,30990,16713,10146,7968,8324,4631,855,81,1146,6358,6629,6710,9165,13842,20925,36861,73243,128724,83221,54778,194787,63080,29926,16091,10973,8583,5425,2316,723,142,4353,348738,30074,3273,335,51,0,0,0,0,0,5948,348403,28767,3342,319,45,0,0,0,0,0,93600,145280,63459,29785,16965,11201,9039,8582,6742,1866,305,2471,4513,4470,7212,19948,63405,117067,119891,45175,2562,110,116,1454,2706,5459,6747,7668,10206,15213,28300,78643,230312,4,70,500,2008,4234,7325,12788,24681,67732,264930,2552,211913,102595,27485,13251,9039,8391,8244,3586,1543,712,65
49,2,2,3,2,2,3,0,23496,114436,73583,41284,21641,12517,10604,11776,4157,90,12095,132465,76795,34425,19479,11910,9459,9070,6277,1593,16,92558,123963,40346,18509,10782,8217,8371,7473,2710,650,5,5873,9020,9276,11956,15855,22492,31465,46773,64147,66669,30058,44043,157394,54224,25007,12843,8493,6194,3472,1570,330,14,10,275555,30792,4611,1613,802,166,26,9,0,0,34,278372,27153,5372,1926,541,153,26,7,0,0,89223,108535,45816,22479,14435,10963,8258,7505,4651,1568,151,3472,5369,11688,24634,54206,80632,78280,41969,12206,1124,4,2177,3348,5206,6718,6492,6587,8155,12012,21478,55930,185481,5,67,259,942,2895,6558,14300,30811,78839,176984,1924,139057,102001,25689,13205,8933,8376,8144,4401,2178,1366,234
51,3,2,3,3,3,3,2345,9911,21951,21506,27225,31485,21909,16086,6734,2691,184,5881,23281,26674,29134,29128,20092,13970,7215,5243,1400,9,8054,38415,39186,27634,18653,11672,9680,5665,2561,506,1,10235,13772,11853,11262,15849,21949,19270,20573,15736,14280,7248,8431,37214,36781,26396,19310,13801,11409,6343,2240,102,0,7573,74364,42232,21235,7011,4848,2646,1081,972,65,0,9303,75022,37052,23877,8499,3620,2545,1180,853,76,0,9370,37688,35128,24251,17760,13052,10837,8217,4640,1079,5,12322,12692,11316,13347,21245,28873,31617,21462,8356,795,2,1606,1199,2010,3935,6984,11386,16271,23200,33767,42610,19059,948,1473,3429,6445,10278,14230,19371,26450,33884,38580,6939,16792,40595,29850,24104,19615,13430,8442,4755,2485,1567,392
53,2,2,3,2,2,2,2284,23242,133485,143176,53853,22702,12865,10075,10197,5889,137,7754,186470,128235,38064,18437,11292,8172,7244,9428,2758,51,192681,145331,31769,13279,8287,6123,5523,7091,6699,1099,23,1207,1937,2331,3319,5873,8540,10102,15390,37903,136239,195064,102418,211116,45538,20478,11854,7787,7207,7176,3277,950,104,0,335479,62429,15532,3260,1093,108,4,0,0,0,0,340301,58314,15038,3148,1004,96,4,0,0,0,184809,128512,40619,18189,11229,8174,6611,6662,8984,3708,408,1277,1394,1694,3116,9055,38412,120326,176384,63504,2689,54,167,1064,3452,5899,4949,4823,5574,7219,11819,32670,340269,8,86,509,1817,4106,7948,13347,24120,66035,298111,1818,308878,59812,15600,8647,5804,5043,6682,5404,1541,478,16
55,3,3,3,3,3,3,0,7,419,1190,1413,1794,2311,2712,3087,871,6,3,673,1444,1743,1886,2030,2091,2283,1421,233,3,3,1038,1763,2005,2129,2182,2211,1646,715,116,2,1050,3721,2936,1682,1151,898,739,709,570,309,45,278,1435,2430,2808,2406,1733,1232,896,474,116,2,0,3226,8559,1814,204,7,0,0,0,0,0,0,3339,8231,2048,191,1,0,0,0,0,0,188,725,1668,1829,2139,2388,2092,1522,924,327,8,764,1733,2030,1978,1977,1845,1607,1167,567,140,2,194,822,1355,1775,2287,2217,1704,1318,1023,852,263,4,35,258,637,859,1167,1446,2319,3801,3089,195,204,954,1201,1683,2409,2887,2465,1328,536,138,5
56,3,1,2,1,3,1,354164,47945,20534,14846,10716,7992,6225,8654,9967,27630,433872,295592,69130,33742,22673,14946,16140,10905,14023,14267,39100,412027,220587,99768,53840,33217,25966,20425,17035,15466,18729,49574,387938,169474,92688,63020,59226,41371,43821,30669,29907,27470,25842,359057,450272,146188,77886,56480,46113,40432,37836,35215,29887,13889,8347,600077,133154,86047,41160,24843,24697,15289,7205,6986,2579,508,598210,139373,75915,45999,31214,19764,14778,7822,6148,2875,447,311013,182215,118548,71511,58774,45788,40787,39801,39306,24637,10165,255569,84193,43894,33926,26310,22169,17805,15137,19110,37968,386464,264052,96678,49746,52172,33213,36527,38717,53901,87426,114466,115647,43269,55694,53356,49654,45195,37896,35329,34434,34986,50616,502116,450359,127791,91215,68487,56702,44934,33949,23780,15981,14497,14850
57,3,1,2,1,3,1,525962,57130,25736,19559,8639,14938,13262,11843,19517,34342,181628,431529,69023,54326,28276,21866,17393,14555,18773,27058,59561,170196,333649,88071,63780,44847,30866,35510,29730,34430,34978,60813,155882,330525,101060,53158,51405,49605,33892,44550,38723,44746,31340,133552,358123,99017,57269,43884,49791,47074,44269,54277,57953,53533,47366,485601,229724,104670,42159,20404,15828,8245,3080,2125,562,158,481136,240717,93467,46526,24605,12398,7878,3242,1831,616,140,303786,109646,69884,57819,43625,48370,37146,49446,63076,71074,58684,388002,80119,41913,40260,52962,30063,24965,28787,30478,48917,146090,268712,63599,39009,36105,34332,42572,34759,40437,63538,118357,171136,183725,65185,52110,45142,36672,36338,34633,40990,55171,101227,261363,196773,160591,80303,60710,53979,37704,35574,33476,33300,49041,171105
58,3,1,2,1,3,1,153741,17143,5043,2098,1086,913,809,834,1163,2990,28199,125280,27088,12731,6549,3919,2358,1691,1325,1726,4654,26698,101329,30187,18811,11666,7584,5238,3482,2622,2515,14011,16574,47190,28472,20903,19595,18564,18943,16249,11979,6904,4155,21065,70587,41474,22336,16483,14293,13604,12474,10921,8070,3520,257,70842,77636,33659,20095,8484,2707,493,91,12,0,0,72949,76064,33717,19734,8324,2582,542,96,11,0,0,66553,40714,25415,18947,16432,14115,11847,9754,7578,2560,104,94241,31265,19945,14290,10250,7136,4240,2848,2260,4562,22982,8500,7109,7351,6941,7955,9454,10081,15276,26046,39949,75357,33187,28569,22284,17574,13786,11483,10722,10923,11791,18171,35529,29004,67360,30875,22290,18384,13393,9729,6865,4677,4703,6739
59,3,1,2,1,3,1,284962,77411,30427,16223,6064,3186,1764,1488,1149,2371,25312,191242,97495,52973,30472,16856,15348,8969,6016,3077,3678,24231,117670,102401,77795,47694,33105,21096,13205,6831,3751,6892,19917,79469,90252,64838,62544,40108,40698,22103,17487,9335,3004,20519,71299,80693,59779,54408,53731,47671,39104,26435,13788,3185,264,39467,77477,113486,78635,53653,51775,23887,7820,3763,368,26,38590,82486,98588,87216,67892,40441,23048,8440,3210,423,23,60974,72883,75627,56187,59244,44831,36807,25687,13957,3874,286,158736,92073,52040,42473,31626,22277,13680,7267,4465,3118,22602,7964,5933,7378,10007,19094,35247,58282,73321,83474,71821,77836,31373,63875,69710,63917,56906,43117,35444,27860,19358,9950,28847,27515,55681,57593,60660,66108,61885,49615,33565,18575,12345,6815
60,3,2,3,3,3,3,148705,83547,37620,27069,15777,12681,9400,10116,6389,5728,383,73498,72752,77955,37101,20916,22264,17302,17416,11634,6494,83,57950,88844,60669,40952,32349,25172,21724,16650,10003,3099,3,39525,45432,40890,47815,40239,50518,33204,31761,21881,5566,584,39344,50955,49978,42388,43610,40123,34852,27806,20611,7279,469,23799,50445,45922,56510,53385,58620,33236,16328,13421,5060,689,23533,52909,39087,59134,68716,46243,32035,17860,11743,5591,564,37123,56729,52990,37964,42977,36649,33443,27925,21859,9276,480,59424,51394,44049,51986,52005,41064,26178,15827,12595,2890,3,3460,4439,7065,13035,21500,31467,42726,50084,56169,72729,54741,11751,26837,43766,47667,44247,35906,31710,32052,35880,33858,13741,13401,65983,45705,41372,45593,43859,37011,26833,16983,14416,6259
61,3,1,2,1,3,1,301867,180978,74342,33799,16287,9950,5946,4249,2017,1612,944,209504,188663,95929,50081,30423,22182,15292,11090,5877,2413,537,134106,171228,118306,73360,51105,35357,24219,15214,7020,2076,0,115920,128542,95314,87756,65615,55199,38605,25436,14629,4106,869,85147,110858,78773,73315,70838,64214,56405,45703,34007,11753,978,8160,98533,170182,109781,77994,84107,50149,18124,10826,3841,294,8814,102018,155190,119381,92166,71887,49186,19556,9361,4199,233,106096,89634,90394,76829,75402,60551,50837,41027,29053,11600,568,202541,141987,92558,62730,47734,33375,24610,15584,8716,1770,386,8354,2084,4097,11849,31596,63911,92304,104284,114513,129153,69846,54110,81162,84019,77903,67289,53593,46422,45460,53395,57136,11502,8829,101685,79344,74165,78895,80244,73818,57940,38254,27666,11151
62,3,1,2,1,3,1,411703,104105,47710,29331,15881,17336,16038,15843,22119,37296,122868,328936,101250,70493,38355,28822,23063,20000,22671,31239,63126,112275,232866,116220,78963,55662,41131,40407,35081,38266,40940,60496,100198,290133,100968,57441,50773,47875,37315,43489,38348,43460,37944,92484,271798,91345,59455,49763,54178,52091,50858,57736,59819,48595,44592,368401,253301,128094,47563,19977,12706,5850,2349,1480,404,105,368384,260073,117134,51741,22318,10547,5748,2474,1282,434,95,221750,103444,72206,61064,50827,54578,48682,57898,65801,61915,42065,317806,81901,52231,49559,51008,39380,35094,32352,35834,46765,98300,234589,71313,34963,28450,30726,35339,40058,50709,80257,126447,107379,169732,60801,51068,44451,38887,35674,36128,42348,56053,108174,196914,127377,122746,81468,70088,65494,52695,48611,43411,38946,48682,140712
63,3,1,2,1,3,1,140294,47409,19102,10344,2859,3488,2127,1616,2714,5020,29472,125320,43515,29201,12348,7719,4408,2684,2718,3277,7076,26179,95689,54164,32013,18294,9990,8867,5817,5203,4397,6762,23249,67937,38120,21123,22470,23005,14632,18785,13623,12706,8016,24028,80946,38121,23357,17188,19813,16887,14472,15748,13646,9073,15194,74263,104991,60269,16666,5728,2300,213,12,3,0,0,72752,111048,52881,19342,6782,1446,181,11,2,0,0,76265,42751,29326,24201,16134,16479,10566,12322,12086,10278,14037,102742,38695,21003,19447,23029,10666,7264,6324,5055,6472,23748,24975,8348,5544,5895,8653,12987,17332,25366,42254,68710,44381,39216,21373,18775,17286,14246,13176,13224,15658,20629,45214,45648,29329,64091,37884,29684,25998,19005,13538,9521,7458,8198,19739
64,3,1,2,1,3,1,189655,75150,40889,26007,12174,8687,3802,1412,547,191,31,166056,69417,44352,26988,20685,14142,9479,5240,1921,261,4,120115,76041,48823,34345,26010,23650,16736,9952,2681,192,0,83292,62267,37777,34584,32891,27085,29934,24003,18832,7405,475,77273,54816,36157,29368,29239,28054,27671,30892,28249,14669,2157,11713,127789,103280,54488,30076,20909,7975,1928,384,3,0,11601,131120,98131,56455,33256,17870,7849,1948,311,4,0,75603,57583,43981,35584,28820,28934,25426,27481,24627,10085,421,136483,55343,35431,30280,34340,23449,19540,15248,7684,744,3,43,212,769,2615,8356,23643,45751,61030,71603,93918,50605,55944,50863,41384,34274,27739,23640,21841,22971,25521,38790,15578,13175,66543,49749,43888,42768,37369,33082,26704,19229,16442,9596
65,3,1,2,1,3,1,134936,30543,11706,5489,2829,1397,784,532,499,908,259,124099,30457,12822,8079,5128,3715,2429,1349,795,963,46,97595,39216,18654,11196,8370,6057,4568,2523,1161,539,3,59882,30948,19240,16217,12967,11966,12154,11065,9744,5227,472,54386,39096,21416,16133,14121,11750,10579,9764,8142,4054,441,16190,96537,53456,15130,5681,2381,470,37,0,0,0,15947,99461,49595,16368,6002,2024,448,37,0,0,0,59986,38975,23839,15708,13465,10133,8993,8456,7169,3044,114,91559,31191,18047,13237,12033,8625,6724,4804,3104,553,5,1104,843,699,1081,2597,6408,13070,21293,33071,60665,49051,23978,20886,18361,16546,15087,14010,14402,15280,16509,24610,10213,4869,49866,38104,26875,21387,16028,11664,8264,5663,4570,2592
66,3,2,2,3,3,2,241413,117571,57028,24368,11927,6944,4759,3094,3345,5442,608,270363,103116,46193,22852,9901,6896,5317,3540,3505,4747,69,256808,106725,48447,22902,14672,9243,7215,4508,4155,1808,16,93927,98556,70127,56937,38796,32441,30459,23594,19077,11143,1442,98527,141791,75620,48382,37959,25599,19533,15002,9829,3732,525,23943,104802,204222,113423,17923,7755,3584,764,83,0,0,22701,111309,174561,137700,20083,5877,3433,763,72,0,0,150624,124794,66433,37090,31412,20792,17057,13954,9963,3948,432,194898,108357,50142,30840,37116,23587,16555,7577,5363,2039,25,2571,3130,2853,2877,4661,10084,21029,38479,73093,155502,162220,28117,32749,34256,36564,40165,48415,59515,68706,62984,52370,12658,7822,144967,109826,74390,50280,32986,21293,14159,9115,7649,4012
67,2,2,2,1,2,2,6763,56695,67196,60101,46566,35447,23952,10490,5010,2792,982,35695,76661,85863,55208,25994,16845,9443,4615,2836,2358,476,54755,128374,63719,31922,18477,8801,4660,2155,1508,1612,11,26472,40142,38807,39752,35537,33942,35316,28103,24119,12818,986,25923,110509,69525,44615,29873,16864,9932,5288,2673,766,26,0,11629,149931,128131,20564,4339,1008,327,65,0,0,0,15215,135371,139128,21634,3274,998,313,61,0,0,50516,92328,63677,37385,29485,17278,11458,7391,4011,2117,348,48386,34577,34259,38830,66362,49962,33244,7219,1728,1426,1,8642,2104,1989,2651,5108,11012,22833,39138,60901,96412,65204,834,2675,5290,9513,15964,23044,33868,51061,80746,82012,10987,33566,83192,71021,49143,32070,19103,11758,7510,4645,3033,953
68,2,2,2,2,2,2,678,22807,34257,45573,39100,35959,29036,30556,19510,14520,4377,145,13281,30013,32577,30591,41086,36628,39462,30956,20379,1255,195,8717,25737,37792,46753,44138,40333,33632,25111,13938,27,7014,22863,34522,56202,55660,58854,24080,12431,4076,551,120,1802,2853,9993,21426,36023,47470,54847,49493,37573,14456,437,0,31,619,10626,46564,86744,60369,33415,26585,9825,1595,0,34,534,11254,62275,71603,58734,36569,23126,10897,1347,897,3356,13019,20218,34541,40022,44797,44335,41542,29570,4076,4951,20193,28536,38482,47139,46777,35200,22804,22152,10137,2,8105,8007,18509,30818,44850,51523,48614,35383,21054,8455,1055,2125,13025,32259,58523,62240,40332,24376,17964,15895,7419,2215,36,1965,10772,22319,31954,37723,41895,42438,35254,36088,15929
69,3,2,3,3,2,3,7638,19067,14128,10342,11038,11044,10455,8114,5240,1942,2,14323,20298,12605,11135,10301,9121,8654,6895,4546,1132,0,10027,21216,16059,11929,10044,8799,8737,7552,3920,727,0,14911,15635,13331,11722,10641,9509,8405,7977,5416,1381,82,8156,15446,15384,14619,13297,12272,10654,6871,2173,138,0,133,28447,47142,16849,5541,887,11,0,0,0,0,143,29109,44987,18686,5337,733,15,0,0,0,0,7196,15174,16699,13600,11349,9794,9393,8353,5884,1537,31,19509,13672,9594,9396,10918,12456,11381,7815,3684,585,0,126,1542,3011,5803,9837,11880,13615,15974,17865,16327,3030,339,1898,4169,8047,11879,13179,13912,14602,15886,13544,1555,835,10248,17060,18188,16293,14547,11487,7173,2460,679,40
70,3,2,3,3,2,3,0,1,427,5646,25427,50817,49137,25936,13344,4991,74,6,2829,18098,40774,44765,30802,17583,11058,7679,2204,2,1148,30750,49839,34273,21723,13850,10381,8022,4545,1268,1,982,5170,8188,11138,14646,20189,24986,31776,32681,21730,4314,5006,50810,39504,26781,18771,13992,10742,6982,2796,410,6,0,123261,44662,6166,1587,121,2,1,0,0,0,0,124617,42521,7052,1513,94,2,1,0,0,0,6829,43424,38927,25197,18022,13820,10967,9015,6987,2423,189,982,4182,6331,11555,22834,42017,48983,29638,7970,1305,3,104,1465,3309,5372,7944,11294,15463,22017,33435,48868,26529,0,24,449,2373,5690,9496,14773,22377,39439,79981,1198,28350,55817,30445,19308,13411,10647,9037,5781,2319,653,32
71,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,6,0,0,0,1,6,22,7,2,13,26,49,135,28,26,14,16,12,7,13,18,24,36,92,98,26,30,35,34,30,33,50,15,33,0,0,0,0,18,30,42,51,21,2,0,0,0,0,0,15,36,63,40,32,0,0,0,14,24,97,110,59,53,67,88,134,96,267,63,25,33,24,22,25,37,60,136,155,152,5,2,0,0,0,0,0,0,0,290,660,0,0,0,0,0,0,0,1,6,10,1,6,11,27,63,228,31,11,8,5,218
72,3,2,3,3,2,3,0,40,4409,27062,46354,47275,34168,12487,5852,4187,100,182,13523,56575,48771,31334,15225,7168,4144,3790,1216,6,8938,80955,47434,20748,9620,4873,3551,3476,1791,548,0,592,2487,4360,6955,9789,13274,17618,26083,39676,47320,13780,12775,93496,38133,17480,8013,4730,3633,2261,1058,336,19,0,170698,10554,625,57,0,0,0,0,0,0,0,171303,9888,693,50,0,0,0,0,0,0,20988,77995,39148,18123,9044,5306,3829,3489,2915,969,128,1022,2375,4511,9688,17717,33944,52590,47370,11728,982,7,105,537,1334,2498,3039,3789,6378,12140,22433,51567,78114,4,21,148,580,1353,2765,5189,10819,34638,125235,1182,70403,64536,22279,10151,4952,3600,3449,1775,489,250,50
73,2,1,3,2,2,2,0,420,14164,63958,78596,49404,27862,15471,10553,5445,117,456,21840,76741,60220,42588,26672,17720,10213,7106,2412,22,15145,109970,62636,31687,17517,10922,7325,6372,3458,952,6,589,1799,2617,3530,4905,7488,13762,30426,68794,100886,31194,9334,112908,65394,34152,17902,10635,6903,5107,2525,1029,101,0,217287,42193,3492,2193,799,26,0,0,0,0,0,224771,34515,3828,2272,584,20,0,0,0,0,21075,101454,66967,30694,16129,10087,6188,5070,5937,2079,310,1316,2108,1531,2262,5945,20844,58594,112412,57869,3084,25,96,509,1780,3543,3893,4587,7226,13353,27613,76359,127031,8,100,623,1527,2989,5327,10852,24560,74754,143879,1371,96304,107069,30008,12892,6372,3838,3798,3971,1368,359,11
74,2,2,3,3,2,2,0,144,8875,63230,82210,62395,41887,23608,12722,9294,500,0,9634,75113,86311,57240,34248,18958,10750,8967,3628,16,8183,127097,82160,36607,19973,10947,7591,7423,4143,735,6,1752,2846,5202,9054,14768,21480,26288,35830,68105,93692,25848,11622,142206,75617,34712,16148,9632,7719,5023,1701,435,50,11,209603,69719,15927,5642,2596,937,381,49,0,0,52,219418,58819,17229,5771,2228,933,378,37,0,0,24439,129174,73043,31697,15937,9169,6882,7061,5944,1398,121,1058,1943,3428,7105,15625,37450,80079,111689,44779,1676,33,664,2347,2795,4386,5235,6804,10382,18342,34992,93252,125666,2,35,320,1074,2303,4185,7843,20097,72158,191095,5753,99119,130075,35167,14798,7717,5777,6225,4309,1446,225,7
75,2,2,3,3,1,2,0,2,5448,38306,35288,21164,13582,10429,8562,8052,364,0,298,10374,33001,35658,23003,15538,9635,9005,4658,27,218,25566,43503,25599,16611,10575,7202,6370,4597,949,7,1411,2167,2686,3694,6060,9426,14108,23690,41203,33883,2869,1042,23621,47429,30465,16120,9221,6807,4257,1783,434,18,0,2241,60096,49325,16902,9923,2181,462,67,0,0,0,3208,58672,49882,18391,8400,2125,473,46,0,0,863,35778,44313,22469,11975,7509,6056,5996,4596,1521,121,645,835,1172,1750,4174,14391,43836,57016,15906,1445,27,829,2101,2967,3818,4402,5408,6967,11612,22651,56499,23943,1,24,115,552,1447,2986,6859,19190,59152,49425,1446,7192,74217,26721,11047,6453,5527,5316,3226,1179,280,39
76,2,1,3,3,2,2,0,0,2261,30982,53370,53957,43281,32001,19704,11991,207,0,32,2554,24068,48976,56736,52434,32133,21294,9492,35,1,8270,43806,51450,49042,37754,27372,17080,10648,2321,10,1043,1241,2284,3974,8719,19283,36354,65625,76203,31952,1076,1113,10755,44211,54870,52510,39459,24837,13029,5379,1542,49,0,0,66964,112371,40598,21613,5770,423,15,0,0,0,0,64904,114461,45317,17154,5476,432,9,1,0,541,20777,53534,49340,41068,29674,20917,16167,10792,4515,429,551,704,1004,1530,4895,19009,65841,114931,35091,4171,27,443,1885,3889,5890,10155,16866,28175,43699,62610,66688,7454,2,53,402,1579,4762,15087,37559,62736,87229,36843,1502,1201,69152,74470,46132,25568,14060,8921,5344,2222,636,48
