census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5
83,2,1,3,2,1,2,0,1554,38446,141130,40391,16,2284,42179,134934,42108,260,22045,76886,103668,18662,1269,7875,32743,112056,67578,3312,30829,87944,87815,11621,149,133116,78782,9422,52,145,129150,83804,8362,60,3646,34976,75348,82075,25476,535,2427,23769,140577,54213,4070,27564,79573,96614,13700,232,11674,82712,108016,18887,16880,112593,67366,21396,3286
84,3,1,3,2,2,1,0,0,0,0,0,0,20,22,2,54,13,40,23,24,40,113,10,12,15,11,91,29,17,27,4,0,0,14,36,0,0,0,12,40,0,11,78,16,33,44,131,12,26,22,75,167,2,3,4,33,100,0,0,0,126,9,36,117,25,30
85,3,1,3,2,2,2,0,0,0,0,0,1,4,6,10,7,0,16,18,14,8,65,3,2,0,0,79,12,0,0,0,0,0,0,0,30,0,0,0,0,36,0,32,72,25,4,78,19,29,8,6,70,0,0,0,20,90,0,0,0,36,0,18,50,16,34
86,3,1,2,3,2,2,58,4508,37946,77873,20744,130,3708,24562,82069,30660,516,7868,35388,77337,20020,2804,11229,21418,63636,42042,722,9545,41449,73467,15946,1958,19440,73101,45557,1073,1977,19099,76305,42704,1044,897,11248,35627,64042,29315,829,3027,11595,86017,39661,3321,36235,53167,43045,5361,1144,34823,66411,32601,6150,5218,46832,50300,29772,9007
88,3,2,3,3,2,2,0,0,0,2,5,1,0,1,11,8,2,0,11,16,13,36,7,5,1,0,41,17,5,0,0,0,0,0,2,18,0,0,0,3,19,0,2,27,30,18,26,9,9,14,26,49,0,1,0,12,60,0,1,1,25,0,29,29,0,20
90,3,2,3,3,2,3,0,1291,11334,23174,14938,0,2989,15742,23232,8774,750,11863,16483,19835,1806,5856,13044,20570,10478,789,3387,19322,19540,7514,974,0,14418,31095,5216,8,0,14514,31979,4234,10,3239,14768,16873,13024,2833,635,4412,23774,20492,1424,7092,11487,14724,12872,4562,8,614,5335,24897,19883,6317,18422,16669,8213,1116
91,3,3,3,3,2,3,0,206,1822,3719,2162,83,753,2748,3847,478,380,2210,3127,2157,35,3206,2820,1560,315,8,1692,4530,1513,170,4,0,2273,5337,299,0,0,2293,5364,252,0,1003,3208,2976,685,37,862,2588,3745,694,20,1902,1749,2159,1887,212,0,2,112,1802,5993,846,3531,3070,458,4
92,3,2,3,3,2,3,0,41,585,1901,4617,2,172,915,3494,2561,84,652,1634,4583,191,3659,2087,1209,182,7,386,3523,2681,514,40,0,693,5611,839,1,0,700,5754,690,0,220,1174,3301,2231,218,159,1154,4169,1565,97,3895,1258,1258,659,74,0,18,233,1770,5123,173,1469,3472,1968,62
93,3,3,3,3,3,3,0,75,703,2043,4640,79,244,1117,3127,2894,132,1044,1695,4348,242,2839,3039,1273,299,11,618,3724,2489,563,67,0,678,5702,1069,12,0,670,5878,900,13,359,1603,3380,1855,264,309,888,4066,2071,127,3199,1922,1302,964,74,0,73,256,1333,5799,356,1926,3723,1304,152
94,3,3,3,3,2,3,0,326,1494,2237,344,33,1089,2000,1175,104,265,2231,1497,384,24,1483,2133,615,134,36,1539,2198,529,131,4,0,583,3697,121,0,0,589,3714,98,0,771,2606,792,218,14,691,2026,1267,391,26,268,701,1662,1633,137,0,44,195,882,3280,280,3070,931,111,9
95,3,3,3,3,2,3,0,69,262,663,737,21,194,428,1012,76,39,415,653,611,13,1213,404,88,25,1,425,1170,111,24,1,0,101,1530,100,0,0,99,1553,79,0,143,764,760,52,12,242,981,422,81,5,754,356,362,250,9,0,2,24,161,1544,56,685,904,77,9
96,3,3,3,3,2,3,0,56,1146,4693,8062,2,321,1938,6960,4736,31,1365,3369,8546,646,4330,4811,3096,1603,117,799,4929,5772,2314,143,0,655,11292,2009,1,0,664,11665,1626,2,460,2281,6012,4374,830,402,1655,5860,5738,302,4996,4301,2867,1609,184,3,147,1293,4638,7876,462,3075,7081,3138,201
97,3,3,3,3,3,3,0,1034,7295,26477,14868,40,2679,8264,26283,12408,597,5614,14771,24049,4643,3620,10519,13547,19755,2233,1601,9633,19282,16673,2485,0,4307,39148,6216,3,0,4395,39970,5305,4,1266,7644,15597,18395,6772,1280,3572,10156,30202,4464,4030,13601,18892,12234,917,20,2783,14359,22707,9805,1578,17421,19126,9350,2199
98,3,3,3,3,2,3,0,1327,7024,13908,6722,207,2060,7631,14710,4373,640,5033,9376,12568,1364,5409,9723,8359,4882,608,1802,8979,10634,6537,1029,0,1406,21606,5925,44,0,1425,22330,5179,47,1242,6235,10069,8804,2631,965,3421,10719,12349,1527,3938,9921,8430,5669,1023,11,2701,7411,8760,10098,1197,9002,10919,6773,1090
99,3,2,2,2,2,2,1,867,13551,138300,1077877,1,962,17238,157794,1054601,436,12179,68410,255605,893966,1455,3171,15089,185478,1025403,2426,25194,141063,341882,720031,36075,191400,237387,398354,367380,36608,190940,245013,391146,366889,1801,35156,122877,254141,816621,731,790,7712,120015,1101348,560193,270764,251380,132458,15801,237,5448,519396,655748,49767,22900,254489,298695,483932,170579
100,3,2,2,1,2,1,31,18890,84425,184184,854918,4681,18979,72230,189600,856958,17133,69576,117961,158705,779073,5571,4309,22545,263415,846608,22966,62885,159266,175782,721549,5773,184410,322046,592833,37386,5891,184694,339901,566605,45357,27680,104310,118014,120593,771851,3707,2267,14323,213652,908499,643417,136357,124924,158872,78878,79,35208,718844,329442,58875,72762,212558,130194,355366,371568
101,3,1,2,2,2,1,0,0,0,0,0,4,11,10,6,25,10,22,24,18,31,123,10,8,24,3,126,43,18,42,2,0,6,54,28,0,0,0,67,39,0,2,143,74,83,111,232,36,28,44,129,121,5,4,4,90,250,0,1,0,69,1,17,155,32,102
102,3,1,2,1,2,1,0,0,0,0,0,1,0,1,5,21,0,1,2,30,30,66,13,8,4,0,41,39,20,12,0,0,11,29,4,0,0,6,66,2,0,5,22,114,128,60,174,64,39,40,61,78,0,0,0,40,120,0,1,1,34,0,10,79,13,40
103,3,1,2,1,3,1,0,0,0,0,0,11,2,2,3,3,15,10,3,9,12,62,6,3,4,2,82,6,6,4,0,32,4,0,0,0,36,8,0,0,0,64,46,39,18,15,159,9,2,14,19,54,1,1,0,40,110,0,0,1,25,8,32,51,4,32
104,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,2,2,1,1,0,0,0,0,0,0,0,0,10,18,0,0,19,17,34,63,9,13,4,9,52,24,21,13,9,0,3,33,4,0,0,2,38,4,2,0,17,51,39,68,51,21,12,28,77,86,0,0,0,40,130,0,0,2,34,3,17,79,13,42
106,1,1,1,2,1,1,0,0,1,1,12,19,2,6,6,93,48,12,13,24,148,129,17,5,2,155,132,24,22,10,183,132,0,0,0,0,174,0,0,0,0,111,39,92,121,284,214,44,38,78,340,241,13,2,5,90,358,4,1,5,122,12,60,200,26,127
107,1,1,1,2,1,1,804,7238,47119,301568,197571,1179,5216,29643,170246,348016,1154,2425,17675,134627,398419,8374,34472,88037,175832,247585,2144,3711,18834,129166,400445,11,1123,12984,66966,473216,12,1070,13725,63314,476179,1750,4214,17178,92356,438802,3861,6314,27142,139470,377513,144144,324480,60847,22878,1951,216473,253147,65279,15656,3745,3413,28213,51433,136997,334244
108,1,1,2,2,2,1,2213,21259,62940,248403,228938,4007,17585,46152,211194,284815,2170,14691,43455,216460,286977,15313,40174,74333,138797,295136,6016,9047,36956,199538,312196,0,6511,68921,252591,235730,0,6170,71263,249986,236334,4975,13319,35693,139850,369916,10716,15997,27983,158137,350920,85758,243966,159977,68904,5148,112093,302901,106338,31646,10775,4814,55362,136843,186640,180094
109,1,1,2,1,2,1,756,13954,119667,177138,79873,1817,8988,67408,175758,137417,714,9559,53568,167407,160140,6610,8784,24039,88546,263409,1641,6485,41630,149371,192261,19,8625,82648,170843,129253,19,8248,85136,165877,132108,1015,7144,33875,120076,229278,4428,3829,11169,146396,225566,17529,141532,119781,101828,10718,113641,197966,58058,17653,4070,5686,81942,110955,96942,95863
110,3,2,3,3,2,2,7098,106681,271727,481751,401890,10887,62305,164388,478270,553297,7168,57847,142240,451808,610084,36659,76185,121078,344368,690857,7735,32166,101006,346575,781665,613,120875,264996,503872,378791,615,121818,275909,473366,397439,5918,34947,88430,268311,871541,20562,27029,78672,444216,698668,116385,603467,296448,194415,58432,498749,584496,132288,42905,10709,25366,149520,234924,297504,561833
111,3,1,2,1,2,1,0,0,0,0,0,2,1,1,0,3,5,11,8,9,9,112,2,4,9,6,128,42,9,24,0,0,66,0,0,0,0,76,0,0,0,28,97,63,67,46,184,21,49,14,54,50,0,0,0,130,280,0,0,0,8,1,12,127,17,107
112,1,1,2,1,2,1,383,4525,51873,433736,1500270,669,2095,16990,220783,1750250,372,2690,16765,173510,1797450,4410,9572,49395,355244,1572166,1928,2681,12073,142230,1831875,22,15990,395351,1025183,554241,25,14740,408410,1055700,511912,952,3070,11851,84646,1890268,2249,1776,4822,110403,1871537,969037,777628,191072,49472,3578,443606,1300583,220002,20592,6004,2528,35629,161203,452797,1338630
113,3,1,2,1,2,1,106,3815,23233,193225,2350699,120,1133,12122,96654,2461049,278,4230,12931,87583,2466056,1740,5308,22742,167780,2373508,464,2296,15749,100119,2452450,0,3211,186431,1542182,839254,0,3025,201174,1512607,854272,381,3437,12671,62577,2492012,401,1002,3598,50797,2515280,1634339,779183,114897,34713,7946,160627,1035558,1249974,120801,4118,3842,41721,156781,1504027,864707
114,1,1,1,1,1,1,0,0,0,0,0,8,0,0,1,5,15,5,2,8,5,72,1,1,8,2,84,6,5,8,2,30,2,0,0,0,30,2,0,0,0,46,28,19,15,11,90,8,7,6,15,41,0,0,0,70,130,0,0,0,17,0,8,77,3,30
115,1,1,1,1,1,1,287,2175,7444,31077,3127342,743,2546,6506,22847,3135683,345,2383,7344,29797,3128456,17312,13129,19475,117576,3000833,6075,9912,16077,64907,3071354,729,6983,49008,678275,2433330,744,6989,51621,609437,2499534,1307,6584,13209,38664,3108561,6780,6145,7869,22124,3125407,2823133,310754,27540,6083,815,6888,400710,2181305,550320,29102,1472,13655,101816,1701821,1349561
116,1,1,1,1,1,1,160,2813,24700,207023,955510,486,2575,15811,112718,1058616,251,3286,18363,115418,1052888,5955,9891,25083,122727,1026550,1724,4513,17701,106874,1059394,590,33537,169089,571292,415698,602,33199,175335,573064,408006,713,4478,16113,76443,1092459,2970,3523,7118,63360,1113235,346858,628411,158332,50673,5932,208185,639488,304804,31835,5894,3485,50870,168105,457713,510033
117,2,1,2,1,2,1,12823,38179,112861,278067,128725,12673,25640,62711,217856,251775,6462,17457,44501,175622,326613,38262,53085,97311,183291,198706,11182,12775,29167,107329,410202,2496,20637,68890,269453,209179,2507,20259,72813,269497,205579,6018,12628,27752,89652,434605,25743,21275,44807,166178,312652,105602,348602,75727,32906,7818,331011,171495,40402,17188,10559,3030,25929,52472,102176,387048
118,1,1,2,1,2,1,2657,18989,71695,409474,874289,8253,20066,58485,331734,958566,4575,19953,58624,330116,963836,26593,54333,131693,444354,720131,8947,14457,35979,183967,1133754,698,18672,99999,755076,502659,717,18249,104909,753140,500089,6300,15009,34152,134600,1187043,19141,20559,45672,273749,1017983,153033,909158,248742,57408,8763,514084,709776,119700,23361,10183,4920,37315,125881,324461,884527
119,3,1,2,1,2,1,2713,15017,81370,407835,447020,4594,12873,50039,319940,566509,2516,13802,48186,278915,610536,18567,54355,134179,380739,366115,5090,9401,30799,154288,754377,21,14127,76110,498332,365365,24,13592,79660,486591,374088,3595,10099,28376,119428,792457,9920,15926,45366,282456,600287,118800,636992,145228,45732,7203,437668,406798,82207,20790,6492,3628,27787,88305,194144,640090
120,1,1,2,1,2,1,2597,6657,44880,338611,418280,4534,5548,35206,312609,453128,5537,8946,35791,329780,430971,13177,42751,119008,249387,386702,8591,5755,19371,192680,584628,0,13518,23320,315183,459004,0,13615,25843,276506,495061,8489,7690,23262,137558,634026,8350,6474,36868,276608,482725,70160,457019,210709,64906,8231,278762,418762,87088,15203,11210,9820,39069,137745,201306,423085
121,2,1,2,1,1,1,2955,36634,152321,261371,167635,7486,62503,119659,232167,199101,10819,77021,103095,227896,202085,18351,33270,101773,263775,203747,9543,49174,114842,218517,228840,0,17641,140273,283548,179454,0,17734,147163,261368,194651,13307,53562,104229,200705,249113,13634,17199,76575,275180,238328,38581,227361,172903,131419,50652,151854,207601,164447,80787,16227,26772,136352,156873,138985,161934
122,2,1,2,1,2,1,614,28945,117726,455412,561295,2254,33956,96736,397936,633110,3760,35141,87290,381614,656187,16918,63011,178933,477995,427135,5814,12743,63958,233714,847763,137,24785,278713,733235,127122,147,23808,297983,702543,139511,5874,20405,57301,202165,878247,7122,17791,77097,428701,633281,112384,743096,197967,85160,25385,552334,464433,105417,30725,11083,10125,59464,118304,221207,754892
123,2,1,2,1,1,1,4284,21363,60449,248718,198261,9717,18170,46078,224124,234986,4449,14249,36008,232135,246234,36470,96903,161023,171341,67338,7418,11473,26467,128385,359332,3616,35945,187202,296736,9576,3684,35510,199164,283287,11430,4523,10805,20407,89222,408118,20497,28769,74515,219666,189628,123331,336134,59847,12065,1698,249029,206243,55085,16926,5792,1052,10142,25866,73152,422863
124,2,1,1,1,1,1,234,1625,24499,211353,177795,668,3873,23864,151374,235727,973,3639,17492,125757,267645,10927,33622,98832,208030,64095,3263,5849,23169,96869,286356,33,4311,35515,283441,92206,32,4352,39827,269994,101301,2346,3981,17598,92420,299161,5277,8252,27161,163555,211261,97737,271981,33698,11256,834,219158,100062,53263,33645,9378,2474,9704,35454,82787,285087
125,2,1,1,1,1,1,286,70651,168372,205094,49120,3162,87376,149727,186601,66657,6904,51457,121159,210608,103395,129565,79307,102311,151662,30678,18540,78166,116275,120272,160270,0,6358,42976,205786,238403,0,6330,46806,197545,242842,8244,48261,132937,142631,161450,50410,83074,105380,178320,76339,99156,247448,86519,49306,11094,165226,107125,96888,96737,27547,7379,38703,103561,164052,179828
126,2,1,2,1,1,1,19278,74305,229423,394929,128160,28406,89277,179967,365864,182581,27990,66494,141225,367880,242506,52361,97782,227291,346006,122655,27619,17751,84221,270519,445985,1093,48410,330905,455689,9998,1040,47243,352570,433177,12065,27422,29566,86526,269660,432921,34175,48067,161999,384346,217508,61027,425702,223110,103500,32756,464060,272776,67212,14921,27126,28001,63676,102865,172826,478727
127,3,1,3,2,2,2,1152,30356,200436,296003,83322,3358,72433,183544,229114,122820,8013,87648,171390,204111,140107,18901,69341,158781,257870,106376,10836,62020,176638,209635,152140,0,24336,240328,267953,78652,0,23114,247036,264356,76763,12354,61380,157182,209887,170466,10364,34107,129379,279955,157464,31692,208154,166683,162581,42159,130283,135786,205591,117116,22493,29333,168482,157431,107505,148518
128,2,1,2,2,2,1,1174,53625,198170,361922,140887,1397,32678,116893,357410,247400,1386,23549,78364,351857,300622,33725,86944,161682,309227,164200,5555,27057,104882,301139,317145,681,15998,67888,206275,464936,690,15501,70330,205992,463265,3423,24586,97331,293812,336626,11762,34497,93800,286866,328853,71785,417091,208186,46374,12342,238752,193295,239552,70301,13878,8120,64222,195317,208504,279615
129,2,1,2,1,2,1,2573,99079,286254,277751,24001,2980,100067,244322,297014,45275,2669,59434,208949,354586,64020,193529,204562,152887,112892,25788,41705,146895,240838,201800,58420,211,18418,163218,313914,193897,212,17425,168829,308950,194242,7529,114503,263562,244417,59647,69394,148823,208824,199801,62816,153231,296113,185903,49973,4438,51291,113164,212764,225226,87213,6435,83686,305007,229077,65453
130,2,1,2,1,1,1,7741,81086,323043,668827,233885,17246,65932,204996,601582,424826,9378,40140,121503,563875,579686,114254,213224,349555,473202,164347,24572,39520,83582,300495,866413,4559,86769,300952,795440,126862,4763,87461,326185,752859,143314,14387,39777,84075,303566,872777,70881,91151,181191,499042,472317,202918,870757,203709,33751,3447,825664,290601,106593,61331,30393,5490,29759,88257,197327,993749
132,2,2,2,2,2,1,0,2,7,7,19,0,6,15,9,19,0,9,24,14,9,62,6,2,0,0,61,14,2,0,0,0,0,0,0,24,0,0,0,1,27,0,56,38,13,5,93,10,6,4,6,65,2,0,0,20,40,0,0,0,56,0,21,54,6,13
133,2,2,2,2,2,1,0,0,0,0,0,0,0,3,2,9,2,9,10,9,26,59,8,8,10,13,66,30,11,24,16,33,48,5,0,0,70,46,10,0,0,120,124,51,72,109,294,19,37,32,129,69,0,0,0,60,190,0,0,0,18,0,29,69,14,74
134,2,2,2,2,2,1,18558,35818,156762,255736,30469,17996,64074,215870,164133,35270,20123,158600,209760,96886,11974,18893,75001,274293,126271,2885,17471,195180,181516,86185,16991,95,255990,217508,21774,1976,74,250801,224171,20054,2243,36050,205722,138755,87846,28970,24283,42773,181413,233626,15248,7393,35903,185615,238156,30276,8829,48303,116643,247300,76268,21823,274663,134343,46460,20054
135,2,2,1,2,1,1,0,2338,74508,284829,53446,301,34951,203591,163454,12824,12665,195314,159122,45053,2967,4228,15362,110802,263464,21265,19730,166725,165704,58885,4077,1213,251859,157394,4654,1,1215,243844,165648,4413,1,36520,183005,127249,59228,9119,2316,13160,124984,268791,5870,2766,11557,61748,235984,103066,191,12037,90350,227488,85055,77773,245087,72088,18396,1777
136,2,2,1,2,1,1,1268,26051,93273,139022,35016,14373,103596,109081,62876,4704,101304,125268,51260,15369,1429,12646,24970,71513,148156,37345,100948,122228,50999,18984,1471,45760,225945,21301,1624,0,47124,225041,21038,1427,0,117764,102679,47070,23471,3646,11885,33681,148944,98099,2021,2395,7276,25550,95621,163788,92,4896,27974,101491,160177,155867,100683,27859,9129,1092
137,2,2,1,2,1,1,153,31144,106877,102021,20101,1003,40676,135713,72419,10485,7704,122335,100231,27032,2994,5136,19365,109792,123620,2383,7494,92296,113788,43712,3006,0,63751,185601,10909,35,0,62353,188460,9452,31,17685,116805,81025,38068,6713,3573,13008,94117,145665,3933,5488,8256,44050,159698,42804,430,20253,82383,131660,25570,19508,156960,64174,15894,3760
138,2,2,2,2,2,2,0,0,0,0,0,0,1,4,3,6,0,3,10,9,13,36,3,4,3,3,41,13,9,7,0,0,2,26,0,0,0,4,30,0,0,0,23,40,31,32,62,13,17,13,35,44,0,0,0,20,80,0,0,0,18,6,11,34,8,34
139,2,2,2,2,2,1,0,0,0,0,0,0,6,4,4,7,0,17,18,9,12,69,5,3,0,0,65,14,12,0,0,0,0,0,14,18,0,0,0,19,17,0,39,39,39,16,80,13,17,25,19,69,3,0,0,30,100,0,0,0,27,0,5,83,7,20
140,2,2,2,3,2,2,0,0,3,0,11,2,1,0,5,27,3,10,7,7,15,41,3,6,6,7,46,13,10,11,4,0,0,19,9,2,0,0,22,12,0,2,39,23,28,41,58,10,13,15,51,43,3,2,3,30,70,0,0,1,44,5,12,56,3,33
141,2,2,2,3,2,2,0,4,13,9,51,0,2,17,24,76,0,3,53,28,63,107,21,12,11,10,76,44,37,15,10,0,51,3,0,0,0,48,8,0,0,1,12,82,44,71,74,21,20,24,71,180,2,0,0,30,100,0,0,1,148,4,24,123,31,50
142,2,1,1,2,2,1,3955,133282,157061,94306,17497,3431,93556,190331,106517,12266,31142,216462,115057,39498,3942,7678,19549,94487,254228,30159,15634,113945,199559,73248,3715,151,58195,321541,25948,266,145,55471,327459,22805,221,30640,185714,125873,56077,7797,4493,16750,121119,257085,6654,6096,11433,48067,196303,144202,393,42464,179997,154198,29049,46222,250705,87548,18647,2979
143,2,1,1,2,1,1,10,2,1,1,0,40,5,9,9,0,54,16,28,0,0,140,0,0,0,0,175,0,0,0,0,0,58,0,0,0,0,68,0,0,0,118,116,39,0,0,301,0,0,0,0,56,0,0,0,60,160,0,0,0,50,1,17,72,8,54
144,2,1,1,2,1,1,5978,24151,27322,57819,85049,2287,21061,39050,108836,29085,3503,55353,67707,58515,15241,633,6407,29583,92685,71011,8406,66628,63933,46571,14781,79,79462,66640,42856,11282,78,79585,68668,39789,12199,8373,65116,57159,46401,23270,286,3297,37132,132780,26824,2551,17224,47297,93024,40223,859,19905,53757,74650,51148,52845,88008,37845,17288,4333
145,2,1,2,2,2,1,0,0,0,0,0,0,3,6,4,8,0,4,15,14,2,30,4,1,0,0,26,11,5,0,0,0,0,0,0,24,0,0,0,0,38,0,41,69,33,11,98,20,21,15,21,42,4,0,0,10,40,0,0,0,28,0,7,29,7,12
146,2,1,2,2,2,2,0,0,0,0,0,0,0,9,8,32,0,0,26,14,51,56,19,5,8,24,61,25,14,32,8,0,0,0,46,0,0,0,0,46,0,0,35,33,40,53,67,9,11,25,56,114,0,0,0,30,130,0,0,0,63,0,15,127,0,40
147,2,1,1,2,1,1,0,0,2526,91118,177589,0,1169,28523,183144,58397,1243,34539,120225,105093,10133,4852,15865,43727,134100,72689,8412,70750,116553,64719,10799,458,200917,61318,8487,53,383,199038,64460,7284,68,9548,72366,97769,72421,19129,1439,4171,32367,207279,25977,4644,31711,81104,127800,25974,11,5098,45539,128608,91977,48669,135584,50964,28146,7870
148,2,1,1,2,2,1,0,0,8177,122178,174335,0,4333,48795,183013,68549,4224,56004,134240,93742,16480,2719,14432,70539,177513,39487,18823,82145,125183,62178,16361,95,263513,40511,571,0,82,260341,43726,541,0,21039,85541,109770,66620,21720,969,4665,53327,213934,31795,2785,34387,93671,143814,30033,3,3900,41319,143383,116085,48953,157003,63583,26845,8306
149,2,1,1,2,1,1,0,0,0,0,0,0,2,5,3,11,0,5,14,12,18,41,6,4,5,0,39,19,10,9,0,0,0,1,15,10,0,0,14,14,2,6,44,17,27,25,74,15,18,23,38,62,1,0,0,10,80,0,0,0,27,0,5,47,12,37
150,2,2,1,2,1,1,0,0,0,0,0,26,7,2,0,0,50,9,7,1,3,68,4,2,1,2,79,4,6,2,0,26,0,0,0,0,30,0,0,0,0,68,22,7,8,7,103,2,3,4,7,60,14,2,6,14,83,2,2,4,33,6,20,44,14,26
151,2,1,1,2,1,1,55891,140949,125715,74291,13630,119194,170500,88963,23146,8673,218261,138668,38792,8976,5779,99283,55698,91589,113514,50392,192839,138910,58246,16485,3996,118684,270126,20299,1367,0,117678,271146,20400,1252,0,192726,127101,58173,24348,8128,95793,60398,202109,47156,5020,14592,9914,37420,146559,201991,1274,14463,53302,145040,196397,176336,151411,51024,21663,10042
152,2,1,1,2,1,1,0,0,0,0,0,20,1,8,4,9,47,22,15,6,8,208,3,3,3,0,345,8,8,10,0,0,140,0,0,0,0,189,3,0,0,349,334,131,35,40,869,60,15,14,57,107,0,0,0,170,470,0,0,0,51,5,27,131,16,242
153,2,1,1,1,1,1,0,0,0,0,0,36,0,2,5,13,76,4,10,18,18,148,4,1,1,14,144,17,11,9,8,60,0,0,0,0,72,2,0,0,0,163,43,42,29,45,259,29,22,13,48,144,3,6,0,60,193,1,1,2,61,14,26,124,12,59
154,2,1,1,2,1,1,2475,126930,241686,235448,47703,10488,167848,277236,164891,33779,65657,311327,188535,75114,13609,24294,93386,171375,285824,79363,50892,247510,206727,121367,27746,14052,486827,146839,6517,7,13581,487369,147669,5616,7,76438,250489,183305,108730,35280,23145,115847,285635,204811,24804,9095,21046,116113,339003,168985,8333,101213,177363,252995,114338,114288,321341,151139,52921,14553
