census_code,MSW_2001,BF_2001,MSL_2001,FC_2001,CHH_2001,ASSET_2001,band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8
57,3,1,2,1,3,1,548280,60391,19813,16302,20428,16992,33248,197102,456598,81968,44773,30873,22668,24719,55692,195265,365454,107706,57497,49088,46545,39578,65459,181229,364360,102961,69427,65965,60872,50282,54956,143733,398238,104787,64838,60147,70557,69309,78444,66236,619134,176627,67017,28875,13468,5189,1947,299,626900,173946,65242,27469,12332,4706,1675,286,345504,124522,72078,63185,64241,65334,92713,84979,427570,81722,59121,50557,39102,36499,52134,165851,299815,63537,48088,50060,53513,58397,113867,225279,210966,78097,58840,53025,48746,57090,90775,315017,272403,147245,85492,65552,50470,45564,52666,193164
58,3,1,2,1,3,1,163328,11812,3028,1449,1134,1216,2392,29660,138275,24430,9559,4629,2556,1887,3585,29098,114235,32355,16567,9307,5531,3486,6035,26503,59413,32118,26721,25704,23978,16249,7266,22570,90144,39698,22884,19371,17676,14739,8513,994,118843,57336,27936,8489,1271,139,5,0,119340,57317,26915,9083,1225,136,3,0,84897,42206,26686,21515,17363,13259,7653,440,108826,32401,19754,12976,7036,3767,4087,25172,11210,10009,9599,11700,13485,22038,44173,91805,44639,34306,24441,17967,14966,14978,17959,44763,58966,61897,31281,23056,14739,9234,6256,8590
59,3,1,2,1,3,1,328005,64467,16619,7407,3486,1794,2071,26508,234329,98199,39844,25283,15626,7050,4126,25900,157683,124087,69370,37892,22745,9115,5383,24082,113744,104425,79291,61748,40505,20488,8664,21492,106348,93301,72752,69766,58176,37758,11489,767,69235,123402,116668,83130,41846,13342,2658,76,71890,126737,118479,80732,38223,12037,2189,70,87300,101579,83700,75895,54694,33286,12938,965,212459,89299,43905,40003,23798,12715,4203,23975,10227,9064,13781,32654,69743,105223,105735,103930,52488,95246,90230,70640,51760,37939,19803,32251,45754,80504,83333,90328,74472,43918,21185,10863
60,3,2,3,3,3,3,196406,72857,27782,20431,17252,11653,9225,1809,94613,116373,50624,32574,27428,21340,13412,1051,91277,103472,58753,39013,32764,21981,9770,385,55637,59059,59368,65709,57622,37584,20691,1745,54874,75606,56978,57718,50375,39965,20146,1753,44257,61376,71298,85899,52268,27052,13328,1937,46295,61401,76276,85255,48763,25560,11974,1891,55832,77362,56516,56927,47831,37085,23496,2366,86365,67862,52819,67686,44218,28940,9196,329,5060,7693,17612,33641,53679,70218,83742,85770,19618,50824,66973,55720,44895,44149,48418,26818,39725,74971,57514,62498,54572,35369,21604,11162
61,3,1,2,1,3,1,395172,154972,42253,19967,10511,5110,2539,1467,295411,181255,70430,39600,24491,14023,5654,1127,202822,195902,106225,61493,38891,20003,6303,352,165822,150217,115390,91640,60947,33170,13227,1578,135003,122335,99575,92973,81833,63662,33608,3002,44053,177956,169874,117983,80117,30498,10395,1115,44958,184547,167466,119910,76838,27929,9239,1104,140998,120493,110717,97775,74659,54434,30216,2699,272474,153072,79147,59240,38263,22468,6718,609,9103,3952,15894,56613,116111,145444,164379,120495,82521,115991,109155,84916,66017,63468,79014,30909,41975,129593,102046,109909,105347,77215,45712,20194
62,3,1,2,1,3,1,456198,102533,35469,24277,22125,22314,38619,138695,369472,113045,59225,38273,29398,30963,62496,137358,276175,136077,74527,58735,52124,48913,69817,123862,329544,104837,68719,62074,59304,52521,57621,105610,308529,100958,72002,68019,77227,75170,78065,60260,501829,221087,76148,25948,9925,3786,1310,197,509129,218795,73089,25058,9315,3497,1153,194,262225,119448,79666,73435,73878,77125,91587,62866,355942,88785,67428,59805,51700,44281,55409,116880,269392,63895,39915,43664,53153,73142,138004,159065,194518,75107,60481,52920,49409,59125,92564,256106,179286,133270,97514,83570,68602,59107,57032,161849
63,3,1,2,1,3,1,158335,48470,10344,4894,3580,2320,4745,31757,141440,48305,20639,10233,4578,3440,6634,29176,116034,60199,23927,14892,9782,5878,7622,26111,79718,40444,29488,30468,25954,17009,14779,26585,94831,43065,25863,22799,24226,19327,16427,17907,124254,102366,29569,7377,853,24,2,0,128642,100841,28010,6306,625,20,1,0,91093,51761,29689,23192,19987,15587,15514,17622,121311,41129,28116,20203,12087,7705,7574,26320,28887,8695,8092,13502,21929,37267,72670,73403,47852,26956,21988,20718,18873,21591,34692,71775,57016,65854,41474,32588,21148,12953,10265,23147
64,3,1,2,1,3,1,221681,78359,32852,16180,7096,1834,455,88,195314,73169,40128,26731,15065,6698,1398,42,150464,84702,46698,36083,26593,12111,1883,11,107776,65000,47018,44779,41748,30953,19325,1946,99735,60703,41988,37419,40313,40899,32008,5480,67605,153365,79649,39274,15323,3131,198,0,70211,153958,77681,39455,14374,2734,132,0,97023,70993,47358,39519,39011,36415,26029,2197,161426,61680,43771,37071,29434,19592,5552,19,112,615,3555,16838,53393,84979,110614,88439,76325,62207,46234,37605,31232,31425,37907,35610,39101,78697,60952,56529,47462,35974,24167,15663
65,3,1,2,1,3,1,152450,22418,8128,3376,1222,735,877,676,140049,24859,11253,6448,3820,1860,1214,379,115221,36146,16555,10326,6951,3405,1205,73,73924,31558,22238,17762,16719,14977,11141,1563,72689,37543,22822,18120,15043,13238,9120,1307,62715,93617,25750,6459,1285,56,0,0,65334,92931,24175,6242,1152,48,0,0,76508,40985,22997,16682,12969,11318,7736,687,106458,30620,18735,14742,10088,6793,2386,60,1471,994,1478,4913,14971,30262,59981,75812,32123,26727,22592,20333,19556,21241,24928,22382,20416,64374,37812,27171,17783,11072,6950,4304
66,3,2,2,3,3,2,302552,101326,37334,15314,6538,4919,5217,3299,324961,86834,32222,12213,7719,4953,6395,1202,300264,101461,35587,17255,10729,6621,4217,365,135289,110098,78091,52051,42697,31947,22388,3938,162348,138832,69574,45285,29302,19832,10023,1303,68744,178157,200201,22071,5736,1539,51,0,72177,188032,190930,18817,5331,1177,35,0,204046,122257,58000,37229,25092,18543,10152,1180,254041,87265,48423,44404,25594,11252,5230,290,3751,4092,4016,8345,23653,55652,143783,233207,40252,46057,49436,57277,78452,94290,76328,34407,52710,186081,105151,61597,33708,19050,11440,6762
67,2,2,2,1,2,2,29753,82166,81068,65435,34441,16125,5149,1857,56744,126922,72950,32149,15955,6408,3576,1290,108282,124536,49326,20343,7835,3035,1982,655,41889,53111,54933,48421,46242,40335,27545,3518,70656,120526,64587,34223,16336,6990,2559,117,183,113349,177926,21776,2285,436,39,0,187,120798,175351,17175,2046,402,35,0,84563,106732,57775,33881,18288,9561,4174,1020,64191,41458,60175,82388,54872,10396,2081,433,9426,2782,3645,9168,25644,55759,105145,104425,1593,5603,12625,24720,41316,73536,125089,31512,66078,106033,69688,37827,19043,10033,5418,1874
68,2,2,2,2,2,2,7017,50261,46484,52412,50588,35861,25447,8303,2207,34061,40216,50920,56055,49701,36878,6335,1710,25087,52059,60712,59573,45280,29229,2723,12789,41174,67657,88157,49109,14121,3116,250,2435,9095,27903,53146,71647,71715,37641,2791,0,333,14816,90047,86019,54720,26495,3943,0,367,14797,98791,82983,51745,23806,3884,1389,11234,28109,50724,60589,59151,53108,12069,13093,39969,40209,63581,55313,40699,22209,1300,10543,18093,42053,65235,68929,47577,20981,2962,5194,31695,79236,75078,39172,24692,17262,4044,264,8740,29688,46524,56823,56768,48404,29162
69,3,2,3,3,2,3,15202,22222,15131,15381,14673,10728,5417,256,23194,20651,16025,13588,11841,9550,4036,125,18213,25748,16732,12976,12114,9959,3238,30,20902,19712,16325,14278,11994,10580,4944,275,13687,21589,19875,18083,15444,8944,1383,5,4650,62041,27175,4976,168,0,0,0,4866,62432,26378,5190,144,0,0,0,12017,23225,18824,14871,13221,11239,5383,230,25744,15081,12660,15630,16667,10356,2843,29,497,3231,7825,14609,17812,21997,25030,8009,816,4229,10676,17154,18765,20270,21140,5960,3712,19919,24887,21557,17368,9307,2077,183
70,3,2,3,3,2,3,0,184,8125,46675,71928,34381,13854,653,155,14426,54240,55060,29127,15298,7179,315,7144,63218,48848,26100,15517,10723,4124,126,2320,9772,14928,22491,32635,43370,39950,10334,23917,63011,37634,23869,15911,9334,2098,26,39804,123485,11177,1320,13,1,0,0,42046,121545,10818,1380,10,1,0,0,20315,60826,35712,22960,16092,12353,6885,657,2395,7412,15127,39407,67670,37961,5685,143,382,3547,7183,12322,19219,31366,56226,45555,0,254,3049,9420,17908,31993,77113,36063,53769,54713,27281,17149,13101,7605,2012,170
71,2,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,0,0,2,19,15,3,31,56,148,38,19,20,12,22,25,45,143,71,36,48,44,55,45,34,0,0,3,23,62,62,14,0,0,0,0,29,79,57,21,0,0,30,123,127,73,89,136,164,310,39,39,37,29,55,111,227,156,3,0,0,0,0,0,290,660,0,0,0,0,0,2,15,3,13,33,201,112,17,11,219
72,3,2,3,3,2,3,0,2022,38627,61351,54663,16645,8052,574,943,55832,68422,34373,12481,5971,3697,215,37043,92014,30640,10670,5361,4545,1573,88,1280,4799,9356,14887,22384,36599,62955,29674,55918,81659,25578,9311,5366,2996,1057,49,105035,75577,1282,40,0,0,0,0,108471,72197,1226,40,0,0,0,0,53141,78142,26400,10586,5713,4816,2770,366,1961,4561,12416,30582,65981,59428,6823,182,197,1295,3345,4411,7395,17609,44323,103359,7,113,739,2433,5923,16629,97064,59026,106520,46612,15017,5988,4893,2292,485,127
73,2,1,3,2,2,2,0,8014,87063,90632,46356,20521,12425,979,2143,77491,86567,50942,27311,14203,7030,303,55858,119900,46579,20566,11466,8481,3024,116,1117,3149,4818,7652,15669,44747,122001,66837,52627,122921,49163,21041,10751,6717,2462,308,119906,137111,6183,2587,202,1,0,0,123465,134128,5734,2522,141,0,0,0,58586,118709,45304,19389,9942,7263,6012,785,2288,2339,2926,13051,60222,149177,35700,287,223,1458,4726,5494,8591,19547,60704,165247,19,498,2038,5072,11953,38054,166536,41820,155680,72698,18925,7379,5017,5082,1136,73
74,2,2,3,3,2,2,0,3997,82566,101626,67048,30740,16426,2462,259,59100,120311,69015,31089,14890,9804,397,42635,160877,53890,22830,11402,9920,3228,83,2644,5558,12110,22886,34690,51807,118317,56853,67765,148592,50410,18821,11245,6454,1461,117,111302,158222,26560,6489,1726,552,14,0,114554,156495,25352,6319,1642,495,8,0,71652,141994,47207,18650,9974,9760,5331,297,1674,3610,9142,28922,89245,146187,25907,178,1438,3573,5791,7748,12397,26581,74360,172977,7,215,1401,3938,8880,31793,173766,84865,172500,85978,21871,9415,8370,5647,1048,36
75,2,2,3,3,1,2,0,1489,49463,39852,22162,13581,12657,1993,11,6474,42522,42949,24518,13274,10899,550,2462,57935,36840,20257,11006,8706,3892,99,2199,3285,5086,9816,16957,34626,58611,10617,3269,58327,43613,18659,10058,5596,1590,85,0,47652,65330,21821,5614,757,23,0,0,48853,66066,20570,5042,650,16,0,6657,65394,33325,14110,8685,8197,4473,356,945,1292,2580,8727,46547,71320,9569,217,1525,3513,5203,6431,8795,16869,48673,50188,1,98,714,2569,7399,29800,92913,7703,39395,64404,16322,8307,7420,4288,973,88
76,2,1,3,3,2,2,0,438,41340,73535,66196,40317,23678,2250,1,1327,30820,71071,76638,43517,23743,637,41,39916,70051,63104,41822,23261,9435,124,1506,2288,5652,16042,42016,91059,83247,5944,2005,41333,74836,67418,39864,17091,4942,265,0,37466,145541,49840,13915,990,2,0,0,39162,147990,47802,12123,675,2,0,1994,58935,69064,51267,32252,21804,10974,1464,840,1056,2390,10703,67319,142447,22652,347,922,4184,8071,16369,33385,61919,94708,28196,9,272,2082,9758,41363,88719,100246,5305,18492,110081,66581,29205,14245,7034,1972,144
77,2,1,3,2,2,2,0,3114,48519,94545,94511,47369,23271,773,714,16790,45023,82569,92639,51812,22148,407,12384,57400,80721,71339,52468,26633,11000,157,914,1171,2654,7089,22896,86737,157380,33261,10036,62257,87630,79555,44668,19412,7931,613,8036,123204,143473,28571,7982,821,15,0,8316,125696,140078,29545,7643,815,9,0,12687,73312,87914,65392,36292,19186,15068,2251,542,899,1229,4866,45088,202479,56553,446,218,2937,8132,13350,30577,70128,119630,67130,40,844,4225,12054,47435,115666,122394,9444,55338,140485,72048,22635,10341,8541,2606,108
78,2,2,3,2,2,1,631,16578,68062,72354,58944,30639,27625,2556,4435,67581,55113,46224,44718,28557,26467,4294,64525,80521,46176,30282,19109,14689,17960,4127,263,836,1822,4256,13993,41731,95982,118506,56164,77526,40384,41051,26008,17641,14746,3869,4,173919,47222,36741,13194,6054,255,0,9,179733,44795,35394,11852,5516,90,0,67232,75802,48721,27963,16910,13034,16347,11380,247,495,984,3443,24132,158687,85167,4234,894,9463,9427,9337,13050,26013,60493,148712,12,270,4560,22125,39647,52323,117516,40936,132062,67634,34419,15179,9350,9413,8838,494
79,3,2,3,2,2,2,4,12810,81378,91014,94520,71968,92338,45311,754,65169,74981,61291,72348,68461,94725,51614,54388,111502,71554,54406,44268,43042,64602,45581,477,1063,2604,7098,26144,93396,224727,133834,40452,112090,65725,69542,56445,50447,53877,40765,5,169984,116678,94042,66986,35690,5958,0,7,176883,117127,93859,65048,32440,3979,0,59610,103775,75947,54418,41256,37170,48173,68994,314,617,1403,4940,32079,185669,212506,51815,22961,42880,27294,28545,37687,57480,104407,168089,7,190,4373,63464,108019,110640,169310,33340,144779,113730,74663,43455,28692,29271,47394,7359
80,3,2,3,2,2,2,0,71,6408,54138,145589,131651,116083,29049,6,1323,11103,52037,139145,131461,115439,32475,580,19304,85617,117647,92347,62005,76617,28872,677,1303,3092,7900,22797,100864,272306,74050,947,22666,75749,125278,103250,65354,61211,28534,1,50379,218640,117252,63805,31721,1191,0,1,53938,224563,115563,59898,28358,668,0,1086,40168,119071,103770,62959,42767,52630,60538,338,581,1250,4166,24706,183301,235227,33420,2762,44566,36752,35834,53949,113901,164619,30606,40,952,19259,74123,125380,159805,98574,4856,19035,167034,131889,54449,32681,39039,37514,1348
81,3,1,3,2,2,1,0,0,252,7023,38295,144343,302971,36334,0,14,286,5375,36105,124264,314076,49098,0,550,13009,37729,72149,127876,225337,52568,572,1099,1822,5744,18190,65989,280981,154821,462,4558,15286,42127,81718,138842,180819,65406,0,38538,173226,134540,102609,78694,1611,0,0,40871,169569,139595,103578,74946,659,0,242,7430,26044,46070,63971,97653,158891,128917,260,377,815,2408,11378,72411,369377,72192,1859,74132,76391,88694,123167,111390,51632,1953,54,4964,106555,168378,124845,90890,31251,2281,2513,54540,126569,124118,75440,71579,68445,6014
82,1,2,3,3,2,2,0,11,5042,27029,56373,63365,43497,1926,1,133,2578,23956,61451,65478,42730,916,5,3142,31153,50154,52822,40343,19415,209,799,1854,3664,8658,30737,80352,67311,3868,971,9668,33182,60164,52324,29620,10929,385,0,11372,122574,50423,11838,1036,0,0,0,12072,119899,52769,11440,1063,0,0,521,14712,36463,48275,41974,31862,20626,2810,389,691,1453,6059,32121,110130,45873,527,450,3987,11554,24284,45105,63535,45763,2565,3,298,3589,11096,45003,89600,44729,2925,3194,54030,71411,38864,17005,9687,2871,181
83,2,1,3,2,1,2,0,0,815,11710,40480,90461,74611,3444,0,72,1214,11919,42863,84226,78530,2697,0,2146,14636,35759,60699,68529,38554,1198,502,1737,4959,12666,30489,66504,86240,18424,690,6359,20544,44203,64214,59631,24077,1803,0,8456,105585,71326,30321,5566,267,0,0,9008,103698,74711,29018,4879,207,0,407,8855,22817,40478,52339,52772,36681,7172,282,556,1553,6538,25679,84213,100806,1894,503,7490,18066,37171,61934,65327,29608,1422,5,825,7302,33848,68260,73104,35129,3048,1723,36258,76719,58502,27580,14152,6087,500
84,3,1,3,2,2,1,0,0,0,0,0,0,0,0,0,1,9,31,1,2,17,37,5,15,28,19,11,10,21,31,105,13,3,4,11,11,7,7,82,18,16,11,11,17,12,1,0,0,0,7,15,28,0,0,0,0,0,6,16,30,0,0,3,14,60,17,15,25,20,28,125,8,8,16,13,16,19,61,157,10,2,1,2,1,4,32,100,0,0,0,0,0,2,124,2,12,23,72,55,19,7,27
85,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,2,3,5,3,4,8,3,0,2,10,11,13,9,7,4,64,1,3,2,0,0,0,0,57,29,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,36,0,0,22,61,27,13,9,1,63,25,6,14,20,5,3,4,70,0,0,0,0,0,0,20,90,0,0,0,0,0,0,36,0,2,13,27,29,12,3,32
86,3,1,2,3,2,2,0,339,2880,13229,36052,52355,34385,1889,0,516,2439,7861,24327,50100,54625,1261,28,1302,5071,14373,31058,49011,39307,979,840,3850,7391,10481,17065,35207,56924,9371,204,1498,6328,17150,35720,47754,30089,2386,1,5457,13151,25476,61893,30285,4834,32,2,5603,13158,28612,60778,28746,4198,32,131,2112,7229,16961,27740,39710,38815,8431,279,1076,1927,4203,10786,42436,79331,1091,710,7295,25357,32149,34227,29125,11455,811,102,3836,23930,44118,36327,20943,10994,879,429,12177,31879,35222,27550,19430,12220,2222
88,3,2,3,3,2,2,0,0,0,0,0,2,2,3,1,0,0,1,0,7,7,5,1,1,0,2,10,9,14,5,32,6,3,5,2,1,0,0,24,23,11,4,1,0,0,0,0,0,0,0,0,2,4,14,0,0,0,0,0,2,4,16,0,0,0,20,13,18,20,6,18,8,7,9,5,8,19,10,48,1,0,0,1,0,2,10,60,0,0,1,0,1,1,24,0,6,21,22,9,0,0,20
90,3,2,3,3,2,3,0,0,713,4827,9953,14295,19190,1759,0,44,2007,6849,12407,13717,15363,350,0,3072,7439,9735,11181,13525,5735,50,1940,6917,7650,12318,12594,7045,2205,68,458,6883,12723,14159,9604,4940,1905,65,0,0,11416,17099,19461,2696,65,0,0,3,12850,17957,17907,1977,43,0,254,6388,9248,10443,10642,8695,4268,799,256,820,3104,8764,19407,15106,3227,53,3265,6319,7255,8817,9483,8292,6312,994,1,25,385,1773,5439,14101,24510,4503,1073,9700,11775,10330,10351,5479,1883,146
91,3,3,3,3,2,3,0,0,122,720,1644,2204,3146,73,7,208,501,1030,2290,2323,1546,4,10,742,1402,2064,1859,1667,165,0,1944,2071,1687,1332,633,202,37,3,620,2218,2968,1521,451,113,18,0,0,0,1646,3782,2308,172,1,0,0,2,1926,3917,1948,116,0,0,434,1176,2090,2249,1416,440,101,3,509,693,1935,2220,2044,456,52,0,1175,1177,1068,1214,1500,1288,473,14,0,0,2,32,121,741,4178,2835,95,1527,2265,2217,1538,233,34,0
92,3,2,3,3,2,3,0,0,30,185,562,1021,4562,784,0,26,122,264,896,1651,4150,35,0,162,402,917,1171,3128,1353,11,1742,2643,1127,1038,450,118,26,0,138,656,2559,2494,861,331,102,3,0,0,430,1934,4291,481,8,0,0,0,544,2229,3974,392,5,0,91,292,772,1416,2642,1506,386,39,104,164,900,1865,2729,1136,240,6,2964,1319,738,717,814,449,131,12,0,0,10,57,260,868,3586,2363,15,357,1021,1427,2953,1214,151,6
93,3,3,3,3,3,3,0,2,53,240,650,1068,4146,1302,24,98,143,411,957,1571,4229,28,20,229,743,985,1191,2932,1360,1,1156,2911,1541,1079,537,201,36,0,273,798,2733,2204,945,330,178,0,0,0,370,2301,4125,639,26,0,0,0,485,2624,3836,492,24,0,181,430,1078,1553,2504,1247,415,53,206,230,673,1731,2853,1472,291,5,1948,1882,1106,821,821,644,234,5,0,5,57,106,225,559,3955,2554,48,730,1257,1710,2639,821,217,39
94,3,3,3,3,2,3,0,0,210,795,1173,1456,721,46,5,250,670,1118,1272,847,229,10,4,716,1441,1235,714,233,57,1,660,1504,1240,613,235,82,63,4,178,2283,1143,476,216,96,8,1,0,2,167,3131,1043,54,4,0,0,2,316,3224,820,36,3,0,86,1524,1519,770,306,161,32,3,337,681,1486,999,521,303,72,2,122,268,454,803,1226,1164,354,10,0,1,27,96,146,370,2474,1287,4,1094,1971,938,300,72,21,1
95,3,3,3,3,2,3,0,2,38,162,171,338,996,24,11,28,138,206,338,607,400,3,3,102,289,337,491,481,28,0,848,529,205,90,36,20,3,0,72,793,690,112,42,20,2,0,0,0,56,733,888,52,2,0,0,0,72,858,756,44,1,0,39,251,474,737,176,33,19,2,123,269,732,416,116,54,21,0,536,338,210,217,217,174,39,0,0,0,0,7,24,68,637,995,8,138,478,584,471,40,12,0
96,3,3,3,3,2,3,0,0,26,356,1193,2548,9172,662,0,26,207,709,1704,3529,7751,31,0,187,919,1577,2754,5822,2687,11,1525,4537,2562,2092,1888,1051,283,19,284,1240,3274,4276,2883,1559,428,13,0,0,420,4246,8163,1097,31,0,0,0,522,5177,7423,807,28,0,151,689,1405,3124,4127,2947,1380,134,181,418,1166,2608,4085,4291,1202,6,2600,3678,2586,1986,1610,1054,424,19,0,8,86,483,1234,2714,6107,3325,39,916,2006,3680,4866,2039,388,23
97,3,3,3,3,3,3,0,14,728,2964,6802,16407,21164,1595,1,471,1791,2962,7852,16362,19828,407,0,1623,3464,6760,12107,14273,11261,186,1190,4889,6377,7673,9784,13431,6134,196,348,2920,6210,10544,13335,10919,5033,365,0,9,2457,21311,21878,3917,102,0,0,10,3175,23725,19585,3119,60,0,313,2236,4922,8578,10816,11991,8691,2127,674,1032,2648,4034,8275,20221,12623,167,1761,4466,9227,11370,11975,8561,2219,95,3,94,1866,5837,12050,14197,13733,1894,108,4032,11879,13279,10678,6107,3036,555
98,3,3,3,3,2,3,0,22,935,3259,5770,8600,10079,316,98,339,1322,3345,6139,8734,8864,140,127,1255,3342,4955,6831,8629,3676,166,1710,6670,5520,5396,5049,3368,1101,167,667,2492,6149,7266,5891,4342,1990,184,0,0,752,10696,13591,3757,180,5,0,0,987,12196,12653,3011,130,4,501,1668,4125,6173,6181,5692,3977,664,562,885,2647,4719,7497,8734,3774,163,1668,4192,6716,6197,4353,3704,1966,185,0,85,1941,4279,4823,5077,9305,3471,325,2075,6297,7134,6416,4478,2160,96
99,3,2,2,2,2,2,0,5,342,3979,16622,61211,386584,761853,0,54,447,3900,20951,76471,396315,732458,14,1369,7875,24235,66505,139618,353406,637574,1039,867,2045,4880,16142,74562,513147,617914,1108,3120,16384,54535,124269,205946,304683,520551,842,76495,129854,114817,185067,237252,453392,32877,1251,82631,131496,115862,182436,241730,436494,38696,646,4362,24455,56604,96569,146311,252743,648906,538,314,524,2041,9574,44929,420996,751680,299998,338959,158805,166157,143706,89139,31240,2592,53,480,3029,89823,569226,443060,115886,9039,1579,59838,174395,199307,177353,287839,315998,14286
100,3,2,2,1,2,1,0,1699,14314,33700,73287,107424,267767,644257,99,7543,11776,25488,66593,110009,243566,677374,6198,20614,45994,68740,79626,95385,174719,651172,4567,1857,2589,6787,24484,115790,536861,449513,9678,23218,39150,85422,108046,108235,175187,593512,18,31122,122632,194292,219693,391889,181875,927,30,34993,131630,196532,235175,388993,154209,886,12657,35203,70394,74457,71596,71434,109235,697472,3029,1057,1557,4207,16120,97191,348340,670947,405804,287737,72768,70950,85781,100071,88991,30346,9,246,15822,301781,504626,216782,86953,16229,23384,101948,137490,95260,72579,176719,476968,58100
101,3,1,2,2,2,1,0,0,0,0,0,0,0,0,1,4,8,6,7,4,9,17,6,8,8,28,7,10,14,24,109,17,5,6,4,20,6,1,113,23,30,9,15,37,4,0,0,0,2,20,43,23,0,0,0,0,0,28,48,30,0,0,1,4,108,87,32,58,66,57,222,16,25,20,20,24,52,90,116,5,5,2,2,2,2,90,250,0,0,0,1,0,5,64,0,2,10,66,102,18,10,99
102,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,10,12,0,0,1,0,3,18,26,15,59,10,9,3,7,1,2,0,13,47,18,16,7,11,0,0,0,0,5,24,15,0,0,0,0,0,6,46,22,0,0,0,4,3,11,58,81,80,85,7,123,77,35,22,26,28,42,25,78,0,0,0,0,0,0,40,120,0,0,0,1,1,1,33,0,2,5,40,48,6,4,37
103,3,1,2,1,3,1,0,0,0,0,0,0,0,0,8,3,2,0,3,1,2,2,7,10,7,2,4,5,8,6,60,5,3,1,3,2,3,0,69,15,4,3,4,3,0,0,22,11,3,0,0,0,0,0,26,14,4,0,0,0,0,0,35,40,32,27,17,9,22,0,141,19,8,0,3,10,17,5,52,3,0,1,0,0,0,40,110,0,0,0,0,0,2,24,4,9,22,48,8,4,0,32
104,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
