,district name,district code,1. Under-Developed_BF,2. Moderately-Developed_BF,3. Developed_BF,1. Under-Developed_FC,2. Moderately-Developed_FC,3. Developed_FC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,No_HH,ELG_POP,BF_RUD,BF_INT,BF_ADV,CHH_RUD,CHH_INT,CHH_ADV,FC_RUD,FC_INT,FC_ADV,MSL_INT,MSL_ADV,MSW_RUD,MSW_INT,MSW_ADV,EMP_AL,EMP_NAL,EMP_UN,ASSET_TV,ASSET_COMPUTER,ASSET_MOBILE,ASSET_NONE,ASSET_VEHICLE,EMP_F,LIT%,MSL,MSW,CHH,FC,BF,EMP_AG_NONAG,Asset,EMP_FEMALE,LIT
27,East Kameng,247,0.86,0.03,0.10,0.96,0.00,0.03,7871,0,0,0,0,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8745098,4021.427451,10093.11373,2.843137255,5,11016.75294,1.68627451,147.5490196,267.6117647,5.764705882,544.945098,23.8627451,44.65490196,0,67.15686275,666.6039216,240.227451,18102,78972,60.84310573,2.569478511,34.12097558,43.88620594,53.4822782,2.630908187,60.54633742,1.439967959,37.71843443,11.50459065,54.35629212,19.30911501,0.322936692,80.40702685,25.84460315,14.73433622,52.77946614,0.307230196,0.068481273,0.297571981,0.481489946,0.162516683,21.70769387,63.25279846,2. Moderately-Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,1. Low Literacy
28,West Kameng,246,0.76,0.06,0.18,0.83,0.00,0.17,6707,0,0,0,0,115,55,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125490196,3306.541176,4902.117647,0,30.04705882,13174.36471,28.30980392,89.30196078,651.5019608,7,1236.427451,8.196078431,75.55686275,3,134.6823529,97.82745098,52.80784314,22204,86263,42.22714826,6.802184291,50.58205729,49.00864709,48.44722573,2.541294361,44.26029544,1.991186273,53.41534859,6.962272564,88.47468024,11.21395694,0.486601513,88.29776166,14.54273559,32.60957769,43.15755306,0.590814358,0.072225049,0.465111331,0.256899433,0.165698253,18.92584306,68.91483023,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,1. Low Asset Ownership,3. High Female Emp,1. Low Literacy
29,Tawang,245,0.34,0.24,0.43,0.71,0.00,0.29,3077,0,0,0,0,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.65098039,2072.654902,14,3,63.48235294,3856.298039,15.21568627,146.0196078,206.2627451,12,3783.270588,1.905882353,8,0,209.8431373,148.9411765,119.5647059,11664,54151,21.98052984,19.16670953,54.16532922,55.65698731,41.13515089,3.235065158,49.70338649,2.32085048,47.41240569,5.827563443,93.34803669,16.96865569,0.061934156,82.97247942,11.8003361,47.54482835,32.53494857,0.561844907,0.067352452,0.279348337,0.296717164,0.142731739,18.07722849,64.97202268,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,1. Low Asset Ownership,3. High Female Emp,1. Low Literacy
30,Sonitpur,306,0.45,0.35,0.20,0.90,0.00,0.10,4069,0,0,0,4,1266,720,213,115,73,54,40,30,30,29,19,19,19,14,13,13,8,8,6,6,6,3,1,1,1,4,2,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.5843137,2,1784.772549,0,3.952941176,317.4078431,50.02352941,751.7215686,1036.188235,105.7176471,974.9921569,192.4431373,4328.294118,63,12577.61176,0,430.8705882,449605,1866740,36.33004526,26.31341288,35.9499821,38.58771544,52.46527241,8.947710768,71.27679052,2.909921598,25.44949078,57.97199008,41.75718442,55.35443578,34.18767919,10.45504721,13.35542175,20.84585963,54.02616326,0.33491674,0.09284737,0.419244072,0.15108054,0.172293397,13.33024417,70.01221381,1. Under-Developed,1. Under-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
31,Golaghat,313,0.26,0.59,0.14,0.91,0.00,0.09,1576,0,0,0,10,1087,926,186,153,78,52,32,32,22,28,18,16,18,13,9,3,7,16,11,4,13,3,4,5,9,5,2,4,11,5,3,3,1,5,6,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.3058824,1,594.6627451,0,2,195.7607843,25.01176471,246.8509804,2016.023529,153.9333333,361.345098,236.3960784,3841.705882,10,7099.298039,0,99.00392157,249381,1019080,29.05104198,40.07987738,29.40755872,33.32104972,59.44331846,7.240554413,74.58286477,1.87127608,23.22777036,57.88004419,41.92509774,11.20846456,73.30155986,15.48074312,15.66628724,19.78676846,49.50317934,0.350458555,0.088066031,0.442101704,0.160277888,0.185453699,17.41580641,78.65476704,1. Under-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,3. High Literacy
32,Karbi Anglong,314,0.55,0.30,0.15,0.97,0.01,0.02,11933,0,0,0,0,608,507,214,60,35,25,19,21,19,11,13,14,4,7,3,3,6,1,8,3,1,1,2,3,2,0,0,0,0,1,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23581.58431,0,1,2009.686275,1.37254902,1,14732.61176,67.33333333,3.654901961,4.88627451,2594.764706,35.23921569,3562.960784,0,0,201335,904324,40.82916383,30.39167557,27.02984181,33.80145926,62.09276877,4.096976184,81.09306628,3.437827005,15.19792187,59.21251794,40.2681943,60.9029811,30.98142151,8.115448879,20.89041096,11.3817614,53.50880879,0.357412909,0.070486577,0.429765724,0.189920615,0.116661022,16.07764474,71.24857905,1. Under-Developed,1. Under-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
33,Nagaon,305,0.25,0.57,0.19,0.82,0.03,0.15,2580,0,0,0,1,1201,671,338,133,54,38,30,25,13,13,11,9,9,8,5,10,4,5,3,2,0,5,3,4,4,2,1,0,1,2,1,0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84313725,0,1344.243137,0,3,394.2313725,4.57254902,56.70196078,1992.317647,64.86666667,83.8,194.7882353,10938.73725,101,2669.062745,0,20.67843137,664678,2800137,21.47638481,44.25315807,32.62919925,33.61624426,54.82204992,11.56506038,68.8244395,7.525810844,23.00840347,57.24478875,42.51412504,15.1032509,76.8002684,8.086588845,14.3216564,17.35840068,58.76948164,0.290481158,0.09243792,0.47596741,0.207947579,0.138755173,8.708395339,74.76627036,1. Under-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,1. High Unemployement,1. Low Asset Ownership,1. Low Female Emp,2. Moderate Literacy
34,Marigaon,304,0.50,0.39,0.11,0.87,0.09,0.04,1448,0,0,0,0,247,137,50,38,21,12,7,14,7,8,7,7,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.6941176,0,78.61568627,0,0,126.5764706,5.047058824,176.2509804,431.3137255,13.90588235,260.1137255,130.7411765,4366.388235,13,1023.529412,0,98.34901961,200757,858191,37.53412384,38.19611321,22.97638986,26.79712189,59.35469398,13.85515723,73.72315187,10.85715666,14.59787803,67.12526786,32.70270825,14.28535244,81.61799041,4.095823807,20.61848703,12.28444484,56.17665531,0.206333313,0.087319013,0.421675448,0.227136857,0.115862819,11.33710328,69.24682268,1. Under-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
35,Jaintia Hills,299,0.63,0.22,0.15,0.94,0.01,0.05,3739,0,0,0,1,214,312,239,144,59,38,19,19,14,14,13,15,13,6,7,5,2,3,2,2,3,3,1,2,1,2,5,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8263.709804,0,0,2557.392157,19.35686275,15,3890.905882,78.2627451,115,28.05098039,580.9764706,21,1309.917647,0,0,70957,328704,49.21083332,19.93075666,29.49797624,50.54736531,41.93978184,7.515699649,78.37980044,4.592640613,16.57431966,31.12266866,66.95003876,68.19565934,3.532415407,28.26936173,18.9623491,17.49963493,49.86188181,0.297506405,0.074688318,0.474065335,0.38591268,0.098697493,21.33226246,63.84132837,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL,1. Low Asset Ownership,2. Moderate Female Emp,1. Low Literacy
36,Dima Hasao,315,0.49,0.23,0.28,0.94,0.00,0.06,5836,0,0,0,0,15,82,129,109,50,31,25,15,11,7,9,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,14180.90588,0,1,1059.388235,14,1,5824.584314,24.71764706,0,47.53333333,98.62745098,27,505.3333333,0,1,55215,236830,24.48759214,27.05643756,46.87977723,41.87881735,54.23045006,3.888264059,61.32570135,6.636048175,31.76529023,41.25736122,58.47409581,69.27021643,0.344506022,30.37821425,16.2213402,21.15610353,54.702107,0.410986055,0.102119696,0.460038884,0.330797066,0.1065465,14.27015159,80.95976017,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. High Unemployement,1. Low Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
37,Dimapur,265,0.02,0.45,0.53,0.62,0.00,0.38,552,0,0,0,0,69,99,94,45,27,10,12,7,7,8,7,3,7,6,7,8,6,3,4,2,3,4,5,4,1,3,3,3,1,3,3,4,0,2,3,3,1,2,3,2,1,1,3,2,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,872.2117647,0,1,279.4784314,0,1,1394.713725,7.984313725,4,0,255.9529412,24.74117647,777.3803922,0,0,120705,500947,4.729059277,17.34159645,77.15603165,59.39077172,38.23877221,2.37590075,35.02493269,2.938507933,61.29857172,4.779016611,94.7549157,51.38542811,34.46312249,14.14547865,5.316131247,31.72311642,54.91698723,0.690444464,0.169977184,0.709774309,0.089271513,0.277984276,14.42288306,85.68810673,3. Developed,1. Under-Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
38,Peren,271,0.17,0.47,0.36,0.98,0.01,0.02,2138,0,0,0,0,12,19,50,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5887.380392,0,1,628.6980392,0,0,1018.113725,2,0,0,30.34117647,0,184.0627451,0,0,21335,91316,18.84362315,39.28661823,39.62719006,43.44964143,55.29953129,1.254900398,94.20907429,0.82940239,4.843098196,20.73367237,78.50837591,60.32866182,0.40498711,39.27586126,31.01318498,13.49818214,22.78899645,0.27203056,0.092874994,0.437554629,0.36653138,0.093855167,36.87962679,78.90512068,3. Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,3. High Literacy
39,Kohima,270,0.33,0.15,0.52,0.82,0.00,0.18,1629,0,0,0,0,84,74,34,19,9,6,8,2,3,5,1,7,3,1,2,1,4,0,3,4,1,0,3,1,1,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2811.831373,0,5,2657.309804,3,0,1015.05098,1,2,0,31,14,43.79215686,0,0,81146,337715,21.42998669,7.951817711,69.91888078,65.98441574,32.58112908,1.461627191,45.78362088,2.240726592,51.66419787,1.762074532,97.86577527,53.01584675,1.662200232,45.30288246,11.97400175,29.059414,53.26473506,0.621150198,0.184108015,0.744489956,0.112701328,0.215818919,18.10461484,86.75776912,3. Developed,1. Under-Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
40,Wokha,264,0.33,0.30,0.37,0.95,0.00,0.05,1986,0,0,0,39,50,0,22,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5981.054902,0,0,187.1411765,0,0,834.2470588,2.82745098,2,58,15.1372549,0,188.427451,0,0,37984,176731,27.88589669,19.9937579,51.69001422,57.37431813,41.88279802,0.745671862,83.68669177,1.138816344,14.92418123,17.31722831,80.64510583,72.16114153,1.127980202,26.69708825,25.36397123,15.96041442,48.86296122,0.389933841,0.061196004,0.48028562,0.269847094,0.112823346,23.0848012,89.08284342,3. Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,3. Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,3. High Literacy
41,Phek,266,0.11,0.45,0.45,0.97,0.00,0.03,2606,0,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2612.752941,0,4.796078431,5952.552941,0,0,485.1294118,0,6,0,10.23529412,0,68.98431373,0,0,41696,156799,20.31797535,32.65152053,46.43928914,47.41026238,50.65288277,1.941454816,90.90636272,0.731345933,8.091442824,2.705060438,95.94582454,17.3890589,0.372704816,82.23832502,30.1583556,15.59066065,42.72348676,0.286341903,0.044663901,0.448189754,0.38300235,0.076334037,26.8579519,79.43481782,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,3. High Literacy
42,Zunheboto,263,0.22,0.53,0.26,0.99,0.00,0.01,1599,0,0,0,0,22,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253.152941,0,2.874509804,1694.333333,0,0,598.3137255,0,0,0,3,0,80.35686275,0,0,32656,144720,20.96289809,40.44692859,37.82330047,56.11531418,42.55844561,1.32644537,90.69728074,2.227703944,6.874941818,3.404740323,95.97265434,39.80478932,0.293217173,59.89179324,22.84825871,16.2762576,38.66708126,0.377956639,0.071181682,0.506663033,0.306942124,0.126239589,28.67951907,86.79726368,3. Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,3. High Literacy
43,Mokokchung,262,0.02,0.46,0.52,0.82,0.00,0.18,1935,0,0,0,55,45,19,16,11,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6366.078431,0,2,137.4941176,1,0,580.9215686,4.717647059,1,0,7,8,96.55686275,0,0,55420,224182,2.703964273,33.11279141,63.58831649,65.89230964,33.49260014,0.61339769,75.62099062,1.189924215,22.77211476,3.805927463,95.94592746,45.4211079,0.461044749,54.14406532,21.8242321,22.69629141,45.53353971,0.527246283,0.080876019,0.52828506,0.21534096,0.232929321,22.37958444,92.05779233,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,3. High Literacy
44,Longleng,268,0.23,0.43,0.34,1.00,0.00,0.00,715,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088.419608,0,2,114.1568627,0,0,248.7215686,1.780392157,0,1,1.2,0,76.85490196,0,0,13675,47761,29.00207678,37.61597806,32.76520658,31.4415064,65.7846947,2.756797075,95.46694698,1.103956124,2.849009141,38.08135283,59.24266179,90.52136746,0.100489945,9.34525777,36.39371035,11.41517137,29.95330919,0.184801389,0.059366874,0.355837441,0.531184936,0.067288556,32.16641193,74.74717866,2. Moderately-Developed,1. Under-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
45,Kiphire,269,0.58,0.17,0.25,1.00,0.00,0.00,1472,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.450980392,1702.282353,0,0,2850.768627,1.811764706,0,379.9019608,0,10.16862745,0,12.90588235,0,162.5607843,0,0,17880,72856,41.63526846,22.63295302,32.96600671,50.74794743,48.43125839,0.821666667,97.20308166,1.252544743,1.359110738,8.805810962,87.56594519,23.8783557,0,76.11689597,27.38003733,12.95706599,49.74195674,0.179819855,0.030315604,0.35768434,0.520828468,0.032304642,23.17585374,72.85192709,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
46,Senapati,272,0.13,0.58,0.29,0.97,0.00,0.03,4212,0,0,0,0,71,75,62,36,19,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5755.913725,0,5,6488.019608,11.04705882,3.294117647,2024.015686,6.764705882,50.8627451,0,147.1254902,0,967.2470588,0,0,84562,420910,26.22422365,43.03287765,28.1554398,38.41727845,59.43093352,2.151317377,90.84542702,1.577372815,7.466741562,21.22134055,76.01908895,50.78139117,2.280044228,46.93176368,36.78767432,7.568601364,44.14601696,0.235446749,0.058308649,0.335510288,0.400090738,0.057092595,26.13931719,63.91889002,3. Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
47,Ukhrul,279,0.20,0.49,0.31,1.00,0.00,0.00,5682,0,0,0,2,29,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12343.17647,0,2.203921569,6281.278431,0,0,953.5607843,4,14.57647059,1,34.01176471,0,119.4509804,0,0,40920,183409,15.35184262,44.35941593,38.69564027,28.3143695,66.77168133,4.887434018,90.07804985,1.984931574,7.758995601,41.4180303,45.84263441,47.64360948,1.431622678,50.91830645,27.04011254,14.28992034,46.06807736,0.24628651,0.071733944,0.346774927,0.374161755,0.064658357,25.21741027,82.33728988,2. Moderately-Developed,1. Under-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,3. High Literacy
48,Tamenglong,273,0.30,0.43,0.27,1.00,0.00,0.00,5246,0,0,0,0,19,56,43,20,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16720.38824,0,3,901.9882353,0,0,705.8980392,8.874509804,2,4,14,0,218.172549,0,0,28441,137753,25.99126613,43.69696213,28.1366478,34.55611969,56.68189937,8.762849408,89.94955522,1.891093843,8.124584227,38.34062445,59.57663936,62.50557294,0.319109736,37.17451566,32.76952226,11.7826835,43.43644059,0.25176337,0.060651278,0.260143138,0.461849689,0.063075982,26.57002025,72.12547095,2. Moderately-Developed,1. Under-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
49,Imphal East,278,0.09,0.49,0.43,0.70,0.00,0.30,399,0,0,0,0,129,219,136,63,37,23,16,16,12,6,10,10,5,8,6,7,2,5,6,4,3,2,5,2,2,6,3,2,2,2,2,1,2,2,0,2,3,1,1,2,3,1,2,2,1,1,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0.078431373,372.4039216,0,3,179.7764706,3.952941176,1.309803922,504.5098039,5.137254902,51.43137255,266.3490196,1482.27451,186,1017.007843,0,0,180048,777192,5.398004421,21.53304286,67.03649027,62.57634075,33.63964776,3.787754377,34.60803452,3.252095552,61.51673332,8.829886475,88.39168277,39.52814472,9.88314505,50.63038745,5.608652688,30.18610588,53.21413499,0.708435556,0.146099656,0.693152554,0.059890368,0.508984726,18.35325119,84.92315927,3. Developed,1. Under-Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL,2. Mod Asset Ownership,2. Moderate Female Emp,3. High Literacy
50,Chandel,280,0.22,0.54,0.24,0.91,0.07,0.02,4002,0,0,0,0,3,12,14,10,7,6,7,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11567.38039,0,7.807843137,1228.694118,2.780392157,0,896.2980392,1.984313725,7.062745098,0,66.10980392,0,249.6784314,0,0,31655,139907,18.83059232,48.175571,29.81895435,38.73904281,55.03510662,6.225420945,73.47671774,20.3784647,5.822024957,26.44191123,68.70078029,72.92209446,7.754244195,19.3341052,25.08452043,16.70180906,41.23453437,0.309818165,0.064318149,0.376178108,0.281547402,0.141342315,25.49407821,71.08293366,2. Moderately-Developed,1. Under-Developed,3. Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,2. Moderate Literacy
51,Thoubal,276,0.02,0.52,0.46,0.79,0.01,0.21,536,0,0,0,0,105,193,0,48,29,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.2392157,0,1,91.92941176,5.215686275,2.388235294,296.2431373,6,78.69803922,241.6745098,1349.419608,9,909.6156863,0,0,122097,516144,7.473304831,33.08980073,41.73526295,65.64888572,29.21513059,5.14033842,71.38765899,2.569910809,24.50750469,32.34826245,62.7339648,71.19929728,10.37751624,18.44007306,17.40909514,18.56323042,46.97158157,0.448950015,0.065026487,0.542774728,0.100639254,0.197795016,23.13133544,76.07993118,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
52,Bishnupur,275,0.04,0.45,0.51,0.65,0.01,0.34,372,0,0,0,0,181,41,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,5.921568627,52.38431373,1,0,33.15686275,12.60784314,0,91.59607843,18.09411765,14.34509804,560.8235294,799.6431373,7,373.4901961,0,0,67251,296701,6.974627887,33.07984863,45.96871571,62.59889964,32.16121099,5.242603084,67.33630281,3.338656674,27.96881533,17.74478298,76.27930737,51.07160488,1.175588467,47.7590073,14.15768737,22.64636789,47.63010573,0.528429986,0.081275698,0.579471368,0.103589999,0.191092237,22.31101344,77.19960499,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,2. Mod Asset Ownership,2. Moderate Female Emp,2. Moderate Literacy
53,Churachandpur,274,0.22,0.45,0.33,0.89,0.01,0.10,5697,0,0,0,0,18,14,23,41,24,13,5,8,6,4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17794.14118,0,1.435294118,1204.560784,2.392156863,3,520.2745098,0.309803922,20,34,111.5921569,4,486.254902,0,0,52174,251799,14.92160463,34.43853835,47.75500249,44.29675126,53.3994825,2.302986162,61.21365431,7.059640817,31.61294323,27.29338943,71.03625561,63.88150228,5.085901024,31.0290547,22.46236085,15.12079079,48.69201228,0.382690516,0.095737897,0.47024748,0.268020278,0.181238567,21.72129357,83.1742779,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,1. Low Asset Ownership,3. High Female Emp,3. High Literacy
54,Champhai,284,0.02,0.50,0.48,0.80,0.00,0.20,4206,0,0,0,0,0,12,11,21,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13610.58431,0,1,504.4666667,1,1,343.772549,5.498039216,4,0,30.92156863,0,182.1411765,0,0,35588,146240,3.75440317,36.73375576,59.38901596,50.80001124,46.24098854,2.954861189,50.87215353,3.344947735,45.50390019,4.724305946,94.80170282,28.97831291,4.177124312,66.82852928,32.71403173,15.05607221,44.18968818,0.569216983,0.10095476,0.711006098,0.159909099,0.18881224,23.82043217,96.13101751,3. Developed,3. Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,2. High AL,2. Mod Asset Ownership,3. High Female Emp,3. High Literacy
